国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-1968,3508,30970,27462,-759,36739,37498,-5520,6576,12096,803,-3132
総数,1,13100,区部,613,3448,24716,21268,-405,28069,28474,-3217,4796,8013,787,-563
総数,4,13101,千代田区,53,72,186,114,-50,314,364,8,49,41,23,30
総数,4,13102,中央区,1538,344,719,375,1059,1731,672,51,135,84,84,1296
総数,4,13103,港区,110,117,631,514,-180,997,1177,32,179,147,141,-18
総数,4,13104,新宿区,-310,183,1092,909,-320,1516,1836,-122,146,268,-51,-64
総数,4,13105,文京区,-88,111,569,458,-41,832,873,-52,120,172,-106,-21
総数,4,13106,台東区,400,238,743,505,179,1046,867,-60,134,194,43,319
総数,4,13107,墨田区,116,197,882,685,-52,953,1005,-70,166,236,41,74
総数,4,13108,江東区,-182,181,1215,1034,-283,1375,1658,-173,249,422,93,-365
総数,4,13109,品川区,189,275,1220,945,-42,1202,1244,-108,208,316,64,100
総数,4,13110,目黒区,-47,86,719,633,-45,1015,1060,-37,167,204,-51,-16
総数,4,13111,大田区,-58,256,2154,1898,-60,1377,1437,-332,348,680,78,-220
総数,4,13112,世田谷区,-321,-13,1972,1985,-115,2237,2352,-221,433,654,28,-314
総数,4,13113,渋谷区,27,109,570,461,-94,1011,1105,-45,126,171,57,-51
総数,4,13114,中野区,114,203,973,770,39,1415,1376,-132,133,265,4,123
総数,4,13115,杉並区,-73,315,1420,1105,-119,1742,1861,-161,270,431,-108,-85
総数,4,13116,豊島区,-181,75,867,792,-115,1252,1367,-68,127,195,-73,-135
総数,4,13117,北区,-2,128,1028,900,44,1119,1075,-170,169,339,-4,-39
総数,4,13118,荒川区,-146,39,547,508,-87,652,739,-101,106,207,3,-155
総数,4,13119,板橋区,-148,114,1444,1330,-98,1415,1513,-255,259,514,91,-289
総数,4,13120,練馬区,-118,104,1571,1467,23,1631,1608,-268,390,658,23,-252
総数,4,13121,足立区,55,276,1716,1440,143,1300,1157,-484,307,791,120,-77
総数,4,13122,葛飾区,-116,97,963,866,-53,872,925,-244,232,476,84,-161
総数,4,13123,江戸川区,-199,-59,1515,1574,-138,1065,1203,-205,343,548,203,-243
総数,1,13200,市部,-2532,48,6144,6096,-392,8505,8897,-2188,1755,3943,0,-2500
総数,4,13201,八王子市,-632,-48,808,856,-125,757,882,-407,199,606,-52,-536
総数,4,13202,立川市,-109,-33,249,282,-10,468,478,-90,91,181,24,-141
総数,4,13203,武蔵野市,23,23,267,244,27,530,503,-48,71,119,21,-25
総数,4,13204,三鷹市,-56,-7,283,290,21,554,533,-54,90,144,-16,-50
