国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-4550,95,26649,26554,904,37336,36432,-4521,7170,11691,-1028,-6112
総数,1,13100,区部,-3231,-213,20770,20983,334,28246,27912,-2455,5188,7643,-897,-4496
総数,4,13101,千代田区,-46,53,191,138,-52,325,377,3,41,38,-50,-38
総数,4,13102,中央区,93,82,467,385,24,768,744,16,135,119,-29,39
総数,4,13103,港区,-223,34,625,591,-23,1045,1068,65,211,146,-299,-131
総数,4,13104,新宿区,-150,22,929,907,-95,1590,1685,-78,171,249,1,-178
総数,4,13105,文京区,-142,63,487,424,-107,763,870,-21,147,168,-77,-144
総数,4,13106,台東区,20,86,658,572,-35,924,959,-67,123,190,36,-15
総数,4,13107,墨田区,112,58,732,674,129,1030,901,-90,168,258,15,83
総数,4,13108,江東区,-19,9,1061,1052,53,1471,1418,-60,328,388,-21,-147
総数,4,13109,品川区,-85,83,995,912,-38,1235,1273,-24,243,267,-106,-125
総数,4,13110,目黒区,-149,-9,664,673,25,1115,1090,-34,154,188,-131,-115
総数,4,13111,大田区,-555,-400,1752,2152,27,1367,1340,-217,387,604,35,-658
総数,4,13112,世田谷区,-272,-20,1687,1707,23,2255,2232,-175,474,649,-100,-387
総数,4,13113,渋谷区,-261,34,502,468,-130,1058,1188,-2,122,124,-163,-209
総数,4,13114,中野区,-128,-50,727,777,-77,1429,1506,-58,172,230,57,-233
総数,4,13115,杉並区,-154,-102,967,1069,188,2118,1930,-174,286,460,-66,-159
総数,4,13116,豊島区,-200,121,849,728,-230,1190,1420,-70,157,227,-21,-317
総数,4,13117,北区,-149,-28,871,899,-23,997,1020,-118,191,309,20,-270
総数,4,13118,荒川区,-100,48,455,407,-93,655,748,-68,128,196,13,-163
総数,4,13119,板橋区,138,51,1366,1315,245,1688,1443,-255,276,531,97,-66
総数,4,13120,練馬区,-280,-153,1239,1392,176,1843,1667,-226,394,620,-77,-314
総数,4,13121,足立区,104,8,1424,1416,255,1386,1131,-281,324,605,122,37
総数,4,13122,葛飾区,-245,-70,846,916,24,875,851,-256,204,460,57,-325
総数,4,13123,江戸川区,-540,-133,1276,1409,68,1119,1051,-265,352,617,-210,-661
総数,1,13200,市部,-1233,291,5788,5497,545,8941,8396,-1935,1962,3897,-134,-1512
総数,4,13201,八王子市,-279,16,720,704,51,787,736,-311,233,544,-35,-302
総数,4,13202,立川市,62,68,291,223,87,574,487,-84,95,179,-9,33
総数,4,13203,武蔵野市,-42,-2,201,203,-19,465,484,-20,89,109,-1,-51
総数,4,13204,三鷹市,-112,21,266,245,-46,501,547,-69,97,166,-18,-100
総数,4,13205,青梅市,-19,42,149,107,64,268,204,-123,52,175,-2,-42
総数,4,13206,府中市,-176,-17,316,333,-47,526,573,-118,113,231,6,-150
総数,4,13207,昭島市,18,-23,127,150,44,270,226,-46,59,105,43,-8
