地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
2,13300,郡部,54071,26899,27172,99.0 ,0.38 ,375.86 ,144,-30,22206
4,13303,瑞穂町,31243,15732,15511,101.4 ,0.22 ,16.85 ,1854,16,13439
4,13305,日の出町,16630,8106,8524,95.1 ,0.12 ,28.07 ,592,-34,6148
4,13307,檜原村,1861,912,949,96.1 ,0.01 ,105.41 ,18,-5,783
4,13308,奥多摩町,4337,2149,2188,98.2 ,0.03 ,225.53 ,19,-7,1836
2,13350,島部,23222,12299,10923,112.6 ,0.16 ,412.61 ,56,-52,12373
3,13360,大島支庁,10948,5638,5310,106.2 ,0.08 ,140.92 ,78,-33,5601
4,13361,大島町,6631,3438,3193,107.7 ,0.05 ,90.76 ,73,-24,3467
4,13362,利島村,331,188,143,131.5 ,0.00 ,4.04 ,82,0,202
4,13363,新島村,2250,1113,1137,97.9 ,0.02 ,27.54 ,82,-3,1122
4,13364,神津島村,1736,899,837,107.4 ,0.01 ,18.58 ,93,-6,810
3,13380,三宅支庁,2437,1367,1070,127.8 ,0.02 ,75.65 ,32,-3,1474
4,13381,三宅村,2137,1198,939,127.6 ,0.02 ,55.26 ,39,-2,1298
4,13382,御蔵島村,300,169,131,129.0 ,0.00 ,20.39 ,15,-1,176
3,13400,八丈支庁,6908,3480,3428,101.5 ,0.05 ,83.00 ,83,-14,3797
4,13401,八丈町,6744,3383,3361,100.7 ,0.05 ,72.24 ,93,-16,3674
4,13402,青ヶ島村,164,97,67,144.8 ,0.00 ,5.95 ,28,2,123
3,13420,小笠原支庁,2929,1814,1115,162.7 ,0.02 ,113.04 ,26,-2,1501
4,13421,小笠原村,2929,1814,1115,162.7 ,0.02 ,113.04 ,26,-2,1501
,,,,,,,,,,,
東京都の人口（推計）_令和6年2月,,,,,,,,,,,
東京都の人口（推計）令和6年2月1日現在,,,,,,,,,,,
この表は、5年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和2年10月1日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注1）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和5年10月1日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、中央防波堤外側埋立地(1.20k㎡）、新海面処分場(2.36k㎡）を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩（0.00k㎡）を含む。,,,,,,,,,,,
注2）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
