"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20240301","1","虎ノ門いきいきプラザ","20","431","569","541","521","339","497","2918"
"20240301","2","南桜公園管理棟","18","308","459","373","222","153","226","1759"
"20240301","3","生涯学習センター","2","95","142","120","114","82","195","750"
"20240301","4","福祉プラザさくら川","25","927","942","746","631","352","617","4240"
"20240301","5","エコプラザ","53","682","1216","1078","986","628","727","5370"
"20240301","6","障害保健福祉センター","62","843","1363","1382","1069","501","456","5676"
"20240301","7","芝小学校","64","1109","1336","1274","1050","635","889","6357"
"20240301","8","芝区民協働スペース","13","351","362","306","332","238","854","2456"
"20240301","9","芝浦港南地区総合支所","71","1385","1978","1397","1168","609","790","7398"
"20240301","10","三田中学校","31","266","317","340","280","148","289","1671"
"20240301","11","赤羽小学校","70","646","921","1171","1039","647","907","5401"
"20240301","12","豊岡いきいきプラザ","93","822","1209","1444","1240","798","1140","6746"
"20240301","13","御田小学校","43","331","452","517","528","336","545","2752"
"20240301","14","旧三光小学校（三光学童クラブ）","145","1519","2297","2423","2312","1296","1861","11853"
"20240301","15","旧神応小学校","71","672","887","1092","985","607","1065","5379"
"20240301","16","白金小学校","128","932","1369","1648","1637","1005","1683","8402"
"20240301","17","高輪台小学校","118","888","1269","1687","1693","1025","1567","8247"
"20240301","18","シティハイツ桂坂","59","525","743","913","855","532","871","4498"
"20240301","19","国民生活センタ－","94","592","596","893","1007","653","991","4826"
"20240301","20","港南小学校","208","674","918","1883","1928","910","1521","8042"
"20240301","21","六本木中学校","36","427","590","638","599","415","689","3394"
"20240301","22","麻布小学校","66","673","960","1172","1176","685","803","5535"
"20240301","23","飯倉いきいきプラザ","64","959","1087","1128","1016","450","696","5400"
"20240301","24","南山小学校","94","533","655","912","935","598","835","4562"
"20240301","25","南麻布いきいきプラザ","88","1640","2213","2277","1880","973","1269","10340"
"20240301","26","本村小学校","86","657","848","1151","1059","574","1084","5459"
"20240301","27","笄　小学校","108","530","774","1193","1021","701","1005","5332"
"20240301","28","西麻布いきいきプラザ","62","509","631","649","589","326","529","3295"
"20240301","29","高陵中学校","72","440","538","823","761","435","674","3743"
"20240301","30","赤坂地区総合支所","49","482","586","542","577","379","484","3099"
"20240301","31","赤坂子ども中高生プラザ","59","970","1417","1270","1230","717","944","6607"
"20240301","32","赤坂小学校","75","634","972","1109","1182","772","1119","5863"
"20240301","33","赤坂図書館","36","247","338","525","477","331","616","2570"
"20240301","34","青山小学校","63","246","331","521","609","387","818","2975"
"20240301","35","青南小学校","117","613","827","1309","1244","847","1330","6287"
"20240301","36","赤坂子ども中高生プラザ青山館","18","86","184","187","188","160","324","1147"
"20240301","37","お台場学園","102","434","551","812","1219","598","498","4214"
"20240301","38","芝浦港南区民センター","108","768","1604","1706","1405","673","1013","7277"
"20240301","39","品川インターシティB棟","41","218","383","509","529","356","326","2362"
"20240301","40","芝浦アイランド児童高齢者交流プラザ","130","923","1585","1928","1811","757","788","7922"
"20240301","41","シティハイツ港南","130","466","736","1196","1380","635","802","5345"

"投票区別年代別名簿登録者数　令和6年3月1日時点","Ver202403",,,,,,,,,
