地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注１）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
0,13000,総数,14039210,6894115,7145095,96.5,100,2194.07,6399,-1026,7225036
1,13100,区部,9724111,4769916,4954195,96.3,69.26,627.57,15495,-1424,5211414
1,13200,市部,4235226,2083675,2151551,96.8,30.17,783.95,5402,360,1978986
2,13300,郡部,55447,27621,27826,99.3,0.39,375.86,148,45,21852
2,13350,島部,24426,12903,11523,112,0.17,406.69,60,-7,12784
1,13100,区部,9724111,4769916,4954195,96.3,69.26,627.57,15495,-1424,5211414
4,13101,千代田区,66847,33737,33110,101.9,0.48,11.66,5733,28,37057
4,13102,中央区,169474,81082,88392,91.7,1.21,10.21,16599,239,92646
4,13103,港区,260133,123181,136952,89.9,1.85,20.37,12770,47,145710
4,13104,新宿区,349622,174985,174637,100.2,2.49,18.22,19189,613,223263
4,13105,文京区,239863,115399,124464,92.7,1.71,11.29,21246,35,133517
4,13106,台東区,211699,108765,102934,105.7,1.51,10.11,20940,210,124674
4,13107,墨田区,271897,134663,137234,98.1,1.94,13.77,19746,-21,145698
4,13108,江東区,524211,257926,266285,96.9,3.73,40.16,13053,148,264458
4,13109,品川区,421805,208268,213537,97.5,3,22.84,18468,-326,237066
4,13110,目黒区,287537,135547,151990,89.2,2.05,14.67,19600,-254,155268
4,13111,大田区,746336,371541,374795,99.1,5.32,60.83,12269,-601,398942
4,13112,世田谷区,942325,445027,497298,89.5,6.71,58.05,16233,-714,491184
4,13113,渋谷区,243698,117749,125949,93.5,1.74,15.11,16128,18,149735
4,13114,中野区,344478,172304,172174,100.1,2.45,15.59,22096,111,207653
4,13115,杉並区,590435,284042,306393,92.7,4.21,34.06,17335,-283,335721
4,13116,豊島区,301326,151000,150326,100.4,2.15,13.01,23161,179,183837
4,13117,北区,354777,176077,178700,98.5,2.53,20.61,17214,-206,189510
4,13118,荒川区,217324,107606,109718,98.1,1.55,10.16,21390,76,112006
4,13119,板橋区,583816,285884,297932,96,4.16,32.22,18120,-228,314199
4,13120,練馬区,752067,361485,390582,92.6,5.36,48.08,15642,-117,374568
4,13121,足立区,694461,347070,347391,99.9,4.95,53.25,13042,-119,345516
4,13122,葛飾区,452622,225583,227039,99.4,3.22,34.8,13006,-221,215969
4,13123,江戸川区,697358,350995,346363,101.3,4.97,49.9,13975,-38,333217
1,13200,市部,4235226,2083675,2151551,96.8,30.17,783.95,5402,360,1978986
4,13201,八王子市,579281,291295,287986,101.1,4.13,186.38,3108,-9,267382
4,13202,立川市,183731,91277,92454,98.7,1.31,24.36,7542,29,89881
4,13203,武蔵野市,150134,71870,78264,91.8,1.07,10.98,13673,-11,78018
4,13204,三鷹市,195435,94472,100963,93.6,1.39,16.42,11902,-62,96425
