年齢別人口　平成３０年３月１日現在,,,,
年齢,男,女,合計,
0,510,457,967,
1,548,516,"1,064",
2,534,542,"1,076",
3,571,591,"1,162",
4,608,604,"1,212",
5,547,544,"1,091",
6,621,583,"1,204",
7,608,603,"1,211",
8,639,611,"1,250",
9,652,627,"1,279",
小計,"5,838","5,678","11,516",
10,624,596,"1,220",
11,638,627,"1,265",
12,629,538,"1,167",
13,605,582,"1,187",
14,624,630,"1,254",
15,621,560,"1,181",
16,643,598,"1,241",
17,595,585,"1,180",
18,635,591,"1,226",
19,701,700,"1,401",
小計,"6,315","6,007","12,322",
20,768,694,"1,462",
21,804,772,"1,576",
22,808,757,"1,565",
23,815,764,"1,579",
24,750,747,"1,497",
25,708,714,"1,422",
26,721,636,"1,357",
27,688,646,"1,334",
28,657,679,"1,336",
29,729,661,"1,390",
小計,"7,448","7,070","14,518",
30,772,739,"1,511",
31,798,750,"1,548",
32,807,788,"1,595",
33,903,889,"1,792",
34,969,880,"1,849",
35,931,931,"1,862",
36,950,931,"1,881",
37,"1,069",924,"1,993",
38,"1,063",927,"1,990",
39,"1,087","1,040","2,127",
小計,"9,349","8,799","18,148",
40,"1,185","1,065","2,250",
41,"1,195","1,052","2,247",
42,"1,113","1,165","2,278",
43,"1,280","1,221","2,501",
44,"1,281","1,234","2,515",
45,"1,262","1,274","2,536",
46,"1,347","1,213","2,560",
47,"1,197","1,162","2,359",
48,"1,170","1,180","2,350",
49,"1,247","1,179","2,426",
小計,"12,277","11,745","24,022",
50,"1,201","1,063","2,264",
51,959,914,"1,873",
52,"1,059",985,"2,044",
53,"1,034","1,006","2,040",
54,940,887,"1,827",
55,917,907,"1,824",
56,886,857,"1,743",
57,791,799,"1,590",
58,771,782,"1,553",
59,753,870,"1,623",
小計,"9,311","9,070","18,381",
60,759,841,"1,600",
61,748,823,"1,571",
62,780,922,"1,702",
63,780,912,"1,692",
64,828,"1,006","1,834",
65,897,"1,043","1,940",
66,"1,002","1,114","2,116",
67,997,"1,205","2,202",
68,"1,173","1,401","2,574",
69,"1,306","1,447","2,753",
小計,"9,270","10,714","19,984",
70,"1,300","1,483","2,783",
71,927,"1,058","1,985",
72,762,873,"1,635",
73,914,"1,043","1,957",
74,966,"1,243","2,209",
75,941,"1,061","2,002",
76,912,"1,034","1,946",
77,807,992,"1,799",
78,709,821,"1,530",
79,591,750,"1,341",
小計,"8,829","10,358","19,187",
80,622,712,"1,334",
81,587,693,"1,280",
82,533,700,"1,233",
83,451,518,969,
84,400,546,946,
85,364,517,881,
86,265,418,683,
87,224,372,596,
88,188,310,498,
89,132,314,446,
小計,"3,766","5,100","8,866",
90,107,246,353,
91,78,222,300,
92,69,178,247,
93,41,152,193,
94,35,127,162,
95,22,72,94,
96,9,77,86,
97,11,60,71,
98,10,31,41,
99,4,26,30,
小計,386,"1,191","1,577",
100以上,6,47,53,
合計,"72,795","75,779","148,574",
,,,,
