町丁目別人口・世帯数　平成３０年１１月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,428,529,957,484
関戸２丁目,"1,289","1,344","2,633","1,412"
関戸３丁目,694,731,"1,425",710
関戸４丁目,"1,007","1,126","2,133","1,192"
関戸５丁目,731,735,"1,466",731
関戸６丁目,452,436,888,402
,"4,601","4,901","9,502","4,931"
,,,,
連光寺１丁目,"1,851","1,890","3,741","1,602"
連光寺２丁目,"1,231","1,233","2,464","1,008"
連光寺３丁目,863,852,"1,715",797
連光寺４丁目,290,268,558,267
連光寺５丁目,144,139,283,153
連光寺６丁目,432,353,785,381
,"4,811","4,735","9,546","4,208"
,,,,
貝取,630,563,"1,193",622
,630,563,"1,193",622
,,,,
乞田,"1,364","1,201","2,565","1,261"
,"1,364","1,201","2,565","1,261"
,,,,
和田,"4,670","4,474","9,144","4,048"
,"4,670","4,474","9,144","4,048"
,,,,
百草,435,426,861,423
,435,426,861,423
,,,,
落川,651,621,"1,272",571
,651,621,"1,272",571
,,,,
東寺方,879,797,"1,676",820
東寺方１丁目,527,551,"1,078",527
,"1,406","1,348","2,754","1,347"
,,,,
一ノ宮１丁目,"1,129",912,"2,041","1,324"
一ノ宮２丁目,756,743,"1,499",899
一ノ宮３丁目,432,459,891,503
一ノ宮４丁目,938,972,"1,910","1,010"
,"3,255","3,086","6,341","3,736"
,,,,
桜ヶ丘１丁目,951,"1,037","1,988",944
桜ヶ丘２丁目,619,717,"1,336",603
桜ヶ丘３丁目,599,646,"1,245",544
桜ヶ丘４丁目,733,822,"1,555",818
,"2,902","3,222","6,124","2,909"
,,,,
和田（百草団地）,638,720,"1,358",891
,638,720,"1,358",891
,,,,
聖ヶ丘１丁目,882,"1,013","1,895",862
聖ヶ丘２丁目,850,"1,005","1,855",849
聖ヶ丘３丁目,"1,083","1,075","2,158",937
聖ヶ丘４丁目,362,384,746,298
聖ヶ丘５丁目,57,46,103,33
,"3,234","3,523","6,757","2,979"
,,,,
馬引沢１丁目,894,832,"1,726",905
馬引沢２丁目,"1,259","1,134","2,393","1,225"
,"2,153","1,966","4,119","2,130"
,,,,
山王下１丁目,304,376,680,532
,304,376,680,532
,,,,
中沢１丁目,600,535,"1,135",618
中沢２丁目,907,"1,015","1,922",838
,"1,507","1,550","3,057","1,456"
,,,,
唐木田１丁目,"1,145","1,193","2,338","1,111"
唐木田２丁目,0,0,0,0
,"1,145","1,193","2,338","1,111"
,,,,
諏訪１丁目,"2,082","2,126","4,208","2,002"
諏訪２丁目,"1,779","1,977","3,756","1,652"
諏訪３丁目,562,553,"1,115",526
諏訪４丁目,868,"1,157","2,025","1,092"
諏訪５丁目,297,380,677,395
,"5,588","6,193","11,781","5,667"
,,,,
永山１丁目,955,995,"1,950","1,111"
永山２丁目,"1,601","1,586","3,187","1,553"
永山３丁目,"1,681","1,879","3,560","1,782"
永山４丁目,"1,456","1,589","3,045","1,863"
永山５丁目,978,"1,112","2,090",884
永山６丁目,584,595,"1,179",575
,"7,255","7,756","15,011","7,768"
,,,,
貝取１丁目,"1,011",955,"1,966",936
貝取２丁目,"1,655","1,805","3,460","1,487"
貝取３丁目,450,579,"1,029",461
貝取４丁目,535,565,"1,100",531
貝取５丁目,270,322,592,333
,"3,921","4,226","8,147","3,748"
,,,,
豊ヶ丘１丁目,"1,544","1,510","3,054","1,498"
豊ヶ丘２丁目,"1,461","1,492","2,953","1,319"
豊ヶ丘３丁目,769,887,"1,656",700
豊ヶ丘４丁目,332,365,697,396
豊ヶ丘５丁目,625,709,"1,334",648
豊ヶ丘６丁目,435,504,939,487
,"5,166","5,467","10,633","5,048"
,,,,
落合１丁目,"1,419","1,520","2,939","1,450"
落合２丁目,"1,159","1,104","2,263",889
落合３丁目,"1,479","1,564","3,043","1,484"
落合４丁目,"1,047","1,189","2,236","1,128"
落合５丁目,"1,089","1,118","2,207",918
落合６丁目,911,850,"1,761",802
,"7,104","7,345","14,449","6,671"
,,,,
鶴牧１丁目,"1,281","1,278","2,559","1,173"
鶴牧２丁目,869,793,"1,662",814
鶴牧３丁目,"2,059","2,191","4,250","1,550"
鶴牧４丁目,362,399,761,326
鶴牧５丁目,940,"1,047","1,987",854
鶴牧６丁目,854,917,"1,771",762
,"6,365","6,625","12,990","5,479"
,,,,
南野１丁目,2,0,2,1
南野２丁目,461,420,881,448
南野３丁目,462,454,916,392
,925,874,"1,799",841
,,,,
東寺方３丁目,146,229,375,205
,146,229,375,205
,,,,
和田３丁目,473,558,"1,031",589
,473,558,"1,031",589
,,,,
愛宕１丁目,305,333,638,368
愛宕２丁目,451,458,909,485
愛宕３丁目,335,478,813,488
愛宕４丁目,"1,268","1,407","2,675","1,370"
,"2,359","2,676","5,035","2,711"
,,,,
,"73,008","75,854","148,862","71,882"
