市区町村コード,地域コード,都道府県名,市町村名,調査年月日,地区名称,総人口,男,女,男0-4,女0-4,男5-9,女5-9,男10-14,女10-14,男15-19,女15-19,男20-24,女20-24,男25-29,女25-29,男30-34,女30-34,男35-39,女35-39,男40-44,女40-44,男45-49,女45-49,男50-54,女50-54,男55-59,女55-59,男60-64,女60-64,男65-69,女65-69,男70-74,女70-74,男75-79,女75-79,男80-84,女80-84,男85,女85,世帯数,備考
132241,11,東京都,多摩市,2018-06-30,関戸１丁目,956,427,529,13,14,15,12,13,16,22,21,17,24,12,17,30,24,27,26,31,32,25,37,26,40,38,35,22,40,43,46,29,30,20,33,15,37,29,45,479,
132241,12,東京都,多摩市,2018-06-30,関戸２丁目,2612,1276,1336,52,34,42,46,34,46,43,57,105,111,83,88,89,83,104,83,114,95,104,120,112,113,89,78,61,61,69,85,63,65,40,66,41,48,31,57,1401,
132241,13,東京都,多摩市,2018-06-30,関戸３丁目,1440,697,743,22,19,26,22,40,32,40,50,52,54,34,39,39,48,51,46,50,44,73,83,55,38,49,40,38,35,33,35,33,53,30,38,17,29,15,38,720,
132241,14,東京都,多摩市,2018-06-30,関戸４丁目,2177,1031,1146,38,38,27,29,31,34,40,26,52,57,59,58,80,80,76,67,77,78,108,107,99,86,62,67,58,69,68,91,60,78,44,64,26,63,26,54,1211,
132241,15,東京都,多摩市,2018-06-30,関戸５丁目,1462,729,733,33,35,33,38,36,32,32,29,42,35,52,40,55,53,66,60,71,65,62,51,46,51,33,39,43,32,49,54,35,36,19,23,12,24,10,36,730,
132241,16,東京都,多摩市,2018-06-30,関戸６丁目,876,445,431,18,19,18,19,17,22,26,20,25,22,24,20,37,27,34,31,36,30,33,44,51,37,27,32,29,26,27,30,18,22,11,13,9,8,5,9,396,
132241,21,東京都,多摩市,2018-06-30,連光寺１丁目,3741,1851,1890,66,54,140,130,154,130,100,86,63,79,53,54,68,60,125,131,199,236,222,195,146,128,94,89,74,80,102,102,79,85,73,90,49,65,44,96,1602,
132241,22,東京都,多摩市,2018-06-30,連光寺２丁目,2461,1231,1230,46,35,57,57,72,66,86,87,89,71,51,47,66,55,65,56,88,93,125,149,137,131,94,79,56,67,76,69,63,59,33,57,18,28,9,24,1007,
132241,23,東京都,多摩市,2018-06-30,連光寺３丁目,1724,866,858,28,25,29,35,39,34,44,54,58,48,38,39,59,39,63,49,72,58,70,76,81,72,66,57,36,50,55,55,44,56,33,42,27,33,24,36,798,
132241,24,東京都,多摩市,2018-06-30,連光寺４丁目,565,293,272,13,4,5,11,19,9,16,10,7,8,9,11,14,13,21,13,22,23,35,20,25,16,17,19,16,20,19,17,15,19,15,23,17,17,8,19,269,
