市区町村コード,地域コード,都道府県名,市町村名,調査年月日,地区名称,総人口,男,女,男0-4,女0-4,男5-9,女5-9,男10-14,女10-14,男15-19,女15-19,男20-24,女20-24,男25-29,女25-29,男30-34,女30-34,男35-39,女35-39,男40-44,女40-44,男45-49,女45-49,男50-54,女50-54,男55-59,女55-59,男60-64,女60-64,男65-69,女65-69,男70-74,女70-74,男75-79,女75-79,男80-84,女80-84,男85,女85,世帯数,備考
132241,11,東京都,多摩市,2018-03-31,関戸１丁目,950,433,517,16,12,13,14,12,13,23,18,21,25,17,15,28,25,28,26,32,32,22,37,28,39,36,34,22,38,42,49,30,27,18,33,16,35,29,45,470,
132241,12,東京都,多摩市,2018-03-31,関戸２丁目,2601,1275,1326,50,37,43,42,35,51,42,58,101,110,89,79,93,79,105,86,111,96,110,124,108,108,87,78,59,59,73,86,58,65,42,65,39,46,30,57,1386,
132241,13,東京都,多摩市,2018-03-31,関戸３丁目,1432,697,735,20,20,27,23,40,32,40,42,42,49,37,35,42,48,49,49,52,44,75,79,54,43,49,41,38,35,34,34,34,52,29,41,21,31,14,37,703,
132241,14,東京都,多摩市,2018-03-31,関戸４丁目,2173,1035,1138,38,39,33,24,28,34,38,25,55,58,60,65,77,75,79,65,75,78,112,108,96,86,64,66,61,68,67,91,56,79,44,64,27,58,25,55,1206,
132241,15,東京都,多摩市,2018-03-31,関戸５丁目,1453,722,731,29,36,37,35,34,34,31,28,39,38,52,43,55,49,65,63,73,62,64,52,44,52,36,36,37,36,49,53,33,33,19,26,13,19,12,36,726,
132241,16,東京都,多摩市,2018-03-31,関戸６丁目,862,436,426,16,20,18,20,17,21,29,19,24,25,22,17,30,29,33,30,37,28,37,45,47,34,26,32,29,25,27,28,18,23,13,13,8,8,5,9,392,
132241,21,東京都,多摩市,2018-03-31,連光寺１丁目,3770,1858,1912,71,56,139,132,155,133,99,87,59,81,54,53,67,65,128,137,204,241,224,194,142,126,87,88,80,76,105,107,75,83,76,88,48,69,45,96,1614,
132241,22,東京都,多摩市,2018-03-31,連光寺２丁目,2478,1239,1239,47,36,57,60,74,63,85,86,98,72,46,49,66,59,66,60,93,95,129,146,135,136,91,72,57,67,78,73,57,56,34,53,16,30,10,26,1011,
132241,23,東京都,多摩市,2018-03-31,連光寺３丁目,1735,875,860,30,28,28,36,37,36,47,53,59,49,39,38,62,40,68,53,70,57,72,72,82,72,62,60,36,46,56,55,45,55,34,43,27,33,21,34,804,
132241,24,東京都,多摩市,2018-03-31,連光寺４丁目,562,293,269,13,4,5,11,18,10,18,8,6,8,8,10,15,12,20,13,23,22,33,23,26,16,17,19,16,18,19,18,16,20,13,23,17,15,10,19,266,
132241,25,東京都,多摩市,2018-03-31,連光寺５丁目,272,138,134,4,7,5,6,5,3,5,0,11,8,4,9,10,5,11,4,13,8,15,11,12,4,5,9,6,4,11,15,11,8,4,9,2,10,4,14,147,
132241,26,東京都,多摩市,2018-03-31,連光寺６丁目,765,421,344,6,12,20,12,20,16,24,18,22,22,25,16,24,22,34,20,45,24,45,29,26,20,14,15,21,20,28,28,34,28,18,14,10,11,5,17,370,
132241,30,東京都,多摩市,2018-03-31,貝取,1204,631,573,33,34,28,17,28,21,29,24,32,29,63,50,60,43,58,58,58,62,55,50,46,41,42,45,28,21,27,30,16,14,17,17,8,7,3,10,622,
132241,40,東京都,多摩市,2018-03-31,乞田,2530,1334,1196,57,52,61,41,59,49,61,48,110,111,108,80,86,69,88,77,131,112,109,94,119,121,107,82,73,58,64,58,34,48,29,40,24,29,14,27,1230,
132241,60,東京都,多摩市,2018-03-31,和田,9059,4606,4453,205,192,277,240,300,277,305,258,341,281,192,187,243,225,337,300,451,420,459,388,399,307,243,231,220,195,180,221,163,186,148,198,85,146,58,201,3988,
132241,70,東京都,多摩市,2018-03-31,百草,865,445,420,18,14,24,16,23,15,18,20,32,14,17,23,16,28,33,33,39,35,46,31,34,25,15,23,22,16,25,31,21,24,26,27,21,21,15,24,428,
132241,80,東京都,多摩市,2018-03-31,落川,1264,646,618,36,28,36,32,35,30,38,28,33,28,33,26,35,46,46,29,55,54,59,56,53,41,32,28,28,27,37,37,25,43,33,39,24,24,8,22,563,
132241,90,東京都,多摩市,2018-03-31,東寺方,1683,876,807,44,42,39,33,40,36,31,31,49,32,52,39,63,42,56,68,80,55,80,67,47,43,44,29,30,42,70,88,61,66,50,48,29,30,11,16,819,
132241,91,東京都,多摩市,2018-03-31,東寺方１丁目,1068,517,551,26,38,26,30,17,22,23,29,39,30,23,39,56,40,50,53,53,46,42,51,42,40,33,22,27,25,18,16,20,23,14,17,7,13,1,17,515,
132241,101,東京都,多摩市,2018-03-31,一ノ宮１丁目,2006,1099,907,26,21,22,30,30,31,25,32,102,65,128,80,98,70,98,70,110,70,82,60,68,60,69,51,47,45,55,54,63,44,27,45,25,37,24,42,1297,
132241,102,東京都,多摩市,2018-03-31,一ノ宮２丁目,1464,733,731,26,30,21,20,22,28,25,23,52,58,68,73,59,55,68,49,56,58,75,58,58,46,38,35,23,29,37,34,33,41,27,39,29,28,16,27,875,
132241,103,東京都,多摩市,2018-03-31,一ノ宮３丁目,886,433,453,19,23,23,13,21,9,8,16,31,54,36,30,37,31,41,51,40,26,34,34,23,27,22,19,16,18,22,25,23,21,18,20,9,15,10,21,494,
132241,104,東京都,多摩市,2018-03-31,一ノ宮４丁目,1878,936,942,41,48,35,37,34,22,39,32,88,75,54,45,58,75,80,50,70,68,81,65,71,72,60,63,49,45,44,50,36,51,31,36,31,45,34,63,977,
132241,111,東京都,多摩市,2018-03-31,桜ヶ丘１丁目,1973,943,1030,20,28,41,48,41,32,47,39,71,40,44,45,40,31,53,53,62,58,71,73,54,79,58,57,60,61,71,72,54,83,57,70,41,54,58,107,933,
132241,112,東京都,多摩市,2018-03-31,桜ヶ丘２丁目,1326,611,715,24,15,24,23,26,19,15,28,28,21,26,28,21,32,37,37,35,44,32,32,38,39,51,44,44,54,58,74,54,54,41,45,20,39,37,87,590,
132241,113,東京都,多摩市,2018-03-31,桜ヶ丘３丁目,1225,582,643,29,17,19,20,25,27,32,25,21,25,17,29,23,20,30,25,36,38,40,46,50,41,33,41,33,29,43,54,51,54,37,53,30,41,33,58,536,
132241,114,東京都,多摩市,2018-03-31,桜ヶ丘４丁目,1521,716,805,11,15,28,29,29,28,39,32,38,38,36,47,43,48,44,38,52,40,55,60,63,52,42,41,39,51,41,60,46,61,47,51,39,39,24,75,787,
132241,120,東京都,多摩市,2018-03-31,和田（百草団地）,1371,638,733,12,12,3,10,14,12,14,6,14,22,16,17,20,16,30,32,51,39,67,39,37,38,30,29,37,47,73,76,68,101,71,112,53,68,28,57,886,
