年齢別人口　平成３０年１２月１日現在,,,,
年齢,男,女,合計,
0,465,438,903,
1,563,485,"1,048",
2,537,531,"1,068",
3,575,572,"1,147",
4,566,583,"1,149",
5,603,595,"1,198",
6,585,535,"1,120",
7,609,575,"1,184",
8,619,642,"1,261",
9,632,597,"1,229",
小計,"5,754","5,553","11,307",
10,650,634,"1,284",
11,644,615,"1,259",
12,614,591,"1,205",
13,629,555,"1,184",
14,615,595,"1,210",
15,618,612,"1,230",
16,656,585,"1,241",
17,613,594,"1,207",
18,640,629,"1,269",
19,726,643,"1,369",
小計,"6,405","6,053","12,458",
20,729,718,"1,447",
21,836,756,"1,592",
22,853,813,"1,666",
23,821,785,"1,606",
24,754,752,"1,506",
25,743,769,"1,512",
26,712,686,"1,398",
27,686,591,"1,277",
28,695,635,"1,330",
29,650,677,"1,327",
小計,"7,479","7,182","14,661",
30,722,663,"1,385",
31,815,729,"1,544",
32,785,768,"1,553",
33,862,808,"1,670",
34,933,889,"1,822",
35,901,895,"1,796",
36,968,940,"1,908",
37,971,923,"1,894",
38,"1,043",922,"1,965",
39,"1,066",953,"2,019",
小計,"9,066","8,490","17,556",
40,"1,121","1,020","2,141",
41,"1,170","1,094","2,264",
42,"1,171","1,083","2,254",
43,"1,160","1,136","2,296",
44,"1,292","1,228","2,520",
45,"1,284","1,232","2,516",
46,"1,309","1,289","2,598",
47,"1,279","1,208","2,487",
48,"1,211","1,185","2,396",
49,"1,198","1,134","2,332",
小計,"12,195","11,609","23,804",
50,"1,238","1,169","2,407",
51,"1,183","1,072","2,255",
52,898,836,"1,734",
53,"1,098","1,049","2,147",
54,"1,022",982,"2,004",
55,941,917,"1,858",
56,905,860,"1,765",
57,828,847,"1,675",
58,805,777,"1,582",
59,769,828,"1,597",
小計,"9,687","9,337","19,024",
60,786,880,"1,666",
61,723,815,"1,538",
62,768,816,"1,584",
63,788,944,"1,732",
64,772,942,"1,714",
65,836,992,"1,828",
66,939,"1,069","2,008",
67,972,"1,140","2,112",
68,"1,019","1,254","2,273",
69,"1,218","1,425","2,643",
小計,"8,821","10,277","19,098",
70,"1,317","1,465","2,782",
71,"1,227","1,385","2,612",
72,797,933,"1,730",
73,830,918,"1,748",
74,918,"1,156","2,074",
75,937,"1,156","2,093",
76,963,"1,060","2,023",
77,841,"1,007","1,848",
78,766,939,"1,705",
79,666,794,"1,460",
小計,"9,262","10,813","20,075",
80,574,720,"1,294",
81,619,697,"1,316",
82,542,700,"1,242",
83,478,630,"1,108",
84,426,475,901,
85,352,528,880,
86,316,482,798,
87,234,371,605,
88,196,348,544,
89,171,287,458,
小計,"3,908","5,238","9,146",
90,101,272,373,
91,88,219,307,
92,66,200,266,
93,58,156,214,
94,33,122,155,
95,23,89,112,
96,16,65,81,
97,10,54,64,
98,9,49,58,
99,5,24,29,
小計,409,"1,250","1,659",
100以上,5,45,50,
合計,"72,991","75,847","148,838",
,,,,
