町丁目別人口・世帯数　平成３０年７月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,427,529,956,479
関戸２丁目,"1,276","1,336","2,612","1,401"
関戸３丁目,697,743,"1,440",720
関戸４丁目,"1,031","1,146","2,177","1,211"
関戸５丁目,729,733,"1,462",730
関戸６丁目,445,431,876,396
,"4,605","4,918","9,523","4,937"
,,,,
連光寺１丁目,"1,851","1,890","3,741","1,602"
連光寺２丁目,"1,231","1,230","2,461","1,007"
連光寺３丁目,866,858,"1,724",798
連光寺４丁目,293,272,565,269
連光寺５丁目,148,144,292,155
連光寺６丁目,425,353,778,373
,"4,814","4,747","9,561","4,204"
,,,,
貝取,626,568,"1,194",621
,626,568,"1,194",621
,,,,
乞田,"1,357","1,198","2,555","1,254"
,"1,357","1,198","2,555","1,254"
,,,,
和田,"4,646","4,458","9,104","4,032"
,"4,646","4,458","9,104","4,032"
,,,,
百草,443,424,867,431
,443,424,867,431
,,,,
落川,645,615,"1,260",566
,645,615,"1,260",566
,,,,
東寺方,875,800,"1,675",822
東寺方１丁目,530,558,"1,088",530
,"1,405","1,358","2,763","1,352"
,,,,
一ノ宮１丁目,"1,109",916,"2,025","1,309"
一ノ宮２丁目,754,731,"1,485",895
一ノ宮３丁目,428,457,885,495
一ノ宮４丁目,937,964,"1,901","1,010"
,"3,228","3,068","6,296","3,709"
,,,,
桜ヶ丘１丁目,947,"1,024","1,971",938
桜ヶ丘２丁目,615,718,"1,333",598
桜ヶ丘３丁目,587,648,"1,235",542
桜ヶ丘４丁目,730,820,"1,550",814
,"2,879","3,210","6,089","2,892"
,,,,
和田（百草団地）,641,729,"1,370",886
,641,729,"1,370",886
,,,,
聖ヶ丘１丁目,888,"1,019","1,907",860
聖ヶ丘２丁目,858,"1,009","1,867",850
聖ヶ丘３丁目,"1,087","1,083","2,170",937
聖ヶ丘４丁目,360,383,743,297
聖ヶ丘５丁目,58,46,104,33
,"3,251","3,540","6,791","2,977"
,,,,
馬引沢１丁目,877,835,"1,712",904
馬引沢２丁目,"1,261","1,130","2,391","1,223"
,"2,138","1,965","4,103","2,127"
,,,,
山王下１丁目,305,384,689,543
,305,384,689,543
,,,,
中沢１丁目,595,531,"1,126",616
中沢２丁目,917,"1,020","1,937",841
,"1,512","1,551","3,063","1,457"
,,,,
唐木田１丁目,"1,141","1,197","2,338","1,109"
唐木田２丁目,0,0,0,0
,"1,141","1,197","2,338","1,109"
,,,,
諏訪１丁目,"2,110","2,148","4,258","2,016"
諏訪２丁目,"1,777","1,978","3,755","1,657"
諏訪３丁目,541,542,"1,083",506
諏訪４丁目,868,"1,164","2,032","1,099"
諏訪５丁目,304,389,693,401
,"5,600","6,221","11,821","5,679"
,,,,
永山１丁目,971,"1,012","1,983","1,125"
永山２丁目,"1,608","1,590","3,198","1,552"
永山３丁目,"1,688","1,873","3,561","1,782"
永山４丁目,"1,465","1,604","3,069","1,875"
永山５丁目,975,"1,102","2,077",873
永山６丁目,594,595,"1,189",575
,"7,301","7,776","15,077","7,782"
,,,,
貝取１丁目,"1,013",953,"1,966",935
貝取２丁目,"1,662","1,813","3,475","1,486"
貝取３丁目,455,591,"1,046",466
貝取４丁目,540,572,"1,112",533
貝取５丁目,267,319,586,328
,"3,937","4,248","8,185","3,748"
,,,,
豊ヶ丘１丁目,"1,546","1,512","3,058","1,506"
豊ヶ丘２丁目,"1,455","1,489","2,944","1,310"
豊ヶ丘３丁目,772,890,"1,662",700
豊ヶ丘４丁目,329,363,692,389
豊ヶ丘５丁目,621,703,"1,324",643
豊ヶ丘６丁目,434,501,935,489
,"5,157","5,458","10,615","5,037"
,,,,
落合１丁目,"1,400","1,514","2,914","1,436"
落合２丁目,"1,158","1,098","2,256",889
落合３丁目,"1,486","1,574","3,060","1,483"
落合４丁目,"1,052","1,191","2,243","1,126"
落合５丁目,"1,097","1,131","2,228",922
落合６丁目,909,860,"1,769",798
,"7,102","7,368","14,470","6,654"
,,,,
鶴牧１丁目,"1,248","1,272","2,520","1,144"
鶴牧２丁目,856,794,"1,650",796
鶴牧３丁目,"2,022","2,162","4,184","1,517"
鶴牧４丁目,367,401,768,328
鶴牧５丁目,947,"1,052","1,999",856
鶴牧６丁目,857,922,"1,779",758
,"6,297","6,603","12,900","5,399"
,,,,
南野１丁目,2,0,2,1
南野２丁目,452,417,869,438
南野３丁目,453,448,901,384
,907,865,"1,772",823
,,,,
東寺方３丁目,146,231,377,205
,146,231,377,205
,,,,
和田３丁目,477,564,"1,041",596
,477,564,"1,041",596
,,,,
愛宕１丁目,311,332,643,370
愛宕２丁目,451,463,914,480
愛宕３丁目,336,473,809,484
愛宕４丁目,"1,266","1,412","2,678","1,358"
,"2,364","2,680","5,044","2,692"
,,,,
,"72,924","75,944","148,868","71,712"
