年齢別人口　平成30年1月1日現在,,,,
年齢,男,女,合計,
0,515,470,985,
1,539,497,"1,036",
2,547,566,"1,113",
3,573,589,"1,162",
4,602,600,"1,202",
5,580,544,"1,124",
6,592,585,"1,177",
7,630,626,"1,256",
8,619,592,"1,211",
9,651,627,"1,278",
小計,"5,848","5,696","11,544",
10,631,599,"1,230",
11,630,606,"1,236",
12,632,560,"1,192",
13,618,586,"1,204",
14,606,612,"1,218",
15,647,573,"1,220",
16,624,610,"1,234",
17,610,578,"1,188",
18,630,600,"1,230",
19,689,684,"1,373",
小計,"6,317","6,008","12,325",
20,775,714,"1,489",
21,809,781,"1,590",
22,836,777,"1,613",
23,782,755,"1,537",
24,756,767,"1,523",
25,719,702,"1,421",
26,712,646,"1,358",
27,678,658,"1,336",
28,671,670,"1,341",
29,731,683,"1,414",
小計,"7,469","7,153","14,622",
30,792,733,"1,525",
31,767,766,"1,533",
32,822,814,"1,636",
33,919,893,"1,812",
34,960,883,"1,843",
35,941,945,"1,886",
36,983,905,"1,888",
37,"1,029",927,"1,956",
38,"1,068",955,"2,023",
39,"1,101","1,023","2,124",
小計,"9,382","8,844","18,226",
40,"1,199","1,081","2,280",
41,"1,148","1,078","2,226",
42,"1,161","1,161","2,322",
43,"1,291","1,217","2,508",
44,"1,291","1,238","2,529",
45,"1,289","1,301","2,590",
46,"1,299","1,189","2,488",
47,"1,209","1,180","2,389",
48,"1,185","1,170","2,355",
49,"1,235","1,163","2,398",
小計,"12,307","11,778","24,085",
50,"1,205","1,086","2,291",
51,900,847,"1,747",
52,"1,095","1,034","2,129",
53,"1,006",971,"1,977",
54,958,922,"1,880",
55,916,896,"1,812",
56,835,848,"1,683",
57,827,776,"1,603",
58,762,815,"1,577",
59,767,887,"1,654",
小計,"9,271","9,082","18,353",
60,740,836,"1,576",
61,766,818,"1,584",
62,791,948,"1,739",
63,775,929,"1,704",
64,847,986,"1,833",
65,917,"1,079","1,996",
66,997,"1,124","2,121",
67,"1,011","1,223","2,234",
68,"1,254","1,460","2,714",
69,"1,296","1,461","2,757",
小計,"9,394","10,864","20,258",
70,"1,268","1,417","2,685",
71,848,966,"1,814",
72,806,912,"1,718",
73,934,"1,118","2,052",
74,946,"1,199","2,145",
75,965,"1,064","2,029",
76,869,"1,038","1,907",
77,800,975,"1,775",
78,701,808,"1,509",
79,581,733,"1,314",
小計,"8,718","10,230","18,948",
80,640,728,"1,368",
81,585,709,"1,294",
82,501,667,"1,168",
83,452,499,951,
84,396,565,961,
85,335,501,836,
86,269,390,659,
87,224,368,592,
88,192,312,504,
89,113,311,424,
小計,"3,707","5,050","8,757",
90,107,250,357,
91,77,209,286,
92,70,182,252,
93,40,157,197,
94,31,112,143,
95,19,83,102,
96,11,68,79,
97,14,60,74,
98,5,31,36,
99,5,21,26,
小計,379,"1,173","1,552",
100以上,8,46,54,
合計,"72,800","75,924","148,724",
,,,,
