"年月[西暦]","調査項目","設問","取組","選択肢","回答数[人]","構成比[%]"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみを分別し、リサイクルする","無回答","4","0.9"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","すでに実行している","377","87.7"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","今後実行するつもり","32","7.4"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","実行したいが困難","14","3.3"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","実行するつもりはない","1","0.2"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","廃てんぷら油などを排水口に直接流さない","無回答","6","1.4"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","すでに実行している","359","83.5"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","今後実行するつもり","46","10.7"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","実行したいが困難","15","3.5"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","実行するつもりはない","3","0.7"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","近所に騒音を出さないように配慮する","無回答","7","1.6"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","すでに実行している","411","95.6"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","今後実行するつもり","5","1.2"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","実行したいが困難","1","0.2"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","実行するつもりはない","1","0.2"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","ごみやたばこの吸い殻をポイ捨てしない","無回答","12","2.8"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","すでに実行している","134","31.2"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","今後実行するつもり","86","20.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","実行したいが困難","158","36.7"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","実行するつもりはない","45","10.5"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","庭やベランダ緑化、緑のカーテンづくりなど、緑を増やす","無回答","7","1.6"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","すでに実行している","11","2.6"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","今後実行するつもり","107","24.9"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","実行したいが困難","232","54.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","実行するつもりはない","71","16.5"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","古川、運河、海辺の環境保全・美化活動、にぎわい創出の活動に参加する","無回答","9","2.1"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","すでに実行している","49","11.4"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","今後実行するつもり","169","39.3"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","実行したいが困難","145","33.7"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","実行するつもりはない","57","13.3"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","生物多様性について学び、配慮する","無回答","10","2.3"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","すでに実行している","120","27.9"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","今後実行するつもり","230","53.5"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","実行したいが困難","55","12.8"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","実行するつもりはない","15","3.5"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に配慮した製品やサービスの利用に努める（エコラベルのついた製品を選ぶ　など）","無回答","10","2.3"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","すでに実行している","27","6.3"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","今後実行するつもり","129","30.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","実行したいが困難","172","40.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","実行するつもりはない","90","20.9"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","環境に関する講座やイベント、活動に参加する","無回答","12","2.8"

"港区の環境に関する区民アンケート（郵送）調査結果・単純集計表・環境に配慮した行動Q4","Ver202003",,,,,
