,,,,（単位：トン、台）,
,,,合計,九州,
取　扱　貨　物,合計,30年,"10,868,450","10,868,450",
,,29年,"10,085,730","10,085,730",
,,増減,"782,720","782,720",
,,前年比,107.8%,107.8%,
,出荷,30年,"5,675,580","5,675,580",
,,29年,"5,396,175","5,396,175",
,,増減,"279,405","279,405",
,,前年比,105.2%,105.2%,
,入荷,30年,"5,192,870","5,192,870",
,,29年,"4,689,555","4,689,555",
,,増減,"503,315","503,315",
,,前年比,110.7%,110.7%,
取　扱　台　数,バ　ス,計,152,152,
,,出貨,71,71,
,,入貨,81,81,
,トラック,計,"97,966","97,966",
,,出貨,"51,504","51,504",
,,入貨,"46,462","46,462",
,乗用車,計,"61,025","61,025",
,,出貨,"37,138","37,138",
,,入貨,"23,887","23,887",
,,,,,
（注）カーフェリー（自動車航送船）による貨物量は車両区分別に台数を調査し,,,,,
　　　所定の換算トンをかけて算出しています。,,,,,
