 17 係留施設別コンテナ個数表,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,（単位：ＴＥＵ）,,
係留施設,,合　計,,,外　　貿,,,,,,,内　　貿,,,,,,,係留施設,
,,,,,合計,,,輸出,,輸入,,合計,,,移出,,移入,,,
,,計,実入,空,計,実入,空,実入,空,実入,空,計,実入,空,実入,空,実入,空,,
,30年,"5,107,528","3,693,420","1,414,108","4,570,702","3,414,328","1,156,374","973,542","1,143,921","2,440,786","12,453","536,826","279,092","257,734","147,136","235,821","131,956","21,913",30年,
合計,29年,"5,047,883","3,692,975","1,354,908","4,500,302","3,400,739","1,099,563","989,439","1,085,355","2,411,300","14,208","547,581","292,236","255,345","160,901","232,890","131,335","22,455",29年,合計
,増減,"59,645",445,"59,200","70,400","13,589","56,811","-15,897","58,566","29,486","-1,755","-10,755","-13,144","2,389","-13,765","2,931",621,-542,増減,
,30年,"483,487","308,218","175,269","453,512","308,218","145,294","73,888","143,622","234,330","1,672","29,975",-,"29,975",-,"29,445",-,530,30年,
品川岸壁,29年,"463,952","305,341","158,611","440,502","305,341","135,161","80,809","132,924","224,532","2,237","23,450",-,"23,450",-,"23,168",-,282,29年,品川岸壁
,増減,"19,535","2,877","16,658","13,010","2,877","10,133","-6,921","10,698","9,798",-565,"6,525",-,"6,525",-,"6,277",-,248,増減,
,30年,"53,765","47,664","6,101",-,-,-,-,-,-,-,"53,765","47,664","6,101","29,909",-,"17,755","6,101",30年,
10号西岸壁,29年,"45,454","39,804","5,650",-,-,-,-,-,-,-,"45,454","39,804","5,650","24,134",144,"15,670","5,506",29年,10号西岸壁
,増減,"8,311","7,860",451,-,-,-,-,-,-,-,"8,311","7,860",451,"5,775",-144,"2,085",595,増減,
,30年,"1,039,721","677,186","362,535","951,102","657,293","293,809","136,457","290,625","520,836","3,184","88,619","19,893","68,726","11,024","65,760","8,869","2,966",30年,
青海コンテナふ頭（公共）,29年,"935,156","621,982","313,174","881,873","605,601","276,272","129,954","274,868","475,647","1,404","53,283","16,381","36,902","12,190","35,516","4,191","1,386",29年,青海コンテナふ頭（公共）
,増減,"104,565","55,204","49,361","69,229","51,692","17,537","6,503","15,757","45,189","1,780","35,336","3,512","31,824","-1,166","30,244","4,678","1,580",増減,
,30年,"759,242","496,694","262,548","727,784","491,090","236,694","115,678","235,497","375,412","1,197","31,458","5,604","25,854","4,981","25,694",623,160,30年,
青海コンテナふ頭(埠頭㈱),29年,"744,003","493,926","250,077","708,297","492,151","216,146","122,649","214,433","369,502","1,713","35,706","1,775","33,931","1,600","33,893",175,38,29年,青海コンテナふ頭(埠頭㈱)
,増減,"15,239","2,768","12,471","19,487","-1,061","20,548","-6,971","21,064","5,910",-516,"-4,248","3,829","-8,077","3,381","-8,199",448,122,増減,
,30年,"1,798","1,717",81,"1,798","1,717",81,15,-,"1,702",81,-,-,-,-,-,-,-,30年,
お台場ライナーふ頭,29年,"2,273","1,782",491,"2,273","1,782",491,-,73,"1,782",418,-,-,-,-,-,-,-,29年,お台場ライナーふ頭
,増減,-475,-65,-410,-475,-65,-410,15,-73,-80,-337,-,-,-,-,-,-,-,増減,
,30年,"2,438,663","1,927,415","511,248","2,211,949","1,810,460","401,489","612,354","395,442","1,198,106","6,047","226,714","116,955","109,759","49,493","106,114","67,462","3,645",30年,
大井コンテナふ頭,29年,"2,582,454","2,030,797","551,657","2,299,730","1,888,893","410,837","633,820","402,907","1,255,073","7,930","282,724","141,904","140,820","68,150","134,771","73,754","6,049",29年,大井コンテナふ頭
,増減,"-143,791","-103,382","-40,409","-87,781","-78,433","-9,348","-21,466","-7,465","-56,967","-1,883","-56,010","-24,949","-31,061","-18,657","-28,657","-6,292","-2,404",増減,
,30年,"330,852","234,526","96,326","224,557","145,550","79,007","35,150","78,735","110,400",272,"106,295","88,976","17,319","51,729","8,808","37,247","8,511",30年,
その他,29年,"274,591","199,343","75,248","167,627","106,971","60,656","22,207","60,150","84,764",506,"106,964","92,372","14,592","54,827","5,398","37,545","9,194",29年,その他
,増減,"56,261","35,183","21,078","56,930","38,579","18,351","12,943","18,585","25,636",-234,-669,"-3,396","2,727","-3,098","3,410",-298,-683,増減,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
