年月日［西暦］,地区,町丁目,世帯数,人口男［人］,人口女［人］,人口合計［人］
20190101,芝地区総合支所管内,芝一丁目,1300,976,1039,2015
20190101,芝地区総合支所管内,芝二丁目,2203,1642,1878,3520
20190101,芝地区総合支所管内,芝三丁目,2237,1712,1902,3614
20190101,芝地区総合支所管内,芝四丁目,1417,1089,1204,2293
20190101,芝地区総合支所管内,芝五丁目,1943,1154,1639,2793
20190101,芝地区総合支所管内,海岸一丁目,1311,1060,988,2048
20190101,芝地区総合支所管内,東新橋一丁目,767,668,775,1443
20190101,芝地区総合支所管内,東新橋二丁目,385,322,222,544
20190101,芝地区総合支所管内,新橋一丁目,10,5,7,12
20190101,芝地区総合支所管内,新橋二丁目,83,55,58,113
20190101,芝地区総合支所管内,新橋三丁目,135,131,101,232
20190101,芝地区総合支所管内,新橋四丁目,346,243,218,461
20190101,芝地区総合支所管内,新橋五丁目,574,394,359,753
20190101,芝地区総合支所管内,新橋六丁目,794,557,428,985
20190101,芝地区総合支所管内,西新橋一丁目,183,149,124,273
20190101,芝地区総合支所管内,西新橋二丁目,277,214,195,409
20190101,芝地区総合支所管内,西新橋三丁目,557,363,359,722
20190101,芝地区総合支所管内,三田一丁目,2447,1983,2313,4296
20190101,芝地区総合支所管内,三田二丁目,2282,1943,2353,4296
20190101,芝地区総合支所管内,三田三丁目,1083,823,855,1678
20190101,芝地区総合支所管内,浜松町一丁目,953,792,763,1555
20190101,芝地区総合支所管内,浜松町二丁目,218,162,141,303
20190101,芝地区総合支所管内,芝大門一丁目,425,317,333,650
20190101,芝地区総合支所管内,芝大門二丁目,583,390,428,818
20190101,芝地区総合支所管内,芝公園一丁目,150,105,110,215
20190101,芝地区総合支所管内,芝公園二丁目,441,329,322,651
20190101,芝地区総合支所管内,芝公園三丁目,160,149,163,312
20190101,芝地区総合支所管内,芝公園四丁目,51,34,31,65
20190101,芝地区総合支所管内,虎ノ門一丁目,271,218,219,437
20190101,芝地区総合支所管内,虎ノ門二丁目,16,15,12,27
20190101,芝地区総合支所管内,虎ノ門三丁目,1133,894,921,1815
20190101,芝地区総合支所管内,虎ノ門四丁目,369,197,371,568
20190101,芝地区総合支所管内,虎ノ門五丁目,196,183,191,374
20190101,芝地区総合支所管内,愛宕一丁目,17,19,16,35
20190101,芝地区総合支所管内,愛宕二丁目,275,263,252,515
20190101,麻布地区総合支所管内,麻布狸穴町,345,343,362,705
20190101,麻布地区総合支所管内,麻布永坂町,108,108,125,233
20190101,麻布地区総合支所管内,南麻布一丁目,2566,1966,2295,4261
20190101,麻布地区総合支所管内,南麻布二丁目,2526,1893,2157,4050
20190101,麻布地区総合支所管内,南麻布三丁目,1727,1457,1705,3162
20190101,麻布地区総合支所管内,南麻布四丁目,1882,1604,1938,3542
20190101,麻布地区総合支所管内,南麻布五丁目,1082,974,1205,2179
20190101,麻布地区総合支所管内,元麻布一丁目,577,550,641,1191
20190101,麻布地区総合支所管内,元麻布二丁目,1018,1017,1187,2204
20190101,麻布地区総合支所管内,元麻布三丁目,997,959,934,1893
20190101,麻布地区総合支所管内,西麻布一丁目,1184,875,838,1713
20190101,麻布地区総合支所管内,西麻布二丁目,1583,1281,1360,2641
20190101,麻布地区総合支所管内,西麻布三丁目,1792,1561,1787,3348
20190101,麻布地区総合支所管内,西麻布四丁目,1824,1528,1767,3295
20190101,麻布地区総合支所管内,六本木一丁目,1273,1143,1285,2428
20190101,麻布地区総合支所管内,六本木二丁目,580,353,330,683
20190101,麻布地区総合支所管内,六本木三丁目,1941,1470,1360,2830
20190101,麻布地区総合支所管内,六本木四丁目,659,638,623,1261
20190101,麻布地区総合支所管内,六本木五丁目,1171,987,1108,2095
20190101,麻布地区総合支所管内,六本木六丁目,967,885,917,1802
20190101,麻布地区総合支所管内,六本木七丁目,1459,1079,1095,2174
20190101,麻布地区総合支所管内,麻布台一丁目,200,156,152,308
20190101,麻布地区総合支所管内,麻布台二丁目,294,241,250,491
20190101,麻布地区総合支所管内,麻布台三丁目,623,478,551,1029
20190101,麻布地区総合支所管内,麻布十番一丁目,792,585,688,1273
20190101,麻布地区総合支所管内,麻布十番二丁目,1909,1314,1473,2787
20190101,麻布地区総合支所管内,麻布十番三丁目,1195,824,891,1715
20190101,麻布地区総合支所管内,麻布十番四丁目,351,186,298,484
20190101,麻布地区総合支所管内,東麻布一丁目,1582,1057,1253,2310
20190101,麻布地区総合支所管内,東麻布二丁目,1493,1108,1169,2277
20190101,麻布地区総合支所管内,東麻布三丁目,612,395,459,854
20190101,赤坂地区総合支所管内,元赤坂一丁目,207,144,161,305
20190101,赤坂地区総合支所管内,元赤坂二丁目,168,180,140,320
20190101,赤坂地区総合支所管内,赤坂一丁目,300,300,347,647
20190101,赤坂地区総合支所管内,赤坂二丁目,2064,1502,1561,3063
