都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,不詳者の男性,不詳者の女性,世帯数,備考,KEY_CODE
131105,111,東京都,目黒区,2018-04-01,駒場一丁目,4036,2064,1972,63,63,87,63,61,60,60,58,162,121,227,150,224,166,197,160,190,166,163,167,127,123,82,109,77,99,109,118,80,99,65,83,41,62,49,105,0,0,2443,,13110001001
131105,112,東京都,目黒区,2018-04-01,駒場二丁目,558,269,289,4,6,9,10,8,10,13,7,15,21,30,26,23,20,25,16,22,18,11,20,24,20,17,15,12,15,10,19,19,20,11,12,8,13,8,21,0,0,335,,13110001002
131105,113,東京都,目黒区,2018-04-01,駒場三丁目,792,404,388,13,12,13,10,15,12,16,16,23,14,40,25,28,17,32,24,27,31,36,48,25,26,27,26,26,24,20,22,19,30,18,17,13,12,13,22,0,0,429,,13110001003
131105,114,東京都,目黒区,2018-04-01,駒場四丁目,1528,720,808,24,33,32,29,45,31,40,32,92,104,63,48,39,42,50,66,56,62,49,76,52,72,37,41,28,31,33,42,26,35,28,21,15,20,11,23,0,0,854,,13110001004
131105,121,東京都,目黒区,2018-04-01,青葉台一丁目,2557,1205,1352,52,41,46,39,31,31,36,38,66,55,96,85,104,112,120,126,114,142,117,116,98,115,82,82,62,62,50,67,38,79,38,51,37,50,18,61,0,0,1532,,13110002001
131105,122,東京都,目黒区,2018-04-01,青葉台二丁目,942,430,512,21,24,14,15,14,13,17,19,17,15,29,31,48,50,44,53,45,60,38,30,31,33,16,33,18,21,20,21,22,34,20,23,8,10,8,27,0,0,512,,13110002002
131105,123,東京都,目黒区,2018-04-01,青葉台三丁目,3055,1519,1536,53,71,57,48,48,36,40,39,90,77,158,137,185,175,218,187,150,140,129,154,114,109,68,84,57,59,56,53,33,34,28,39,20,33,15,61,0,0,1984,,13110002003
131105,124,東京都,目黒区,2018-04-01,青葉台四丁目,1906,924,982,36,45,23,24,19,16,29,19,40,51,110,74,102,97,109,90,98,102,76,89,69,72,50,64,36,46,47,54,33,51,15,36,15,21,17,31,0,0,1200,,13110002004
131105,131,東京都,目黒区,2018-04-01,東山一丁目,3411,1614,1797,48,54,55,54,52,49,59,51,85,89,128,136,157,159,148,164,151,156,133,163,131,130,107,108,73,67,91,97,80,88,55,83,35,62,26,87,0,0,2028,,13110003001
131105,132,東京都,目黒区,2018-04-01,東山二丁目,6459,3220,3239,231,192,259,265,260,230,235,204,154,189,127,119,164,207,299,319,347,415,382,387,333,285,197,126,61,62,49,63,44,52,28,45,31,35,19,44,0,0,2599,,13110003002
131105,133,東京都,目黒区,2018-04-01,東山三丁目,3182,1532,1650,87,94,70,80,63,51,64,60,87,111,174,168,196,158,140,158,131,141,119,137,100,101,69,79,46,46,39,38,43,57,47,53,26,50,31,68,0,0,1798,,13110003003
131105,141,東京都,目黒区,2018-04-01,大橋一丁目,2763,1367,1396,66,68,39,39,28,25,39,24,63,60,150,135,195,143,189,171,144,153,123,154,91,121,61,61,42,53,43,45,32,46,30,35,13,27,19,36,0,0,1790,,13110004001
131105,142,東京都,目黒区,2018-04-01,大橋二丁目,4466,2262,2204,87,108,88,89,78,73,85,70,135,110,233,140,225,184,247,202,221,180,195,228,155,169,130,98,84,72,63,84,79,79,59,82,44,102,54,134,0,0,2694,,13110004002
131105,151,東京都,目黒区,2018-04-01,上目黒一丁目,1888,895,993,65,53,36,32,16,20,12,20,28,37,43,66,81,87,133,109,121,111,88,84,66,71,48,49,26,34,30,54,31,42,30,36,17,38,24,50,0,0,1138,,13110005001
131105,152,東京都,目黒区,2018-04-01,上目黒二丁目,4387,2082,2305,70,87,55,62,37,47,44,49,108,104,195,195,239,246,260,253,215,250,168,202,135,130,101,101,85,81,102,115,98,106,69,94,53,87,48,96,0,0,2741,,13110005002
131105,153,東京都,目黒区,2018-04-01,上目黒三丁目,5255,2469,2786,126,104,101,99,72,76,72,78,112,122,194,210,237,244,257,254,216,292,211,238,197,190,152,153,121,132,124,143,97,114,69,110,51,91,60,136,0,0,2983,,13110005003
131105,154,東京都,目黒区,2018-04-01,上目黒四丁目,3820,1868,1952,51,46,54,54,55,47,60,50,138,99,182,134,184,184,164,160,146,160,138,155,131,130,107,90,83,99,97,112,104,128,76,102,53,99,45,103,0,0,2331,,13110005004
131105,155,東京都,目黒区,2018-04-01,上目黒五丁目,3894,1855,2039,87,77,97,84,80,87,61,62,85,96,130,134,155,159,163,175,186,207,155,191,132,131,101,103,85,91,116,107,92,85,49,81,36,84,45,85,0,0,2119,,13110005005
131105,161,東京都,目黒区,2018-04-01,中目黒一丁目,3050,1421,1629,70,56,40,37,23,30,29,34,58,62,120,116,173,172,176,183,176,186,119,162,115,122,74,78,50,55,59,82,47,66,32,55,34,59,26,74,0,0,1983,,13110006001
131105,162,東京都,目黒区,2018-04-01,中目黒二丁目,2321,1159,1162,44,57,37,54,50,52,49,48,82,89,163,137,139,119,105,112,108,96,133,122,82,79,71,59,28,38,22,29,24,22,11,12,4,24,7,13,0,0,1356,,13110006002
131105,163,東京都,目黒区,2018-04-01,中目黒三丁目,2605,1240,1365,49,48,46,49,43,31,46,42,64,66,99,98,123,127,103,126,123,128,104,116,84,101,58,67,61,71,61,63,64,62,47,60,35,38,30,72,0,0,1510,,13110006003
131105,164,東京都,目黒区,2018-04-01,中目黒四丁目,3286,1606,1680,134,119,49,59,34,47,40,39,103,93,183,162,239,222,163,151,120,119,92,103,93,107,72,58,53,69,71,73,54,80,47,61,36,48,23,70,0,0,1780,,13110006004
131105,165,東京都,目黒区,2018-04-01,中目黒五丁目,3328,1638,1690,67,51,83,55,59,66,65,48,95,71,122,135,149,147,125,137,159,157,129,138,132,105,89,79,71,80,90,89,80,83,52,80,37,62,34,107,0,0,1806,,13110006005
131105,171,東京都,目黒区,2018-04-01,三田一丁目,2283,1009,1274,46,39,23,28,28,25,45,37,36,59,44,58,77,98,95,101,98,135,100,129,104,117,84,104,63,80,46,65,50,58,34,48,25,46,11,47,0,0,1353,,13110007001
131105,172,東京都,目黒区,2018-04-01,三田二丁目,3599,1696,1903,60,49,63,60,45,49,38,55,78,83,136,118,144,150,158,172,172,194,156,184,130,122,110,123,77,87,99,109,75,89,64,91,46,64,44,104,1,0,2103,,13110007002
131105,181,東京都,目黒区,2018-04-01,目黒一丁目,3841,1826,2015,84,83,51,54,46,46,44,39,115,104,176,138,180,174,195,192,171,159,146,166,135,129,85,114,68,88,98,111,75,121,65,102,59,89,33,106,0,0,2308,,13110008001
131105,182,東京都,目黒区,2018-04-01,目黒二丁目,2651,1209,1442,60,60,44,45,32,24,32,31,33,41,92,108,127,136,139,141,150,153,105,128,100,125,72,88,42,74,61,79,51,63,32,61,15,50,22,35,0,0,1569,,13110008002
131105,183,東京都,目黒区,2018-04-01,目黒三丁目,3143,1524,1619,81,94,70,68,58,44,55,35,70,76,101,82,133,138,165,177,149,144,124,128,106,113,74,71,64,73,82,91,58,82,62,68,39,74,33,61,0,0,1655,,13110008003
131105,184,東京都,目黒区,2018-04-01,目黒四丁目,3568,1701,1867,70,85,84,73,69,77,69,75,75,90,95,85,129,111,136,156,161,175,156,175,141,134,110,96,78,82,81,117,95,93,67,71,46,81,39,91,0,0,1764,,13110008004
131105,191,東京都,目黒区,2018-04-01,下目黒一丁目,1491,691,800,45,36,16,25,15,8,8,15,29,31,57,65,88,93,82,94,86,89,70,69,47,54,38,48,31,32,28,34,21,29,17,23,6,32,7,23,0,0,951,,13110009001
131105,192,東京都,目黒区,2018-04-01,下目黒二丁目,5711,2748,2963,187,163,91,81,47,50,48,36,102,116,266,253,358,392,393,372,364,376,233,269,168,179,116,123,65,90,96,119,69,102,66,82,44,77,35,83,0,0,3556,,13110009002
131105,193,東京都,目黒区,2018-04-01,下目黒三丁目,3965,1929,2036,77,85,61,44,36,47,58,42,115,116,222,173,236,226,195,207,173,209,159,184,128,134,105,94,80,83,81,80,72,83,48,79,45,62,38,88,0,0,2484,,13110009003
131105,194,東京都,目黒区,2018-04-01,下目黒四丁目,2909,1410,1499,58,48,50,55,47,59,47,46,71,53,102,82,111,102,115,109,123,133,122,123,100,114,88,78,56,82,83,84,85,88,60,84,54,66,38,93,0,0,1573,,13110009004
131105,195,東京都,目黒区,2018-04-01,下目黒五丁目,3821,1847,1974,96,107,114,102,79,77,87,80,117,83,100,96,128,135,144,178,187,194,165,173,136,140,106,101,90,80,85,104,60,104,67,72,48,68,38,80,0,0,1799,,13110009005
131105,196,東京都,目黒区,2018-04-01,下目黒六丁目,2985,1425,1560,108,117,93,79,55,41,54,53,67,76,58,82,113,125,154,161,160,178,123,127,93,83,73,78,61,74,77,84,58,74,40,53,22,32,16,42,0,1,1426,,13110009006
