"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","1月（円）","2月（円）","3月（円）","4月（円）","5月（円）","6月（円）","7月（円）","8月（円）","9月（円）","10月（円）","11月（円）","12月（円）","年平均（円）"
"2","7","4","3","0","0","509","他の寝具類",391,524,347,166,727,514,,,,,,,
"2","5","4","4","0","0","0","家事雑貨",2980,2666,3226,2490,2704,2789,,,,,,,
"2","7","4","4","0","0","510","茶わん・皿・鉢",162,133,145,179,88,209,,,,,,,
"2","7","4","4","0","0","514","他の食卓用品",422,260,430,388,262,319,,,,,,,
"2","7","4","4","0","0","515","鍋・やかん",183,196,185,139,115,191,,,,,,,
"2","7","4","4","0","0","517","他の台所用品",330,318,357,266,226,276,,,,,,,
"2","7","4","4","0","0","518","電球・ランプ",47,69,64,63,110,48,,,,,,,
"2","7","4","4","0","0","519","タオル",184,158,307,115,254,304,,,,,,,
"2","7","4","4","0","0","529","他の家事雑貨",1652,1532,1738,1341,1650,1443,,,,,,,
"2","5","4","5","0","0","0","家事用消耗品",3117,3064,3740,3532,3953,4075,,,,,,,
"2","7","4","5","0","531 532","0","ティッシュペーパー・トイレットペーパー",578,593,826,618,602,606,,,,,,,
"2","7","4","5","0","531 532","531","ティッシュペーパー",219,219,321,264,214,214,,,,,,,
"2","7","4","5","0","531 532","532","トイレットペーパー",360,374,504,354,388,393,,,,,,,
"2","7","4","5","0","533 534","0","洗剤",810,736,873,818,866,801,,,,,,,
"2","7","4","5","0","533 534","533","台所・住居用洗剤",326,350,365,337,312,336,,,,,,,
"2","7","4","5","0","533 534","534","洗濯用洗剤",484,386,508,481,553,465,,,,,,,
"2","7","4","5","0","530 535-539","0","他の家事用消耗品",1729,1735,2041,2096,2485,2668,,,,,,,
"2","7","4","5","0","530 535-539","530","ポリ袋・ラップ",396,399,477,417,455,422,,,,,,,
"2","7","4","5","0","530 535-539","535","殺虫・防虫剤",65,30,111,304,477,469,,,,,,,
"2","7","4","5","0","530 535-539","536","柔軟仕上剤",185,185,218,219,246,266,,,,,,,
"2","7","4","5","0","530 535-539","537","芳香・消臭剤",116,163,144,170,207,257,,,,,,,
"2","7","4","5","0","530 535-539","539","他の家事用消耗品のその他",967,958,1091,987,1100,1254,,,,,,,
"2","5","4","6","0","0","0","家事サービス",524,637,738,642,1023,1006,,,,,,,
"2","7","4","6","0","0","540","家事代行料",221,103,182,124,317,95,,,,,,,
"2","7","4","6","0","0","541","清掃代",110,162,199,137,178,130,,,,,,,
"2","7","4","6","0","0","542","家具・家事用品関連サービス",192,372,357,381,527,781,,,,,,,
"2","4","5","0","0","0","0","被服及び履物",13495,11116,13393,12847,12205,13754,,,,,,,
"2","5","5","1","0","0","558","和服",-,13,130,311,12,1567,,,,,,,
"2","5","5","2","0","0","0","洋服",6465,5410,5096,4884,4466,3884,,,,,,,
"2","6","5","2","1","0","0","男子用洋服",2671,2137,2092,1690,1882,1293,,,,,,,
"2","7","5","2","1","0","560","背広服",237,510,334,590,252,495,,,,,,,
"2","7","5","2","1","0","561","男子用上着",756,67,157,160,533,71,,,,,,,
"2","7","5","2","1","0","562","男子用ズボン",562,159,275,532,422,311,,,,,,,
"2","7","5","2","1","0","563","男子用コート",466,248,216,15,-,-,,,,,,,
"2","7","5","2","1","0","565","男子用学校制服",-,657,400,-,15,-,,,,,,,
"2","7","5","2","1","0","569","他の男子用洋服",650,496,711,392,660,416,,,,,,,
"2","6","5","2","2","0","0","婦人用洋服",3395,2860,2526,2637,2200,2093,,,,,,,
"2","7","5","2","2","0","570","婦人服",254,511,441,475,248,381,,,,,,,
"2","7","5","2","2","0","574","婦人用上着",91,157,194,154,142,76,,,,,,,
"2","7","5","2","2","0","571","スカート",126,94,187,238,164,169,,,,,,,
"2","7","5","2","2","0","572","婦人用スラックス",546,441,515,558,708,496,,,,,,,
"2","7","5","2","2","0","573","婦人用コート",990,493,134,24,46,8,,,,,,,
"2","7","5","2","2","0","575","女子用学校制服",206,485,291,178,32,-,,,,,,,
"2","7","5","2","2","0","576","他の婦人用洋服",1183,679,763,1010,861,963,,,,,,,
"2","6","5","2","3","0","0","子供用洋服",398,413,478,558,383,498,,,,,,,
"2","7","5","2","3","0","580","子供服",388,326,391,539,323,386,,,,,,,
"2","7","5","2","3","0","582","乳児服",11,87,87,19,61,112,,,,,,,
"2","5","5","3","0","0","0","シャツ・セーター類",2193,1711,2239,2889,2910,3182,,,,,,,
"2","6","5","3","1","0","0","男子用シャツ・セーター類",685,559,771,934,864,1060,,,,,,,
"2","7","5","3","1","0","590","ワイシャツ",183,223,126,148,76,207,,,,,,,
"2","7","5","3","1","0","591","他の男子用シャツ",326,191,442,769,771,851,,,,,,,
"2","7","5","3","1","0","592","男子用セーター",176,145,203,16,17,2,,,,,,,
"2","6","5","3","2","0","0","婦人用シャツ・セーター類",1380,991,1221,1734,1883,1937,,,,,,,
"2","7","5","3","2","0","593","ブラウス",90,135,423,492,254,501,,,,,,,
"2","7","5","3","2","0","594","他の婦人用シャツ",362,450,456,943,1323,1166,,,,,,,
"2","7","5","3","2","0","595","婦人用セーター",928,406,342,300,306,270,,,,,,,
"2","6","5","3","3","0","596","子供用シャツ・セーター類",129,161,247,221,163,184,,,,,,,
"2","5","5","4","0","0","0","下着類",1045,930,964,928,1019,1293,,,,,,,
"2","6","5","4","1","0","0","男子用下着類",278,372,353,307,287,395,,,,,,,
"2","7","5","4","1","0","600","男子用下着",226,286,300,254,243,328,,,,,,,
"2","7","5","4","1","0","602","男子用寝巻き",52,86,54,53,43,68,,,,,,,
"2","6","5","4","2","0","0","婦人用下着類",714,470,503,462,652,710,,,,,,,
"2","7","5","4","2","0","610","婦人用ファンデーション",146,66,89,22,78,130,,,,,,,
"2","7","5","4","2","0","612","他の婦人用下着",432,344,402,360,461,444,,,,,,,
"2","7","5","4","2","0","614","婦人用寝巻き",136,60,12,80,114,136,,,,,,,
"2","6","5","4","3","0","0","子供用下着類",53,87,108,159,80,189,,,,,,,
"2","7","5","4","3","0","620","子供用下着",29,60,82,105,55,117,,,,,,,
"2","7","5","4","3","0","621","子供用寝巻き",25,27,26,53,25,71,,,,,,,
"2","5","5","5","0","0","0","生地・糸類",102,49,118,66,55,91,,,,,,,
"2","7","5","5","0","0","631","着尺地・生地",31,16,57,22,31,28,,,,,,,
"2","7","5","5","0","0","640","他の生地・糸類",71,33,61,44,24,63,,,,,,,
"2","5","5","6","0","0","0","他の被服",939,756,860,748,887,773,,,,,,,
"2","7","5","6","0","0","650","帽子",90,55,81,182,143,166,,,,,,,
"2","7","5","6","0","0","651","ネクタイ",18,66,41,8,10,11,,,,,,,
"2","7","5","6","0","0","652","マフラー・スカーフ",102,89,51,20,64,26,,,,,,,
"2","7","5","6","0","0","653","手袋",97,45,17,13,36,9,,,,,,,
"2","7","5","6","0","0","654","男子用靴下",105,111,102,129,115,116,,,,,,,
"2","7","5","6","0","0","655","婦人用ストッキング",13,30,59,65,29,23,,,,,,,
"2","7","5","6","0","0","656","婦人用ソックス",182,126,148,161,146,185,,,,,,,
"2","7","5","6","0","0","657","子供用靴下",28,40,58,36,36,42,,,,,,,
"2","7","5","6","0","0","659","他の被服のその他",305,192,304,135,309,196,,,,,,,
"2","5","5","7","0","0","0","履物類",2122,1481,2272,1783,1397,2023,,,,,,,
"2","7","5","7","0","0","675","大人用運動靴",305,515,684,374,264,599,,,,,,,
"2","7","5","7","0","0","679","大人用サンダル",5,17,15,24,21,51,,,,,,,
"2","7","5","7","0","0","670","男子靴",539,349,371,550,179,413,,,,,,,
"2","7","5","7","0","0","672","婦人靴",942,313,798,480,523,444,,,,,,,
"2","7","5","7","0","0","676","子供用靴・サンダル",224,155,237,236,212,326,,,,,,,
"2","7","5","7","0","0","680","他の履物",107,133,167,120,199,191,,,,,,,
"2","5","5","8","0","0","0","被服関連サービス",629,767,1714,1239,1459,940,,,,,,,
"2","7","5","8","0","0","691","洗濯代",462,477,617,1072,1259,631,,,,,,,
"2","7","5","8","0","0","694","被服賃借料",38,195,1010,74,116,-,,,,,,,
"2","7","5","8","0","0","692","他の被服関連サービス",129,95,87,93,84,309,,,,,,,
"2","4","6","0","0","0","0","保健医療",17304,18007,20507,19138,18627,17808,,,,,,,
"2","5","6","1","0","0","0","医薬品",3041,3303,3534,2738,3337,2853,,,,,,,
"2","7","6","1","0","0","700","感冒薬",270,238,220,213,166,185,,,,,,,
"2","7","6","1","0","0","701","胃腸薬",161,144,145,119,118,80,,,,,,,
"2","7","6","1","0","0","702","栄養剤",345,201,210,183,243,206,,,,,,,
"2","7","6","1","0","0","704","外傷・皮膚病薬",86,104,83,44,59,76,,,,,,,
"2","7","6","1","0","0","706","他の外用薬",263,239,296,229,320,366,,,,,,,
"2","7","6","1","0","0","709","他の医薬品",1917,2377,2580,1951,2432,1940,,,,,,,
"2","5","6","2","0","0","710","健康保持用摂取品",900,996,2394,842,1195,1070,,,,,,,
"2","5","6","3","0","0","0","保健医療用品・器具",3673,2975,3271,2380,2474,2759,,,,,,,
"2","7","6","3","0","0","713","紙おむつ",209,263,382,325,393,356,,,,,,,
"2","7","6","3","0","0","711","保健用消耗品",1302,1159,1309,1073,962,987,,,,,,,
"2","7","6","3","0","0","712","眼鏡",1177,849,801,291,468,736,,,,,,,
"2","7","6","3","0","0","714","コンタクトレンズ",552,375,603,445,436,348,,,,,,,
"2","7","6","3","0","0","719","他の保健医療用品・器具",432,328,175,246,216,331,,,,,,,
"2","5","6","4","0","0","0","保健医療サービス",9690,10734,11307,13178,11621,11126,,,,,,,
"2","7","6","4","0","0","720","医科診療代",3565,4064,3546,4558,3915,3899,,,,,,,
"2","7","6","4","0","0","722","歯科診療代",1148,3044,4450,1917,4751,3154,,,,,,,
"2","7","6","4","0","0","723","出産入院料",-,-,-,-,-,965,,,,,,,
"2","7","6","4","0","0","721","他の入院料",3071,1544,1735,4283,1118,975,,,,,,,
"2","7","6","4","0","0","724","整骨(接骨)・鍼灸院治療代",379,475,377,471,554,525,,,,,,,
"2","7","6","4","0","0","728","マッサージ料金等(診療外)",739,790,601,1130,666,820,,,,,,,
"2","7","6","4","0","0","727","人間ドック等受診料",356,188,76,415,95,250,,,,,,,
"2","7","6","4","0","0","729","他の保健医療サービス",432,629,521,404,523,537,,,,,,,
"2","4","7","0","0","0","0","交通・通信",30613,25379,63027,38166,41085,29667,,,,,,,
"2","5","7","1","0","0","0","交通",8708,6223,10640,13058,8578,6503,,,,,,,
"2","7","7","1","0","0","730","鉄道運賃",4128,3169,3977,3744,3410,2992,,,,,,,
"2","7","7","1","0","0","731","鉄道通学定期代",188,204,402,2054,327,60,,,,,,,
"2","7","7","1","0","0","732","鉄道通勤定期代",1833,811,1725,3001,1517,817,,,,,,,
"2","7","7","1","0","0","733","バス代",286,304,353,295,320,327,,,,,,,
"2","7","7","1","0","0","734","バス通学定期代",28,4,136,349,19,10,,,,,,,
"2","7","7","1","0","0","735","バス通勤定期代",111,33,39,352,213,34,,,,,,,
"2","7","7","1","0","0","736","タクシー代",756,784,961,752,678,746,,,,,,,
"2","7","7","1","0","0","737","航空運賃",739,269,2153,1772,964,548,,,,,,,
"2","7","7","1","0","0","738","有料道路料",585,631,867,709,1088,746,,,,,,,
"2","7","7","1","0","0","739","他の交通",53,15,28,29,40,224,,,,,,,
"2","5","7","2","0","0","0","自動車等関係費",10171,8490,41879,13212,21008,13182,,,,,,,
"2","6","7","2","1","0","0","自動車等購入",2823,-,29281,2437,9593,246,,,,,,,
"2","7","7","2","1","0","740","自動車購入",2823,-,28846,2437,9593,-,,,,,,,
"2","7","7","2","1","0","742","自動車以外の輸送機器購入",-,-,435,-,-,246,,,,,,,
"2","6","7","2","2","0","745","自転車購入",103,436,861,465,-,903,,,,,,,
"2","6","7","2","3","0","0","自動車等維持",7245,8054,11736,10310,11414,12033,,,,,,,
"2","7","7","2","3","0","750","ガソリン",1962,1704,2189,2133,2316,2160,,,,,,,
"2","7","7","2","3","0","751","自動車等部品",472,851,806,842,692,1744,,,,,,,
"2","7","7","2","3","0","752","自動車等関連用品",213,228,1652,321,283,293,,,,,,,
"2","7","7","2","3","0","753","自動車整備費",896,1547,2016,2609,2191,3047,,,,,,,
"2","7","7","2","3","0","755","自動車以外の輸送機器整備費",127,94,65,187,401,115,,,,,,,
"2","7","7","2","3","0","75X","年極・月極駐車場借料",1312,1227,1288,1456,1523,1297,,,,,,,
"2","7","7","2","3","0","756","他の駐車場借料",354,365,556,371,450,403,,,,,,,
"2","7","7","2","3","0","75B","レンタカー・カーシェアリング料金",271,281,385,353,531,548,,,,,,,
"2","7","7","2","3","0","754","他の自動車等関連サービス",302,436,717,426,505,532,,,,,,,
"2","7","7","2","3","0","757","自動車保険料(自賠責)",143,390,356,205,511,406,,,,,,,
"2","7","7","2","3","0","758","自動車保険料(任意)",1163,859,1690,1270,1994,1479,,,,,,,
"2","7","7","2","3","0","759","自動車保険料以外の輸送機器保険料",31,72,16,137,16,8,,,,,,,
"2","5","7","3","0","0","0","通信",11733,10666,10508,11897,11500,9981,,,,,,,
"2","7","7","3","0","0","760","郵便料",207,141,187,114,146,99,,,,,,,
"2","7","7","3","0","0","762","固定電話通信料",1232,1233,1118,1250,1157,1223,,,,,,,
"2","7","7","3","0","0","763","携帯電話通信料",9171,8402,8084,8848,8425,7591,,,,,,,
"2","7","7","3","0","0","769","運送料",323,282,346,335,781,298,,,,,,,
"2","7","7","3","0","0","766","携帯電話機",618,551,591,1120,862,650,,,,,,,
"2","7","7","3","0","0","764","他の通信機器",182,57,183,229,129,122,,,,,,,
"2","4","8","0","0","0","0","教育",22721,21858,15770,53209,22715,9511,,,,,,,
"2","5","8","1","0","0","0","授業料等",18760,18183,10043,48399,16276,3595,,,,,,,
"2","7","8","1","0","0","770","国公立小学校",192,118,49,244,468,442,,,,,,,
"2","7","8","1","0","0","771","私立小学校",532,127,111,-,270,154,,,,,,,
"2","7","8","1","0","0","772","国公立中学校",85,33,46,13,422,448,,,,,,,
"2","7","8","1","0","0","773","私立中学校",6566,5762,22,2932,1744,447,,,,,,,
"2","7","8","1","0","0","774","国公立高校",273,72,557,349,639,733,,,,,,,
"2","7","8","1","0","0","775","私立高校",8496,2715,1145,5212,6281,728,,,,,,,
"2","7","8","1","0","0","776","国公立大学",-,-,-,32,296,-,,,,,,,
"2","7","8","1","0","0","777","私立大学",2025,6690,5984,38728,5677,98,,,,,,,
"2","7","8","1","0","0","778","幼児教育費用",591,651,1024,552,478,544,,,,,,,
"2","7","8","1","0","0","779","専修学校",-,2016,1107,338,-,-,,,,,,,
"2","5","8","2","0","0","0","教科書・学習参考教材",179,54,802,324,331,219,,,,,,,
"2","7","8","2","0","0","780","教科書",5,3,671,190,116,24,,,,,,,
"2","7","8","2","0","0","781","学習参考教材",174,50,131,134,215,195,,,,,,,
"2","5","8","3","0","0","0","補習教育",3782,3621,4924,4487,6108,5696,,,,,,,
"2","7","8","3","0","0","790","幼児・小学校補習教育",1697,1722,1470,983,1050,1400,,,,,,,
"2","7","8","3","0","0","791","中学校補習教育",1229,792,1233,897,1032,1610,,,,,,,
"2","7","8","3","0","0","792","高校補習教育・予備校",856,1107,2221,2607,4025,2687,,,,,,,
"2","4","9","0","0","0","0","教養娯楽",41271,35695,42591,37297,41103,36062,,,,,,,
"2","5","9","1","0","0","0","教養娯楽用耐久財",3521,2631,4964,2763,2212,1941,,,,,,,
"2","7","9","1","0","0","801","テレビ",1361,301,28,113,733,159,,,,,,,
"2","7","9","1","0","0","813","ビデオレコーダー・プレイヤー",253,-,-,-,80,50,,,,,,,
"2","7","9","1","0","0","810","パソコン",741,1266,4019,1359,817,545,,,,,,,
"2","7","9","1","0","0","804","カメラ・ビデオカメラ",216,145,98,-,-,711,,,,,,,
"2","7","9","1","0","0","806","楽器",513,1,29,45,42,5,,,,,,,
"2","7","9","1","0","0","807","書斎・学習用机・椅子",-,300,157,32,40,147,,,,,,,
"2","7","9","1","0","0","809","他の教養娯楽用耐久財",359,536,566,1138,433,274,,,,,,,
"2","7","9","1","0","0","812","教養娯楽用耐久財修理代",79,82,67,75,68,51,,,,,,,
"2","5","9","2","0","0","0","教養娯楽用品",8067,7400,10628,10929,9710,7534,,,,,,,
"2","7","9","2","0","821-829","0","文房具",573,729,929,815,468,674,,,,,,,
"2","7","9","2","0","821-829","821","筆記・絵画用具",103,125,150,154,66,263,,,,,,,
"2","7","9","2","0","821-829","826","ノート・紙製品",219,310,302,280,184,203,,,,,,,
"2","7","9","2","0","821-829","827","他の学習用消耗品",59,51,66,57,45,45,,,,,,,
"2","7","9","2","0","821-829","828","他の学習用文房具",138,86,139,236,106,101,,,,,,,
"2","7","9","2","0","821-829","829","他の文房具",55,158,273,88,67,63,,,,,,,
"2","7","9","2","0","832-834","0","運動用具類",1304,1422,1864,1055,1383,1226,,,,,,,
"2","7","9","2","0","832-834","832","ゴルフ用具",119,26,326,71,184,211,,,,,,,
"2","7","9","2","0","832-834","833","他の運動用具",217,217,235,69,270,321,,,,,,,
"2","7","9","2","0","832-834","834","スポーツウェア",969,1179,1303,916,929,694,,,,,,,
"2","7","9","2","0","835-837","0","玩具",852,542,922,557,694,1017,,,,,,,
"2","7","9","2","0","835-837","836","ゲーム機",-,41,179,-,-,271,,,,,,,
"2","7","9","2","0","835-837","835","ゲームソフト等",364,171,401,179,236,232,,,,,,,
"2","7","9","2","0","835-837","837","他の玩具",489,329,341,378,459,514,,,,,,,
"2","7","9","2","0","0","840","切り花",487,488,1022,576,827,632,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","0","他の教養娯楽用品",2515,2962,2842,4097,4056,2756,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","846","音楽・映像用未使用メディア",26,55,29,18,48,32,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","845","音楽・映像収録済メディア",157,100,122,121,187,91,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","848","ペットフード",979,909,889,1007,1162,895,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","84Y","ペット・他のペット用品",371,793,600,1114,753,589,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","84A","園芸用植物",87,150,243,412,452,113,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","847","園芸用品",119,152,180,526,515,281,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","843","手芸・工芸材料",41,68,50,94,30,55,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","849","電池",158,173,166,190,132,145,,,,,,,
"2","7","9","2","0","842 843 845-849 84A 84Y","842","他の教養娯楽用品のその他",575,562,564,615,777,555,,,,,,,
"2","7","9","2","0","0","84X","動物病院代",1810,888,2636,2558,1574,748,,,,,,,
"2","7","9","2","0","0","841","他のペット関連サービス",513,367,412,1271,673,481,,,,,,,
"2","7","9","2","0","0","844","教養娯楽用品修理代",12,2,2,0,35,0,,,,,,,
"2","5","9","3","0","0","0","書籍・他の印刷物",3152,3177,3287,3280,3214,2950,,,,,,,
"2","7","9","3","0","0","850","新聞",2126,2146,2098,2192,2119,1936,,,,,,,
"2","7","9","3","0","0","851","雑誌",143,162,274,233,239,242,,,,,,,
"2","7","9","3","0","0","854","書籍",762,762,728,751,771,664,,,,,,,
"2","7","9","3","0","0","859","他の印刷物",121,108,187,103,85,108,,,,,,,
"2","5","9","4","0","0","0","教養娯楽サービス",26530,22486,23711,20325,25966,23637,,,,,,,
"2","6","9","4","1","0","860","宿泊料",3847,3539,3898,2590,4116,3534,,,,,,,
"2","6","9","4","2","0","0","パック旅行費",7111,4326,3925,1731,6008,5512,,,,,,,
"2","7","9","4","2","0","861","国内パック旅行費",2756,1136,3198,1731,3772,3837,,,,,,,
"2","7","9","4","2","0","862","外国パック旅行費",4354,3190,727,-,2236,1674,,,,,,,
"2","6","9","4","3","0","0","月謝類",5021,4253,4441,4008,4024,3336,,,,,,,
"2","7","9","4","3","0","875","語学月謝",449,384,505,273,278,434,,,,,,,
"2","7","9","4","3","0","870","他の教育的月謝",117,309,242,605,891,376,,,,,,,
"2","7","9","4","3","0","876","音楽月謝",495,458,361,499,428,495,,,,,,,
"2","7","9","4","3","0","871","他の教養的月謝",445,560,363,349,339,295,,,,,,,
"2","7","9","4","3","0","872","スポーツ月謝",1829,1581,1614,1627,1304,1119,,,,,,,
"2","7","9","4","3","0","873","自動車教習料",795,128,436,18,29,23,,,,,,,
"2","7","9","4","3","0","874","家事月謝",121,52,103,56,110,41,,,,,,,
"2","7","9","4","3","0","879","他の月謝類",769,781,817,581,642,554,,,,,,,
"2","6","9","4","4","0","0","他の教養娯楽サービス",10552,10368,11447,11996,11819,11255,,,,,,,
"2","7","9","4","4","880 88A 88B","0","放送受信料",2173,2582,2171,2511,1995,2488,,,,,,,
"2","7","9","4","4","880 88A 88B","88A","ＮＨＫ放送受信料",783,1309,863,1323,681,1334,,,,,,,
"2","7","9","4","4","880 88A 88B","88B","ケーブルテレビ放送受信料",1173,1113,1187,1051,1169,1038,,,,,,,
"2","7","9","4","4","880 88A 88B","880","他の放送受信料",216,160,121,137,145,116,,,,,,,
"2","7","9","4","4","877 878 881-886","0","入場・観覧・ゲーム代",3486,3500,4842,4893,4772,4362,,,,,,,
"2","7","9","4","4","877 878 881-886","882","映画・演劇等入場料",733,840,1145,1016,979,971,,,,,,,
"2","7","9","4","4","877 878 881-886","883","スポーツ観覧料",15,37,60,548,142,128,,,,,,,
"2","7","9","4","4","877 878 881-886","877","ゴルフプレー料金",726,681,1247,1426,1594,1468,,,,,,,
"2","7","9","4","4","877 878 881-886","878","スポーツクラブ使用料",660,709,531,620,660,469,,,,,,,
"2","7","9","4","4","877 878 881-886","881","他のスポーツ施設使用料",225,166,288,268,147,321,,,,,,,
"2","7","9","4","4","877 878 881-886","884","文化施設入場料",247,215,344,174,365,221,,,,,,,
"2","7","9","4","4","877 878 881-886","886","遊園地入場・乗物代",386,226,692,464,344,350,,,,,,,
"2","7","9","4","4","877 878 881-886","885","他の入場・ゲーム代",493,626,535,377,539,435,,,,,,,
"2","7","9","4","4","0","888","諸会費",239,210,243,210,414,136,,,,,,,
"2","7","9","4","4","0","887","写真撮影・プリント代",88,105,207,317,237,443,,,,,,,
"2","7","9","4","4","0","88X","教養娯楽賃借料",375,212,141,28,63,22,,,,,,,
"2","7","9","4","4","0","88Y","インターネット接続料",3017,2806,2877,2978,3001,2732,,,,,,,
"2","7","9","4","4","0","889","他の教養娯楽サービスのその他",1175,953,965,1058,1337,1072,,,,,,,
"2","4","10","0","0","0","0","その他の消費支出",55181,41556,47114,62730,48784,42694,,,,,,,
"2","5","10","1","0","0","0","諸雑費",30421,26929,28471,39079,32073,26515,,,,,,,
"2","6","10","1","1","0","0","理美容サービス",3935,4224,4511,4230,3789,4187,,,,,,,
"2","7","10","1","1","0","890","温泉・銭湯入浴料",237,213,182,74,174,63,,,,,,,
"2","7","10","1","1","0","891","理髪料",378,337,419,393,389,438,,,,,,,
"2","7","10","1","1","0","892","パーマネント代",224,276,157,212,225,192,,,,,,,
"2","7","10","1","1","0","894","カット代",372,524,763,577,570,549,,,,,,,
"2","7","10","1","1","0","899","他の理美容代",2724,2874,2990,2974,2431,2946,,,,,,,
"2","6","10","1","2","0","0","理美容用品",5245,5571,6165,4688,5554,5841,,,,,,,
"2","7","10","1","2","0","900","理美容用電気器具",361,297,284,110,247,309,,,,,,,
"2","7","10","1","2","0","901","歯ブラシ",176,191,183,173,170,196,,,,,,,
"2","7","10","1","2","0","903","他の理美容用品",326,189,248,133,210,262,,,,,,,
"2","7","10","1","2","904-915","0","石けん類・化粧品",4382,4894,5450,4272,4928,5073,,,,,,,
"2","7","10","1","2","904-915","904","浴用・洗顔石けん",577,539,619,594,711,701,,,,,,,
"2","7","10","1","2","904-915","905","シャンプー",323,318,304,271,446,376,,,,,,,
"2","7","10","1","2","904-915","908","ヘアコンディショナー",220,237,365,209,293,293,,,,,,,
"2","7","10","1","2","904-915","906","歯磨き",286,305,345,340,299,419,,,,,,,
"2","7","10","1","2","904-915","907","整髪・養毛剤",188,248,151,223,181,214,,,,,,,
"2","7","10","1","2","904-915","909","化粧クリーム",379,489,345,389,370,345,,,,,,,
"2","7","10","1","2","904-915","910","化粧水",253,367,408,341,287,325,,,,,,,
"2","7","10","1","2","904-915","914","乳液",102,168,237,123,151,157,,,,,,,
"2","7","10","1","2","904-915","911","ファンデーション",115,200,176,176,229,150,,,,,,,
"2","7","10","1","2","904-915","912","口紅",81,74,110,79,112,90,,,,,,,
"2","7","10","1","2","904-915","915","ヘアカラーリング剤",148,143,115,117,125,109,,,,,,,
"2","7","10","1","2","904-915","913","他の化粧品",1710,1807,2275,1410,1722,1894,,,,,,,
"2","6","10","1","3","0","0","身の回り用品",3490,2093,3767,2374,7931,2470,,,,,,,
"2","7","10","1","3","0","920","傘",29,51,134,229,222,204,,,,,,,
"2","7","10","1","3","924-927","0","かばん類",598,938,1857,852,1596,840,,,,,,,
"2","7","10","1","3","924-927","924","ハンドバッグ",225,363,635,293,414,200,,,,,,,
"2","7","10","1","3","924-927","925","通学用かばん",-,126,220,140,503,22,,,,,,,
"2","7","10","1","3","924-927","926","旅行用かばん",49,63,146,76,212,183,,,,,,,
"2","7","10","1","3","924-927","927","他のバッグ",323,386,856,343,466,435,,,,,,,
"2","7","10","1","3","0","928","アクセサリー",1994,477,343,242,4330,939,,,,,,,
"2","7","10","1","3","0","930","腕時計",39,16,311,523,74,33,,,,,,,
"2","7","10","1","3","0","932","他の身の回り用品",584,531,1034,468,901,425,,,,,,,
"2","7","10","1","3","0","935","身の回り用品関連サービス",246,79,89,60,807,30,,,,,,,
"2","6","10","1","4","0","940","たばこ",1083,1126,1402,1293,1302,1336,,,,,,,
"2","6","10","1","5","0","0","他の諸雑費",16667,13915,12625,26494,13497,12681,,,,,,,
"2","7","10","1","5","0","950","信仰・祭祀費",2501,1271,1858,4210,1419,870,,,,,,,
"2","7","10","1","5","0","955","祭具・墓石",1035,157,120,47,108,91,,,,,,,
"2","7","10","1","5","0","956","婚礼関係費",1093,-,-,4741,-,-,,,,,,,
"2","7","10","1","5","0","957","葬儀関係費",41,2348,252,6039,17,199,,,,,,,
"2","7","10","1","5","0","958","他の冠婚葬祭費",32,24,34,82,30,39,,,,,,,
"2","7","10","1","5","0","95X","医療保険料",1854,1234,1364,1372,1295,1585,,,,,,,
"2","7","10","1","5","0","952","他の非貯蓄型保険料",5255,5343,5291,6004,5343,4976,,,,,,,
"2","7","10","1","5","0","953","寄付金",2289,857,778,763,1696,930,,,,,,,
"2","7","10","1","5","0","954","保育費用",488,467,588,725,1142,677,,,,,,,
"2","7","10","1","5","0","951","介護サービス",840,717,900,1045,1379,1297,,,,,,,
"2","7","10","1","5","0","959","他の諸雑費のその他",1239,1495,1440,1466,1068,2017,,,,,,,
"2","5","10","2","0","0","0","こづかい",6878,5794,6513,6921,5090,6038,,,,,,,
"2","6","10","2","0","0","960","世帯主こづかい",4694,3627,4622,4856,3706,4556,,,,,,,
"2","6","10","2","0","0","961","他のこづかい",2184,2167,1891,2065,1383,1482,,,,,,,
"2","5","10","3","0","0","0","交際費",16821,6881,8945,11137,8025,7613,,,,,,,
"2","6","10","3","6","0","970","贈与金",11774,3088,4972,6840,4538,3860,,,,,,,
"2","7","10","3","6","0","0","贈与金",11774,3088,4972,6840,4538,3860,,,,,,,
"2","6","10","3","7","0","0","他の交際費",5047,3793,3973,4297,3487,3753,,,,,,,
"2","7","10","3","7","0","971","つきあい費",298,242,265,267,241,317,,,,,,,
"2","7","10","3","7","0","973","住宅関係負担費",4358,3105,3258,3132,2412,2699,,,,,,,
"2","7","10","3","7","0","972","他の負担費",390,447,450,898,834,737,,,,,,,
