"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年同月増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
"0","0","0","0","0","0","0","世帯数分布",10000,-,291,539,842,863,1165,1143,1068,4089,2277
"0","0","0","0","0","0","0","調査世帯数",617,-,19,33,54,51,69,70,64,257,146
"0","0","0","0","0","0","0","世帯人員",2.92,-,2.96,3.42,3.95,3.51,3.52,3.14,2.62,2.37,2.32
"0","0","0","0","0","0","0","有業人員",1.38,-,1.81,1.62,1.56,1.77,1.95,1.95,1.73,0.79,0.56
"0","0","0","0","0","0","0","世帯主平均年齢",61.0,-,31.8,37.3,42.1,47.3,52.0,57.0,61.9,76.4,81.5
"2","2","0","0","0","0","0","生計支出",306814,3.4,246251,264466,421403,347016,395533,328194,287683,258394,234341
"2","3","0","0","0","0","0","消費支出",306814,3.4,246251,264466,421403,347016,395533,328194,287683,258394,234341
"2","4","1","0","0","0","0","食料",95646,9.8,89525,89692,97677,101268,109946,95380,97716,90724,86420
"2","5","1","1","0","0","0","穀類",6728,2.7,4824,6445,7548,8066,6990,7096,6017,6458,6326
"2","6","1","1","1","0","0","米類",1588,3.9,486,1397,1457,1661,1365,1980,1443,1694,1853
"2","7","1","1","1","0","102","米",1588,3.9,486,1397,1457,1661,1365,1980,1443,1694,1853
"2","6","1","1","2","0","0","パン",3150,2.3,2629,3257,3492,4119,3265,3142,2760,2970,2830
"2","7","1","1","2","0","120","食パン",946,-7.9,561,867,875,1102,961,842,1003,975,951
"2","7","1","1","2","0","129","他のパン",2204,7.5,2067,2389,2617,3018,2304,2300,1758,1995,1878
"2","6","1","1","3","0","0","麺類",1490,0.9,1448,1300,1636,1610,1967,1470,1298,1383,1195
"2","7","1","1","3","0","130","生うどん・そば",297,30.8,128,108,324,304,502,264,324,270,219
"2","7","1","1","3","0","131","乾うどん・そば",68,0.0,-,22,37,38,41,152,54,78,66
"2","7","1","1","3","0","134","パスタ",147,6.5,160,199,176,174,140,184,162,115,87
"2","7","1","1","3","0","133","中華麺",354,2.0,368,225,423,413,415,263,244,379,339
"2","7","1","1","3","0","135","カップ麺",351,-18.2,636,441,430,417,432,358,268,284,266
"2","7","1","1","3","0","132","即席麺",177,2.3,124,251,168,195,247,135,149,169,137
"2","7","1","1","3","0","139","他の麺類",97,2.1,31,55,78,70,189,114,97,87,81
"2","6","1","1","4","0","0","他の穀類",500,7.1,261,490,964,676,393,503,515,411,447
"2","7","1","1","4","0","140","小麦粉",44,-18.5,26,48,64,76,51,21,51,37,27
"2","7","1","1","4","0","150","もち",129,27.7,96,72,141,106,105,11,170,171,230
"2","7","1","1","4","0","160","他の穀類のその他",327,4.8,139,371,760,495,238,471,294,203,190
"2","5","1","2","0","0","0","魚介類",6629,16.6,2084,4970,4478,5353,7202,5988,6746,7869,7864
"2","6","1","2","1","0","0","生鮮魚介",3682,17.7,1176,2675,2455,3056,4238,3571,3169,4385,4148
"2","7","1","2","1","170-189","0","鮮魚",3321,17.1,1156,2330,2253,2798,3767,3309,2894,3924,3680
"2","7","1","2","1","170-189","170","まぐろ",604,43.5,344,303,307,263,813,489,518,791,834
"2","7","1","2","1","170-189","172","あじ",62,1.6,-,26,37,-,74,62,69,83,67
"2","7","1","2","1","170-189","173","いわし",51,-12.1,-,12,18,60,47,63,39,66,79
"2","7","1","2","1","170-189","174","かつお",61,-20.8,-,43,18,5,57,92,32,88,75
"2","7","1","2","1","170-189","175","かれい",65,-27.8,-,10,36,13,64,50,58,101,94
"2","7","1","2","1","170-189","176","さけ",449,6.4,120,278,428,581,525,465,402,458,430
"2","7","1","2","1","170-189","177","さば",60,-4.8,68,43,20,78,49,73,20,76,70
"2","7","1","2","1","170-189","178","さんま",5,-70.6,-,-,5,-,-,2,14,6,6
"2","7","1","2","1","170-189","180","たい",85,11.8,110,85,52,184,106,128,26,67,97
"2","7","1","2","1","170-189","181","ぶり",297,20.7,96,220,216,330,320,390,270,305,327
"2","7","1","2","1","170-189","182","いか",159,20.5,10,72,57,125,145,109,146,232,165
"2","7","1","2","1","170-189","183","たこ",88,23.9,-,77,66,208,80,129,57,74,60
"2","7","1","2","1","170-189","185","えび",213,15.8,55,236,137,244,290,229,132,226,198
"2","7","1","2","1","170-189","186","かに",41,95.2,-,41,6,-,18,76,7,65,18
"2","7","1","2","1","170-189","189","他の鮮魚",724,22.1,289,676,679,382,712,521,754,896,844
"2","7","1","2","1","170-189","187","さしみ盛合わせ",356,17.1,64,209,170,324,465,432,352,389,317
"2","7","1","2","1","190-194","0","貝類",361,23.6,20,345,202,259,471,261,275,461,469
