"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年同月増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
"0","0","0","0","0","0","0","世帯数分布",10000,-,296,679,899,757,1009,1239,1030,4091,2336
"0","0","0","0","0","0","0","調査世帯数",612,-,20,38,54,46,61,75,60,258,149
"0","0","0","0","0","0","0","世帯人員",2.93,-,3.41,3.48,3.72,3.42,3.52,3.10,2.70,2.39,2.34
"0","0","0","0","0","0","0","有業人員",1.39,-,1.70,1.66,1.54,1.80,2.13,1.89,1.70,0.81,0.60
"0","0","0","0","0","0","0","世帯主平均年齢",60.9,-,32.3,37.2,42.3,47.3,52.4,56.9,61.8,76.7,81.8
"2","2","0","0","0","0","0","生計支出",374244,8.4,342936,299501,380547,341393,708673,449337,330955,299317,278117
"2","3","0","0","0","0","0","消費支出",374244,8.4,342936,299501,380547,341393,708673,449337,330955,299317,278117
"2","4","1","0","0","0","0","食料",105320,7.0,105838,104582,116061,110153,119395,114944,100278,97036,91294
"2","5","1","1","0","0","0","穀類",7767,5.1,5941,7471,7118,7590,9335,7836,6910,7931,7434
"2","6","1","1","1","0","0","米類",1905,10.0,1112,1470,970,1640,2558,2260,1602,2098,2066
"2","7","1","1","1","0","102","米",1905,10.0,1112,1470,970,1640,2558,2260,1602,2098,2066
"2","6","1","1","2","0","0","パン",3613,1.6,2981,3783,3834,3557,4088,3203,3463,3636,3346
"2","7","1","1","2","0","120","食パン",1131,2.1,709,1073,1026,972,1063,1110,1202,1228,1174
"2","7","1","1","2","0","129","他のパン",2482,1.4,2273,2710,2808,2584,3026,2093,2262,2408,2172
"2","6","1","1","3","0","0","麺類",1715,7.3,1570,1698,1645,1973,2146,1638,1517,1662,1496
"2","7","1","1","3","0","130","生うどん・そば",305,22.0,202,232,321,228,315,259,270,355,366
"2","7","1","1","3","0","131","乾うどん・そば",103,9.6,19,83,60,150,100,100,121,112,118
"2","7","1","1","3","0","134","パスタ",195,40.3,271,219,274,178,230,192,207,161,76
