"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年同月増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
"0","0","0","0","0","0","0","世帯数分布",10000,-,330,517,825,869,1002,1254,1078,4126,2476
"0","0","0","0","0","0","0","調査世帯数",611,-,21,29,49,52,64,76,64,256,157
"0","0","0","0","0","0","0","世帯人員",2.92,-,3.43,3.40,3.68,3.43,3.60,3.14,2.69,2.39,2.34
"0","0","0","0","0","0","0","有業人員",1.41,-,1.63,1.81,1.61,1.67,2.02,1.98,1.79,0.83,0.66
"0","0","0","0","0","0","0","世帯主平均年齢",61.2,-,32.0,37.4,42.3,47.0,52.4,56.8,61.7,76.5,81.0
"2","2","0","0","0","0","0","生計支出",339381,7.2,418615,495247,331520,403527,458783,385072,330508,261032,246959
"2","3","0","0","0","0","0","消費支出",339381,8.0,418615,495247,331520,403527,458783,385072,330508,261032,246959
"2","4","1","0","0","0","0","食料",103047,1.7,92147,106229,107278,107468,120453,110680,101203,95680,91567
"2","5","1","1","0","0","0","穀類",7772,5.4,6837,7359,7281,7967,8295,7610,7959,7829,7420
"2","6","1","1","1","0","0","米類",2024,18.9,1548,1003,1374,1660,2011,2531,2192,2202,2026
"2","7","1","1","1","0","102","米",2024,18.9,1548,1003,1374,1660,2011,2531,2192,2202,2026
"2","6","1","1","2","0","0","パン",3402,-0.6,3163,3666,3704,3627,3676,2672,3456,3422,3209
"2","7","1","1","2","0","120","食パン",1061,3.0,946,886,988,1049,826,831,1025,1245,1223
"2","7","1","1","2","0","129","他のパン",2341,-2.2,2216,2779,2716,2578,2850,1841,2431,2177,1987
"2","6","1","1","3","0","0","麺類",1835,1.2,1274,1792,1793,2044,2124,1797,1942,1763,1761
"2","7","1","1","3","0","130","生うどん・そば",289,5.5,188,319,274,350,320,256,237,300,312
"2","7","1","1","3","0","131","乾うどん・そば",290,26.6,179,254,287,118,157,248,531,322,396
"2","7","1","1","3","0","134","パスタ",181,15.3,193,135,226,191,191,277,202,137,111
"2","7","1","1","3","0","133","中華麺",439,-6.4,382,392,422,508,531,368,334,464,433
"2","7","1","1","3","0","135","カップ麺",401,-12.4,213,383,260,586,609,426,458,335,299
"2","7","1","1","3","0","132","即席麺",159,0.0,85,276,282,238,207,135,79,126,136
"2","7","1","1","3","0","139","他の麺類",76,11.8,34,33,42,53,109,86,100,80,74
"2","6","1","1","4","0","0","他の穀類",511,17.7,852,898,409,636,483,610,368,443,423
"2","7","1","1","4","0","140","小麦粉",56,3.7,60,52,30,29,113,67,54,50,51
"2","7","1","1","4","0","150","もち",57,9.6,31,-,6,57,20,16,41,101,91
"2","7","1","1","4","0","160","他の穀類のその他",399,22.0,762,846,373,549,351,527,273,292,281
"2","5","1","2","0","0","0","魚介類",6669,4.7,3177,3958,4673,4635,6738,6951,6421,8077,8488
"2","6","1","2","1","0","0","生鮮魚介",3827,4.2,1917,1887,2685,2903,4246,4207,3757,4447,4697
"2","7","1","2","1","170-189","0","鮮魚",3530,2.6,1783,1327,2652,2694,3989,3831,3471,4110,4363
"2","7","1","2","1","170-189","170","まぐろ",762,15.1,338,322,460,606,772,780,612,975,1135
"2","7","1","2","1","170-189","172","あじ",96,-11.9,74,18,28,52,86,113,72,133,133
"2","7","1","2","1","170-189","173","いわし",35,-2.8,-,-,-,19,35,33,27,54,56
"2","7","1","2","1","170-189","174","かつお",194,9.6,52,44,137,105,192,247,112,260,266
"2","7","1","2","1","170-189","175","かれい",55,-3.5,-,-,37,41,97,45,29,73,74
"2","7","1","2","1","170-189","176","さけ",514,-4.8,346,173,387,486,712,529,438,569,602
"2","7","1","2","1","170-189","177","さば",75,33.9,44,34,53,55,54,57,74,101,108
"2","7","1","2","1","170-189","178","さんま",15,275.0,-,-,-,7,9,32,4,22,35
"2","7","1","2","1","170-189","180","たい",90,-15.9,77,12,104,39,125,72,90,106,160
"2","7","1","2","1","170-189","181","ぶり",201,9.2,98,140,187,268,201,183,141,227,273
"2","7","1","2","1","170-189","182","いか",178,14.8,37,112,87,86,209,168,178,230,227
"2","7","1","2","1","170-189","183","たこ",128,36.2,100,46,104,103,170,192,114,125,138
"2","7","1","2","1","170-189","185","えび",222,-14.3,80,213,98,276,283,296,171,224,178
"2","7","1","2","1","170-189","186","かに",4,-76.5,-,5,-,5,-,21,-,2,-
"2","7","1","2","1","170-189","189","他の鮮魚",626,1.8,283,142,727,443,713,719,957,596,589
"2","7","1","2","1","170-189","187","さしみ盛合わせ",336,-9.7,254,66,243,102,331,344,451,413,390
"2","7","1","2","1","190-194","0","貝類",297,30.3,134,559,33,209,256,376,287,337,334
"2","7","1","2","1","190-194","190","あさり",66,1.5,36,92,8,31,41,89,54,85,81
"2","7","1","2","1","190-194","192","しじみ",48,100.0,-,128,-,12,35,75,29,59,63
"2","7","1","2","1","190-194","191","かき(貝)",8,-60.0,46,-,-,10,-,8,20,6,10
"2","7","1","2","1","190-194","194","ほたて貝",127,44.3,52,294,9,68,124,167,134,134,130
"2","7","1","2","1","190-194","193","他の貝",49,58.1,-,46,16,88,57,37,50,53,50
"2","6","1","2","2","0","0","塩干魚介",1206,3.3,350,1235,844,544,1002,1201,1110,1558,1541
"2","7","1","2","2","0","195","塩さけ",187,23.0,46,149,140,137,156,178,151,242,237
"2","7","1","2","2","0","196","たらこ",220,-0.9,48,110,69,94,164,256,229,304,170
"2","7","1","2","2","0","197","しらす干し",185,-0.5,173,166,185,110,40,261,119,235,281
"2","7","1","2","2","0","198","干しあじ",74,-11.9,-,77,36,14,72,31,43,121,137
"2","7","1","2","2","0","202","他の塩干魚介",540,3.1,83,733,414,190,571,475,568,656,715
"2","6","1","2","3","0","0","魚肉練製品",664,5.1,242,362,399,636,579,617,569,854,919
"2","7","1","2","3","0","203","揚げかまぼこ",186,10.1,13,73,38,190,161,146,121,278,299
"2","7","1","2","3","0","204","ちくわ",154,13.2,56,68,102,132,142,125,129,205,222
"2","7","1","2","3","0","205","かまぼこ",197,-17.9,89,171,120,235,182,199,147,233,236
"2","7","1","2","3","0","209","他の魚肉練製品",127,46.0,83,50,139,79,95,147,172,138,161
"2","6","1","2","4","0","0","他の魚介加工品",972,7.9,668,475,745,551,911,926,984,1218,1330
"2","7","1","2","4","0","210","かつお節・削り節",81,22.7,239,48,88,45,46,100,59,87,98
