地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バハレーン,ブータン,バングラデシュ,ブルネイ,カンボディア,スリ・ランカ,中国,サイプラス,インド,インドネシア,イラン,イラク,イスラエル,ジョルダン,韓国・朝鮮,クウェイト,ラオス,レバノン,マレイシア,モンゴル,オマーン,モルディヴ,ネパール,パキスタン,フィリピン,カタル,サウディ・アラビア,シリア,シンガポール,タイ,トルコ,ヴィエトナム,イエメン,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェッコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルグ,ラトヴィア,リトアニア,モナコ,マルタ,モルドヴァ,マケドニア,オランダ,ノールウェー,ポーランド,ポルトガル,ルーマニア,ロシア,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,グルジア,スロヴェニア,スロヴァキア,ボスニア・ヘルツェゴヴィナ,セルビア･モンテネグロ,アフリカ,アルジェリア,ブルンディ,ボツワナ,カメルーン,中央アフリカ,チャード,コンゴー,コンゴー民主共和国,ベナン,ジブティ,エティオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モロッコ,マラウイ,モーリシァス,ニジェール,ナイジェリア,ルワンダ,セネガル,シエラ・レオーネ,ソマリア,スーダン,セイシェル,タンザニア,トーゴー,テュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナ・ファソ,ザンビア,ジンバブエ,アンゴラ,ギニア・ビサウ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタ・リカ,キューバ,ドミニカ共和国,ドミニカ,エル・サルヴァドル,グァテマラ,ハイティ,ホンデュラス,ジャマイカ,メキシコ,ニカラグァ,パナマ,セント・ヴィンセント,トリニダッド・トバゴ,米国,グレナダ,南米,アルゼンティン,ボリヴィア,ブラジル,チリ,コロンビア,エクアドル,パラグァイ,ペルー,スリナム,ウルグァイ,ヴェネズエラ,オセアニア,オーストラリア,フィジー,マーシャル,ミクロネシア,ニュー・ジーランド,パプア・ニューギニア,パラオ,ソロモン,トンガ,ヴァヌアツ,サモア,無国籍・その他
4,13205,青梅市,1310,546,764,916,0,0,1,0,0,7,0,0,2,229,0,8,6,10,0,1,0,270,0,0,0,6,7,0,0,1,2,305,0,0,0,2,49,0,10,0,23,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,56,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,50,0,293,2,0,135,0,4,0,0,152,0,0,0,18,5,8,0,0,4,0,0,0,0,0,1,0
4,13206,府中市,3836,1739,2097,3075,7,0,11,0,0,19,0,8,15,1196,0,41,66,15,0,0,0,967,0,10,2,23,34,0,0,4,15,515,0,0,1,15,60,2,49,0,170,0,2,3,5,0,0,7,1,0,1,14,12,1,8,0,0,4,1,4,0,0,0,0,0,0,0,0,2,0,5,1,10,17,2,2,2,0,0,54,4,3,0,0,0,0,1,4,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,1,0,0,0,0,0,3,0,0,0,10,0,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,332,0,0,0,46,0,0,1,0,0,0,0,0,1,3,0,0,0,0,281,0,157,3,1,109,1,13,0,1,28,0,0,1,65,38,3,0,0,21,1,0,0,2,0,0,1
4,13207,昭島市,2159,1020,1139,1877,0,0,4,0,0,32,0,0,7,663,0,8,14,14,0,0,0,803,0,13,0,9,0,0,0,17,6,240,0,0,0,5,15,0,27,0,32,0,0,0,1,0,0,1,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,51,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,0,181,2,0,72,2,7,0,1,96,0,0,1,5,3,0,0,0,1,0,0,0,0,0,1,0
4,13208,調布市,3543,1745,1798,2999,1,1,19,0,0,17,0,3,32,1156,0,42,50,14,0,1,6,1201,0,2,0,37,4,3,0,7,9,270,0,1,0,18,64,6,35,0,200,0,6,0,7,0,1,1,0,3,1,24,13,2,2,0,3,10,0,0,0,0,2,1,0,0,0,0,8,2,1,2,5,39,4,2,1,0,0,52,6,1,0,0,0,0,0,1,0,0,32,3,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,1,0,0,0,0,0,1,0,0,0,10,0,0,2,0,0,0,2,0,3,2,0,1,0,0,0,0,0,201,0,0,0,37,0,5,0,0,1,2,0,0,0,9,0,1,0,0,146,0,61,1,1,41,6,3,0,3,4,0,0,2,48,41,0,0,0,7,0,0,0,0,0,0,2
4,13209,町田市,4052,1826,2226,3287,0,0,9,0,0,26,0,5,27,1351,0,51,46,26,1,2,0,1165,0,2,0,22,7,0,0,4,20,399,0,0,0,8,76,8,32,0,244,0,5,2,3,2,0,1,1,0,2,16,27,2,5,0,4,5,0,1,0,0,0,5,0,0,0,0,11,0,4,2,5,26,8,4,3,0,0,89,7,4,0,0,0,0,0,0,0,0,71,2,0,0,0,0,0,0,3,0,0,1,0,0,19,3,0,0,2,0,0,0,0,4,3,0,0,0,15,0,2,0,0,0,0,1,0,0,0,3,10,0,0,3,0,0,269,0,0,0,45,0,0,0,1,0,0,0,0,0,2,0,0,0,0,220,1,122,5,2,50,3,15,0,0,45,0,0,2,56,47,0,0,0,9,0,0,0,0,0,0,3
4,13210,小金井市,2195,1141,1054,1720,3,0,8,0,0,22,0,2,28,833,0,33,42,6,0,1,0,446,0,5,0,34,10,0,0,18,4,109,0,0,1,4,40,1,68,2,163,0,1,1,0,0,0,8,5,0,2,24,11,0,2,0,3,3,0,0,0,0,0,0,0,0,1,0,4,1,1,0,10,20,8,3,0,0,0,53,1,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,4,1,0,4,0,0,1,1,0,1,0,0,1,1,0,0,0,5,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,189,0,1,0,35,0,1,0,0,1,0,0,0,0,2,0,0,0,0,149,0,36,6,2,15,1,5,1,1,3,0,0,2,59,49,1,0,1,8,0,0,0,0,0,0,3
4,13211,小平市,3967,2007,1960,3433,1,0,16,0,1,16,0,4,7,1011,0,11,29,7,0,0,0,1983,1,0,0,25,24,0,0,11,7,180,1,0,0,3,56,1,38,0,131,0,2,1,8,0,0,2,3,0,0,8,16,0,1,0,4,7,0,0,0,0,0,1,0,1,0,0,3,0,3,3,2,15,1,0,2,0,0,34,2,11,0,0,0,0,0,1,0,0,45,0,0,0,1,0,0,0,0,0,0,1,0,0,12,1,0,1,0,0,0,0,0,0,5,0,0,0,9,0,1,1,0,0,0,2,0,3,1,0,7,0,0,0,0,0,101,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,1,85,0,224,2,2,203,1,7,0,1,8,0,0,0,32,24,1,0,0,7,0,0,0,0,0,0,1
4,13212,日野市,2123,996,1127,1827,5,0,3,0,0,16,0,2,22,913,0,8,35,15,0,4,0,518,0,1,0,19,3,0,1,9,0,200,0,0,0,3,29,2,19,0,79,1,1,1,0,0,0,1,1,1,1,6,6,0,0,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2,21,2,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,77,0,0,0,12,0,2,0,0,1,0,0,0,0,2,0,0,0,0,60,0,107,2,2,26,0,3,0,2,72,0,0,0,13,7,1,0,0,3,1,1,0,0,0,0,4
4,13213,東村山市,1653,725,928,1448,1,0,2,0,0,12,0,1,29,464,0,6,16,16,0,0,0,561,0,1,0,7,8,0,0,1,11,260,0,0,0,0,43,1,8,0,40,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,21,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,93,0,0,0,12,0,1,0,0,0,0,0,0,1,7,0,0,0,0,72,0,28,0,0,12,0,11,0,0,4,0,0,1,23,15,0,0,0,8,0,0,0,0,0,0,0
4,13214,国分寺市,1535,715,820,1201,0,0,6,0,0,2,0,1,2,576,0,6,11,4,0,1,0,442,0,1,0,11,4,0,0,1,9,78,0,0,0,6,25,1,14,0,113,0,1,1,0,0,0,0,1,0,0,17,14,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7,3,3,1,0,0,48,0,4,1,0,0,0,0,1,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88,0,37,2,0,24,0,2,0,1,8,0,0,0,45,40,0,0,0,5,0,0,0,0,0,0,0
4,13215,国立市,1379,661,718,1150,0,0,1,0,0,13,0,2,31,554,1,23,14,5,0,2,0,355,1,1,0,1,14,0,0,14,1,62,0,0,0,1,32,1,21,0,103,0,1,1,6,0,0,0,1,0,0,9,17,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,1,0,0,0,22,12,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,71,0,0,0,10,1,1,0,0,0,0,0,1,0,2,0,0,0,0,56,0,34,1,0,12,2,2,0,0,17,0,0,0,15,12,0,0,0,3,0,0,0,0,0,0,0
4,13218,福生市,2256,1091,1165,1535,0,0,0,0,0,11,0,0,11,386,0,10,7,14,0,0,0,452,0,8,0,26,1,0,0,18,17,376,0,0,0,0,188,1,9,0,28,0,1,0,1,5,0,0,2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,3,0,0,0,0,14,0,2,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,157,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,152,0,466,6,0,140,0,25,0,0,295,0,0,0,6,4,1,0,0,1,0,0,0,0,0,0,2
4,13219,狛江市,799,364,435,651,0,0,1,0,0,0,0,0,7,254,0,15,9,2,0,0,0,208,0,0,0,16,2,0,0,5,1,105,0,0,1,0,21,3,1,0,45,0,2,1,4,1,0,1,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,58,0,11,0,2,5,0,2,0,0,2,0,0,0,11,8,0,0,0,3,0,0,0,0,0,0,2
4,13220,東大和市,829,316,513,749,7,0,1,0,0,4,0,1,3,149,0,5,3,2,0,0,0,331,0,0,0,3,1,0,0,1,1,222,0,0,2,1,11,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22,0,35,0,0,23,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,784,336,448,688,0,0,1,0,0,14,0,0,21,278,0,1,7,8,0,0,0,174,0,0,0,2,1,0,0,5,16,121,0,0,0,0,20,1,18,0,29,0,7,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,41,0,0,0,4,1,0,0,0,0,1,0,3,1,0,0,0,0,0,31,0,12,0,0,9,0,2,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
4,13222,東久留米市,1365,591,774,905,0,0,0,0,0,4,0,1,17,322,0,16,15,12,0,0,0,288,0,0,0,7,17,0,0,1,8,151,0,1,1,10,28,4,2,0,75,0,1,1,1,1,0,0,0,0,0,5,6,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,2,5,2,1,2,0,0,33,3,1,0,0,1,0,0,1,0,0,24,0,0,0,2,0,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,306,0,2,0,48,2,0,0,0,0,1,0,0,0,1,1,0,0,0,251,0,21,1,0,8,2,3,0,0,3,0,4,0,26,21,0,0,0,5,0,0,0,0,0,0,8
4,13223,武蔵村山市,991,412,579,735,0,0,1,0,0,8,0,0,5,221,0,1,19,7,0,0,0,224,0,0,0,2,0,0,0,4,2,217,0,0,0,0,22,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,206,0,0,192,0,1,0,1,12,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1
4,13224,多摩市,1953,830,1123,1701,0,0,0,0,0,5,0,0,12,742,0,11,15,12,7,1,1,565,0,0,0,18,3,0,0,4,3,263,0,1,0,2,22,0,14,0,90,0,2,0,0,0,0,0,0,0,1,10,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,16,1,12,17,1,0,1,0,0,20,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,86,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,44,1,0,28,3,10,0,0,1,0,0,1,23,17,0,0,0,6,0,0,0,0,0,0,1
4,13225,稲城市,865,400,465,743,0,0,0,0,0,3,0,0,5,301,0,4,7,12,0,0,0,292,0,7,0,2,6,0,0,3,1,77,0,0,0,2,13,0,8,0,30,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,3,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,0,0,0,11,0,0,0,0,1,0,0,0,0,2,0,0,0,0,32,0,30,0,0,25,0,1,0,0,4,0,0,0,8,5,0,0,0,2,0,0,0,0,0,1,1
4,13227,羽村市,1654,761,893,741,0,0,3,0,0,6,0,1,0,205,0,10,1,5,0,0,0,175,0,0,0,2,2,0,0,4,7,289,0,0,0,3,20,1,7,0,21,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,85,0,0,0,2,4,0,3,0,0,1,0,0,0,1,1,0,0,0,73,0,798,10,8,286,0,22,1,2,467,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13228,あきる野市,560,235,325,467,5,0,0,0,0,6,0,0,8,110,0,2,2,6,0,0,0,171,0,41,0,2,0,0,0,3,3,69,0,0,0,0,22,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,44,0,0,21,0,1,0,1,21,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,2
4,13229,西東京市,2576,1063,1513,2197,0,0,8,0,0,12,0,1,17,841,0,22,24,11,0,0,0,874,0,0,0,20,1,0,0,10,8,293,0,0,0,3,43,1,8,0,103,0,2,0,1,0,0,0,0,0,1,14,3,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,14,3,1,1,0,2,45,2,2,0,0,0,0,0,0,0,0,54,1,0,0,1,0,0,0,1,0,0,0,0,0,7,2,0,0,1,0,1,0,0,0,0,0,0,0,21,0,1,10,0,0,0,2,0,0,1,1,1,0,0,3,0,0,141,0,0,0,28,0,0,1,0,0,0,0,0,0,7,1,0,0,0,104,0,59,4,0,34,2,9,0,0,10,0,0,0,21,15,0,0,0,6,0,0,0,0,0,0,1
1,13550,町村部,931,383,548,666,0,0,0,0,0,53,0,0,0,86,0,6,25,4,0,1,0,146,0,0,0,7,0,0,0,1,3,296,0,0,0,1,28,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,178,2,0,136,0,0,0,1,39,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,3
2,13300,西多摩郡,677,331,346,455,0,0,0,0,0,53,0,0,0,70,0,5,19,3,0,1,0,73,0,0,0,6,0,0,0,1,3,189,0,0,0,1,22,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,163,1,0,123,0,0,0,1,38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
4,13303,瑞穂町,589,300,289,395,0,0,0,0,0,52,0,0,0,54,0,5,18,3,0,0,0,53,0,0,0,6,0,0,0,1,3,168,0,0,0,1,22,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,156,1,0,116,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13305,日の出町,54,19,35,37,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,13307,檜原村,15,4,11,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13308,奥多摩町,19,8,11,14,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13350,島部,254,52,202,211,0,0,0,0,0,0,0,0,0,16,0,1,6,1,0,0,0,73,0,0,0,1,0,0,0,0,0,107,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,1,0,13,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,2
3,13360,大島支庁,50,27,23,30,0,0,0,0,0,0,0,0,0,6,0,0,6,1,0,0,0,10,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,1,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3,13380,三宅支庁,40,7,33,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13400,八丈支庁,154,13,141,140,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,82,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,13420,小笠原支庁,10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
