"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2020120101,"赤坂",,5,20,25,15,,,,14,5,,,,,
2020120102,"赤坂",,3,17,20,17,,,,10,8,,,,,
2020120103,"赤坂",,5,19,24,14,,,,10,5,,,,,
2020120104,"赤坂",,9,23,32,14,,,,14,15,,,,,
2020120105,"赤坂",,9,20,29,16,,,,8,1,,,,,
2020120106,"赤坂",,15,26,41,8,,,,12,-1,,,,,
2020120107,"赤坂",,17,27,44,7,,,,10,5,,,,,
2020120108,"赤坂",,23,26,49,5,,,,17,7,,,,,
2020120109,"赤坂",,20,23,43,9,,,,17,10,,,,,
2020120110,"赤坂",,17,25,42,13,,,,11,10,,,,,
2020120111,"赤坂",,11,22,33,18,,,,14,11,,,,,
2020120112,"赤坂",,6,19,25,24,,,,14,16,,,,,
2020120113,"赤坂",,5,17,22,28,,,,11,17,,,,,
2020120114,"赤坂",,4,18,22,29,,,,14,22,,,,,
2020120115,"赤坂",,4,22,26,26,,,,13,22,,,,,
2020120116,"赤坂",,6,26,32,22,,,,12,14,,,,,
2020120117,"赤坂",,3,28,31,19,,,,12,16,,,,,
2020120118,"赤坂",,8,34,42,13,,,,13,4,,,,,
2020120119,"赤坂",,1,16,17,25,,,,10,6,,,,,
2020120120,"赤坂",,3,18,21,23,,,,8,1,,,,,
2020120121,"赤坂",,2,18,20,23,,,,8,4,,,,,
2020120122,"赤坂",,5,24,29,17,,,,9,5,,,,,
2020120123,"赤坂",,7,24,31,16,,,,9,-1,,,,,
2020120124,"赤坂",,7,20,27,17,,,,9,1,,,,,
2020120201,"赤坂",,4,24,28,14,,,,8,5,,,,,
2020120202,"赤坂",,3,20,23,15,,,,9,1,,,,,
2020120203,"赤坂",,5,21,26,13,,,,11,3,,,,,
2020120204,"赤坂",,9,22,31,11,,,,9,9,,,,,
2020120205,"赤坂",,7,20,27,11,,,,9,7,,,,,
2020120206,"赤坂",,5,19,24,13,,,,10,-3,,,,,
2020120207,"赤坂",,6,18,24,13,,,,9,5,,,,,
2020120208,"赤坂",,14,25,39,9,,,,11,6,,,,,
2020120209,"赤坂",,14,26,40,10,,,,11,5,,,,,
2020120210,"赤坂",,12,26,38,10,,,,11,8,,,,,
2020120211,"赤坂",,12,25,37,10,,,,13,8,,,,,
2020120212,"赤坂",,8,24,32,13,,,,12,12,,,,,
2020120213,"赤坂",,7,20,27,17,,,,12,5,,,,,
2020120214,"赤坂",,6,19,25,18,,,,14,13,,,,,
2020120215,"赤坂",,5,16,21,21,,,,9,12,,,,,
2020120216,"赤坂",,5,18,23,20,,,,9,7,,,,,
2020120217,"赤坂",,6,20,26,17,,,,12,4,,,,,
2020120218,"赤坂",,8,23,31,13,,,,9,-5,,,,,
2020120219,"赤坂",,7,18,25,17,,,,9,5,,,,,
2020120220,"赤坂",,5,19,24,18,,,,11,8,,,,,
2020120221,"赤坂",,2,16,18,20,,,,12,4,,,,,
2020120222,"赤坂",,3,14,17,21,,,,8,5,,,,,
2020120223,"赤坂",,2,13,15,22,,,,9,3,,,,,
2020120224,"赤坂",,1,11,12,22,,,,8,4,,,,,
2020120301,"赤坂",,3,12,15,20,,,,12,13,,,,,
2020120302,"赤坂",,2,12,14,20,,,,8,8,,,,,
2020120303,"赤坂",,5,17,22,11,,,,16,14,,,,,
