７　外貿コンテナ貨物　‐取扱動向‐,,,
,,,
,外貿コンテナ貨物量,,
,,貨物量,前年比
,合計,"48,152千トン",104.30%
,輸出,"12,950千トン",101.40%
,輸入,"35,202千トン",105.40%
