科目／款,科目／項,２９,２８,増（－）減／金額,増（－）減／増減率（％）
消防費,,249101000,256723000,-7622000,-3.0
消防費,消防管理費,193479000,194643000,-1164000,-0.6
消防費,消防活動費,22651000,22075000,576000,2.6
消防費,消防団費,4067000,3722000,345000,9.3
消防費,退職手当及年金費,9943000,15635000,-5692000,-36.4
消防費,建設費,18961000,20648000,-1687000,-8.2
東京都一般会計予算額,,6954000000,7011000000,-57000000,-0.8
