"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20190901","1","虎ノ門いきいきプラザ","1236","1501","2737"
"20190901","2","南桜公園管理棟","806","702","1508"
"20190901","3","生涯学習センター","373","344","717"
"20190901","4","福祉プラザさくら川","1953","1983","3936"
"20190901","5","エコプラザ","2478","2447","4925"
"20190901","6","障害保健福祉センター","2525","2745","5270"
"20190901","7","芝小学校","2994","3412","6406"
"20190901","8","港勤労福祉会館","1012","1502","2514"
"20190901","9","芝浦港南地区総合支所","3290","3410","6700"
"20190901","10","三田中学校","769","828","1597"
"20190901","11","赤羽小学校","2565","3286","5851"
"20190901","12","豊岡いきいきプラザ","2825","3616","6441"
"20190901","13","御田小学校","1168","1555","2723"
"20190901","14","旧三光小学校（三光学童クラブ）","4539","5920","10459"
"20190901","15","旧神応小学校","2412","3057","5469"
"20190901","16","白金小学校","3577","4934","8511"
"20190901","17","高輪台小学校","3485","4605","8090"
"20190901","18","シティハイツ桂坂","2085","2625","4710"
"20190901","19","国民生活センタ－","2268","2595","4863"
"20190901","20","港南小学校","3673","4281","7954"
"20190901","21","六本木中学校","1795","1816","3611"
"20190901","22","麻布小学校","2589","2986","5575"
"20190901","23","飯倉いきいきプラザ","2515","2903","5418"
"20190901","24","南山小学校","2309","2659","4968"
"20190901","25","南麻布いきいきプラザ","4496","5558","10054"
"20190901","26","本村小学校","2321","3092","5413"
"20190901","27","笄小学校","2406","3126","5532"
"20190901","28","西麻布いきいきプラザ","1604","1719","3323"
"20190901","29","高陵中学校","1482","1912","3394"
"20190901","30","赤坂地区総合支所","1485","1469","2954"
"20190901","31","赤坂子ども中高生プラザ","3121","3344","6465"
"20190901","32","赤坂小学校","2716","3067","5783"
"20190901","33","赤坂図書館","1153","1494","2647"
"20190901","34","青山小学校","1346","1745","3091"
"20190901","35","青南小学校","2803","3566","6369"
"20190901","36","青山児童館","410","580","990"
"20190901","37","お台場学園","1972","2223","4195"
"20190901","38","芝浦港南区民センター","3266","3476","6742"
"20190901","39","品川インターシティB棟","1052","1234","2286"
"20190901","40","芝浦アイランド児童高齢者交流プラザ","3801","3775","7576"
"20190901","41","シティハイツ港南","2651","2833","5484"
"20190901",,"在外選挙人名簿","536","659","1195"

"選挙人名簿登録者数　令和元年9月1日時点","Ver201909",,,,
