8　東京港の主な港湾施設,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,令和２年３月31日現在,,,
ふ　　頭　　名,,係　船　施　設,,,,,荷　役　機　械,,,上　屋,,野積場,摘　　　要,主要取扱貨物　　　（　　）は、2019年の貨物量,,,,,
,,バース名,延　　長,前面水深,対象船型,船席数,機　　械,定格荷重,基数,棟数,床面積,,,外　　　　　貿,,内　　　　　貿,,,
,,,（m),（m),（D.W.級）,,,（能力）,,（棟）,（㎡）,（㎡）,,(単位：万トン）,,(単位：万トン）,,,
竹芝ふ頭,,"N, O ,P",465,-7.5,"5,000 ",3,,,,1,"2,098",,伊豆七島、小笠原,,（－）,取合せ品,（8）,,
,,,,,,,,,,,,,客船定期航路,,（－）,,,,
日の出ふ頭,,H～M,564,-6.7,"3,000 ",6,,,,4,"8,334","1,795",内貿雑貨,,（－）,非鉄金属,（4）,,
芝浦ふ頭,,B～G,780,-7.5,"5,000 ",6,,,,3,"22,004",,内貿雑貨,,（－）,セメント,（82）,,
,,G',165,-5.5,"2,000 ",1,,,,,,"29,546",,,,,,,
,,"S2, S3",161,-2.7,300 ,－,,,,,,,,,,,,,
品川ふ頭　　(S),,C～H,"1,124",-10.0,"15,000 ",6,ｶﾞﾝﾄﾘｰｸﾚｰﾝ,35.6ｔ,2,1,"23,651","83,770
（埠頭㈱96,741）",C～Ｅはコンテナ用,"その他化学工業品、衣服・見廻品・はきもの
",（406）,完成自動車、取合せ品,（300）,,
,,,,,,,,40.6ｔ,2,,,,としては3船席,,,,,,
,,I～K,476,-8.0,"6,000 ",3,,,,,,,Ｆは外貿雑貨,,,,,,
,,,,,,,,,,,,,G～Ｋは内貿雑貨,,,,,,
大井コンテナふ頭　(O)　,,1～7,"2,354",-15.0,"50,000 ",7 ,ｶﾞﾝﾄﾘｰｸﾚｰﾝ,40.6ｔ　　　　　50.0ｔ　　　　　　　　61.0ｔ,"12
1
7",6,大井海貨上屋,"（埠頭㈱
945,700）",,その他化学工業品、産業機械,"（2,512）",取合せ品,（109）,,
,,,,,,,,,,,"29,481",,,,,,,,
,,,,,,,,,,,,,,,,,,,
大井水産物ふ頭　(O)　,,"J,K",450,-12.0,"30,000 ",2,,,,3,"21,099",,,動植物性製造飼肥料,（0）,動植物性製造飼肥料,（0）,,
大井食品ふ頭　(O)　,,L,230,-12.0,"30,000 ",1,,,,2,"10,779",,,麦、野菜・果物,（30）,麦,（8）,,
,,"M,N",380,-11.0,"15,000 ",2,,,,,,21148,,,,,,,
大井建材ふ頭　(OO)　,,D～G,280,-5.0,"1,000 ",4,,,,,,"21,148",内貿建材ふ頭,　　　　　　　　　　　　　　　　　　,（－）,石材、砂利・砂,（136）,,
城南島建設発生土ふ頭（OO）,,I,160,-7.5,"5,000 ",1,,,,,,,,,（－）,廃土砂,（87）,,
城南島小型油槽船係留施設（OO）,,Ｔ,437,-4.0,　　　200(G.T.),―,,,,,,,,,（－）,,（－）,,
若洲内貿ふ頭　（L),,A,190,-11.0,"15,000 ",1,,,,,,"43,606",,　　　　　　　　　　　　　　　　　　,（－）,取合せ品、完成自動車,（63）,,
1５号地木材ふ頭　（L）,,B～D,720,-12.0,"25,000 ",3,,,,,,"258,125",外貿製材ふ頭,製材,（3）,製材,（1）,,
若洲建材ふ頭　（LL),,C～F,370,-5.5,"2,000 ",4,,,,,,"37,093",内貿建材ふ頭,　　　　　　　　　　　　　　　　　　　　,（－）,砂利・砂,（76）,,
１０号地ふ頭  (V),,A～K,"1,500",-7.5,"5,000 ",11,,,,8,"58,345","153,110",内貿雑貨ふ頭,,（－）,取合せ品、完成自動車,（677）,,
,,L～X,920,-5.0,"1,000 ",13,,,,,,,沖縄定期航路,,,,,,
フェリーふ頭  (VA),,A～D,876,-7.5～-8.5,"6,000～",4,,,,,,"60,253",,,（－）,完成自動車,"（1,073）",,
,,,（Ｌ型部122m含む）,,"　　13,000(G.T.)",,,,,,,,,,,,,,
１０号地その1多目的ふ頭 (M),,P,180,-7.5,"　　　5,000(G.T.)",1,,,,,,,,,（－）,産業機械,（0）,,
お台場ライナーふ頭  (A),,A～I,"1,800",-10.0,"15,000 ",9,,,,9,"（埠頭㈱
68,220）",,,金属くず,（75）,紙・パルプ,（12）,,
青海コンテナふ頭　（A）,,0～1,520,-13.0,"35,000 ",2,ｶﾞﾝﾄﾘｰｸﾚｰﾝ,30.5ｔ,4,2,青海流通,"（埠頭㈱
400,615）",,衣服・身廻品・はきもの、電気機械,"（1,530）",その他食料工業品、製材,（38）,,
,,2,350,-15.0,"50,000 ",1,,40.6ｔ,2,,ｾﾝﾀｰ上屋,,,,,,,,
,,3～4,700,-15.0,"50,000 ",2,,40.6ｔ,6,,"19,047",,,,,,,,
有明ふ頭　（Ｒ）,,A～J,750,-5.0,"1,000 ",10,,,,,,,官庁船,,（－）,　　　　　　　　　　　　　　　　　　 　         　,（－）,,
豊洲ふ頭 （T),,2,283,-4.0,500 ,－,,,,,,,物揚場,,（－）,,（－）,,
,,I,146,-9.0,"10,000 ",1,,,,,,,物資補給,,（－）,,（－）,,
晴海ふ頭　（H）,,J,190,-10.0,"15,000 ",1,,,,,,,,,,,,,
,,"K, L",456,-10.0,"    20,000(G.T.)",2,,,,,,,客船ターミナル,,,,,,
朝潮ふ頭　（G）,,7,60,-5.0,－,－,,,,,,,物揚場,,（－）,,（－）,,
月島ふ頭　（F）,,4，5,266,-7.5,"5,000 ",2,,,,,,970,物揚場,,（－）,金属くず,（2）,,
,,"0～2, 6","1,085",-3.0～-4.5,300～500,－,,,,,,,,,,,,,
辰巳ふ頭　（Ｎ）,,A～M,"1,040",-5.0,"1,000 ",13,,,,1,"3,600","54,136",内貿雑貨,,（－）,鋼材,（39）,,
