施設名称,所在地,緯度,経度,電話番号,URL
両国幼稚園,墨田区両国二丁目8番10号,35.693532,139.791443,03-3632-7959,https://ekoin.or.jp/facilities/ryogoku/
江東学園幼稚園,墨田区横網一丁目7番2号,35.698438,139.796632,03-3625-0644,http://www.kohtoh-gakuen.ed.jp/
本所白百合幼稚園,墨田区石原四丁目37番2号,35.701949,139.805133,03-3622-3376,https://www.honjyoshirayuri.ac.jp/
言問幼稚園,墨田区向島五丁目4番4号,35.717593,139.809185,03-3622-7771,https://kototoi-kinder.jp
墨田幼稚園,墨田区堤通一丁目5番9号,35.723251,139.811862,03-3611-0740,http://www.sumidakg.tokyo/
あさひ幼稚園,墨田区文花一丁目1番10号,35.708525,139.819184,03-3612-0876,https://www.asahi-kinder.ac.jp/
あづま幼稚園,墨田区文花一丁目25番7号,35.709445,139.823744,03-3612-4558,http://aduma-kindergarden.com/
向島文化幼稚園,墨田区八広六丁目24番6号,35.727148,139.827704,03-3614-3415,http://www.kidslink.jp/bunka-youchien/
