施設名称,所在地,緯度,経度,電話番号,URL
両国高等学校付属中学校,墨田区江東橋一丁目7番14号,35.694223,139.810161,03-3631-1878,http://www.ryogoku-fuzoku-c.metro.tokyo.jp
日本大学第一中学校,墨田区横網一丁目5番2号,35.69743,139.796884,03-3625-0026,http://www.nichidai-1.ed.jp
安田学園中学校,墨田区横網二丁目2番25号,35.699879,139.79584,03-3624-2666,http://www.yasuda.ed.jp/
