施設名称,所在地,緯度,経度,URL
立川集会所,墨田区立川一丁目5番2号,35.6905,139.799531,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
寺島集会所,墨田区東向島一丁目23番10号,35.720181,139.812601,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
千歳集会所,墨田区千歳二丁目2番5号,35.690696,139.795273,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
八広中央集会所,墨田区八広三丁目14番5号,35.71911,139.826839,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
東あずま公園集会所,墨田区立花二丁目32番12号,35.708436,139.830708,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
東駒形集会所,墨田区東駒形四丁目14番1号,35.705524,139.807754,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
曳舟集会所,墨田区東向島二丁目17番14号,35.718484,139.815563,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
押上集会所,墨田区押上一丁目47番6号,35.709283,139.817543,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
東向島集会所,墨田区東向島四丁目8番12号,35.727562,139.815476,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
八広一丁目集会所,墨田区八広一丁目19番14号,35.718802,139.822942,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
梅若橋集会所,墨田区堤通二丁目9番1号,35.735395,139.816696,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
東墨田うめぞの集会所,墨田区東墨田三丁目19番1号,35.718449,139.837679,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
横川三丁目集会所,墨田区横川三丁目12番12号,35.70536,139.813658,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
横川集会所,墨田区横川五丁目9番1号,35.705116,139.81758,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
江東橋集会所,墨田区江東橋五丁目16番15号,35.692618,139.810783,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
一寺言問集会所,墨田区東向島一丁目20番6号,35.720655,139.813889,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
業平三丁目集会所,墨田区業平三丁目2番5号,35.706341,139.813065,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
立花四丁目集会所,墨田区立花四丁目8番10号,35.710535,139.8309,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
京島第一集会所,墨田区京島三丁目3番6号,35.715163,139.821389,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
京島第二集会所,墨田区京島三丁目52番8号,35.714724,139.82455,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
なりひら神明橋集会所,墨田区業平五丁目6番2号,35.707082,139.817985,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
太平四丁目集会所,墨田区太平四丁目1番4号,35.700854,139.81758,https://www.city.sumida.lg.jp/sisetu_info/tamokuteki/tiikisyuukaizyo.html
