施設名称,所在地,緯度,経度,電話番号,URL
墨田区役所,墨田区吾妻橋一丁目23番20号,35.710722,139.801497,03-5608-1111,https://www.city.sumida.lg.jp/sisetu_info/kuyakusyo/sumidakuyakusyo.html
緑出張所,墨田区緑三丁目7番3号,35.693716,139.803289,03-3634-2656,https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/midori_syuttyouzyo.html
横川出張所,墨田区横川五丁目10番1号111号室,35.705911,139.816341,03-3624-1581,https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/yokokawa_syuttyouzyo.html
文花出張所,墨田区文花一丁目32番1号102号室,35.708094,139.824656,03-3611-4723,https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/bunka_syuttyouzyo.html
墨田二丁目出張所,墨田区墨田二丁目36番11号,35.731063,139.818292,03-3614-1900,https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/sumida2_syuttyuouzyo.html
東向島出張所,墨田区東向島二丁目38番7号,35.721213,139.818441,03-3610-5250,https://www.city.sumida.lg.jp/sisetu_info/syuttyouzyo/hm_syuttyouzyo.html
