施設名称,所在地,緯度,経度,電話番号,URL
すみだ産業会館,墨田区江東橋三丁目9番10号　墨田区・丸井共同開発ビル,35.695046,139.8138,03-3635-4351,https://www.sumidasangyoukaikan.jp/
すみだ消費者センター　,墨田区押上二丁目12番7号215号室,35.712706,139.811982,03-5608-1773,https://www.city.sumida.lg.jp/sisetu_info/syouhisya_recycle/syouhisyacenter/index.html
