"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20070101,"芝地区総合支所管内","芝一丁目",523,463,435,898
20070101,"芝地区総合支所管内","芝二丁目",1380,1134,1201,2335
20070101,"芝地区総合支所管内","芝三丁目",1680,1315,1413,2728
20070101,"芝地区総合支所管内","芝四丁目",749,598,599,1197
20070101,"芝地区総合支所管内","芝五丁目",1983,1398,1743,3141
20070101,"芝地区総合支所管内","海岸一丁目",1055,876,842,1718
20070101,"芝地区総合支所管内","東新橋一丁目",709,627,717,1344
20070101,"芝地区総合支所管内","東新橋二丁目",123,97,79,176
20070101,"芝地区総合支所管内","新橋一丁目",31,24,24,48
20070101,"芝地区総合支所管内","新橋二丁目",118,94,88,182
20070101,"芝地区総合支所管内","新橋三丁目",186,165,152,317
20070101,"芝地区総合支所管内","新橋四丁目",243,209,227,436
20070101,"芝地区総合支所管内","新橋五丁目",292,255,234,489
20070101,"芝地区総合支所管内","新橋六丁目",532,415,329,744
20070101,"芝地区総合支所管内","西新橋一丁目",172,149,157,306
20070101,"芝地区総合支所管内","西新橋二丁目",229,189,202,391
20070101,"芝地区総合支所管内","西新橋三丁目",312,152,266,418
20070101,"芝地区総合支所管内","三田一丁目",1338,1119,1259,2378
20070101,"芝地区総合支所管内","三田二丁目",1803,1548,1891,3439
20070101,"芝地区総合支所管内","三田三丁目",797,597,674,1271
20070101,"芝地区総合支所管内","浜松町一丁目",437,354,319,673
20070101,"芝地区総合支所管内","浜松町二丁目",158,148,135,283
20070101,"芝地区総合支所管内","芝大門一丁目",360,298,323,621
20070101,"芝地区総合支所管内","芝大門二丁目",434,348,391,739
20070101,"芝地区総合支所管内","芝公園一丁目",79,66,69,135
20070101,"芝地区総合支所管内","芝公園二丁目",339,244,256,500
20070101,"芝地区総合支所管内","芝公園三丁目",159,122,131,253
20070101,"芝地区総合支所管内","芝公園四丁目",54,34,37,71
20070101,"芝地区総合支所管内","虎ノ門一丁目",124,100,139,239
20070101,"芝地区総合支所管内","虎ノ門二丁目",87,73,64,137
20070101,"芝地区総合支所管内","虎ノ門三丁目",583,444,494,938
20070101,"芝地区総合支所管内","虎ノ門四丁目",287,137,279,416
20070101,"芝地区総合支所管内","虎ノ門五丁目",247,249,260,509
20070101,"芝地区総合支所管内","愛宕一丁目",58,55,64,119
20070101,"芝地区総合支所管内","愛宕二丁目",111,92,89,181
20070201,"芝地区総合支所管内","芝一丁目",521,460,435,895
20070201,"芝地区総合支所管内","芝二丁目",1377,1131,1205,2336
20070201,"芝地区総合支所管内","芝三丁目",1677,1309,1409,2718
20070201,"芝地区総合支所管内","芝四丁目",837,650,665,1315
20070201,"芝地区総合支所管内","芝五丁目",1987,1397,1743,3140
20070201,"芝地区総合支所管内","海岸一丁目",1064,880,847,1727
20070201,"芝地区総合支所管内","東新橋一丁目",709,628,713,1341
20070201,"芝地区総合支所管内","東新橋二丁目",126,100,79,179
20070201,"芝地区総合支所管内","新橋一丁目",32,27,25,52
20070201,"芝地区総合支所管内","新橋二丁目",117,93,88,181
20070201,"芝地区総合支所管内","新橋三丁目",187,167,152,319
20070201,"芝地区総合支所管内","新橋四丁目",235,205,220,425
20070201,"芝地区総合支所管内","新橋五丁目",294,256,235,491
20070201,"芝地区総合支所管内","新橋六丁目",531,413,329,742
20070201,"芝地区総合支所管内","西新橋一丁目",171,148,157,305
20070201,"芝地区総合支所管内","西新橋二丁目",240,195,211,406
20070201,"芝地区総合支所管内","西新橋三丁目",310,152,263,415
20070201,"芝地区総合支所管内","三田一丁目",1336,1107,1257,2364
20070201,"芝地区総合支所管内","三田二丁目",1808,1554,1893,3447
20070201,"芝地区総合支所管内","三田三丁目",794,600,668,1268
20070201,"芝地区総合支所管内","浜松町一丁目",438,355,321,676
20070201,"芝地区総合支所管内","浜松町二丁目",164,150,138,288
20070201,"芝地区総合支所管内","芝大門一丁目",363,299,324,623
20070201,"芝地区総合支所管内","芝大門二丁目",435,345,395,740
20070201,"芝地区総合支所管内","芝公園一丁目",80,66,71,137
20070201,"芝地区総合支所管内","芝公園二丁目",342,249,255,504
20070201,"芝地区総合支所管内","芝公園三丁目",155,121,129,250
20070201,"芝地区総合支所管内","芝公園四丁目",54,35,36,71
20070201,"芝地区総合支所管内","虎ノ門一丁目",123,100,138,238
20070201,"芝地区総合支所管内","虎ノ門二丁目",85,70,65,135
20070201,"芝地区総合支所管内","虎ノ門三丁目",581,436,489,925
20070201,"芝地区総合支所管内","虎ノ門四丁目",290,145,282,427
20070201,"芝地区総合支所管内","虎ノ門五丁目",245,249,257,506
20070201,"芝地区総合支所管内","愛宕一丁目",58,55,64,119
20070201,"芝地区総合支所管内","愛宕二丁目",112,91,90,181
20070301,"芝地区総合支所管内","芝一丁目",527,467,437,904
20070301,"芝地区総合支所管内","芝二丁目",1383,1132,1211,2343
20070301,"芝地区総合支所管内","芝三丁目",1690,1317,1411,2728
20070301,"芝地区総合支所管内","芝四丁目",859,668,688,1356
20070301,"芝地区総合支所管内","芝五丁目",1990,1394,1743,3137
20070301,"芝地区総合支所管内","海岸一丁目",1069,882,852,1734
20070301,"芝地区総合支所管内","東新橋一丁目",709,633,713,1346
20070301,"芝地区総合支所管内","東新橋二丁目",128,98,80,178
20070301,"芝地区総合支所管内","新橋一丁目",32,27,25,52
20070301,"芝地区総合支所管内","新橋二丁目",114,92,85,177
20070301,"芝地区総合支所管内","新橋三丁目",185,165,151,316
20070301,"芝地区総合支所管内","新橋四丁目",231,202,219,421
20070301,"芝地区総合支所管内","新橋五丁目",297,260,235,495
20070301,"芝地区総合支所管内","新橋六丁目",528,411,325,736
20070301,"芝地区総合支所管内","西新橋一丁目",172,149,155,304
20070301,"芝地区総合支所管内","西新橋二丁目",244,197,213,410
20070301,"芝地区総合支所管内","西新橋三丁目",307,153,259,412
20070301,"芝地区総合支所管内","三田一丁目",1323,1093,1239,2332
20070301,"芝地区総合支所管内","三田二丁目",1816,1572,1893,3465
20070301,"芝地区総合支所管内","三田三丁目",791,601,668,1269
20070301,"芝地区総合支所管内","浜松町一丁目",437,353,323,676
20070301,"芝地区総合支所管内","浜松町二丁目",166,150,138,288
20070301,"芝地区総合支所管内","芝大門一丁目",371,302,332,634
20070301,"芝地区総合支所管内","芝大門二丁目",438,348,396,744
20070301,"芝地区総合支所管内","芝公園一丁目",81,66,72,138
20070301,"芝地区総合支所管内","芝公園二丁目",347,250,259,509
20070301,"芝地区総合支所管内","芝公園三丁目",147,114,127,241
