全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,種別,町字ID,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,子供預かり料金種別,子供預かり料金,子供預かり料金備考,子供預かり開所時間,子供預かり閉所時間,病児保育の有無,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,入園案内ホームページ,所在地
131181,131181KSLT000035,荒川区,AIAI　NURSERY新三河島,AIAINURSERYシンミカワトウ,,認可保育所,,東京都,荒川区,東尾久,1丁目1-4,,35.73811,139.77284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区東尾久1-1-4 3F・4F
131181,131181KSLT000061,荒川区,AIAI　NURSERY西日暮里一丁目,AIAINURSERYニシニッポリイチチョウメ,,認可保育所,,東京都,荒川区,西日暮里,1丁目1-1,,35.73686,139.77592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区西日暮里1-1-1 2F
131181,131181KSLT000038,荒川区,MIRATZ東尾久保育園,MIRATZヒガシオグホイクエン,,認可保育所,,東京都,荒川区,東尾久,4丁目1-13,,35.74007,139.76849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区東尾久4-1-13 1F
131181,131181KSLT000049,荒川区,上尾久保育園,アゲオヒサホイクエン,,認可保育所,,東京都,荒川区,西尾久,8丁目10-12,,35.75241,139.75657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区西尾久8-10-12
131181,131181KSLT000025,荒川区,荒川さつき保育園,アラカワサツキホイクエン,,認可保育所,,東京都,荒川区,荒川,8丁目25-4,,35.73737,139.78613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区荒川8-25-4
131181,131181KSLT000022,荒川区,荒川保育園,アラカワホイクエン,,認可保育所,,東京都,荒川区,荒川,5丁目50-15,,35.74015,139.77493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区荒川5-50-15
131181,131181KSLT000039,荒川区,至誠会第二保育園,イクセイカイダイニホイクエン,,認可保育所,,東京都,荒川区,東尾久,5丁目34-6,,35.74708,139.76725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区東尾久5-34-6
131181,131181KSLT000056,荒川区,うぃず東日暮里保育園,ウィズヒガシニッポリホイクエン,,認可保育所,,東京都,荒川区,東日暮里,4丁目11-6,,35.7274,139.78195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区東日暮里4-11-6
131181,131181KSLT000028,荒川区,うぃず町屋保育園,ウィズマチヤホイクエン,,認可保育所,,東京都,荒川区,町屋,2丁目10-3,,35.74424,139.77926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区町屋2-10-3
131181,131181KSLT000005,荒川区,うぃず南千住駅前保育園,ウィズミナミセンジュエキゼンホイクエン,,認可保育所,,東京都,荒川区,南千住,5丁目23-14,,35.73247,139.79612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京都荒川区南千住5-23-14
