全国地方公共団体コード,ID,地方公共団体名,分別区分,ゴミ区分,ゴミ分類区分,回収区分,指定ゴミ袋,ゴミ区分別説明URL
131181,131181GMKB000001,荒川区,燃やすごみ,,可燃ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/moyasugomi-moyasanaigomi-dasikata.html#%E4%B8%BB%E3%81%AA%E5%93%81%E7%9B%AE%E4%B8%80%E8%A6%A7
131181,131181GMKB000002,荒川区,燃やさないごみ,,不燃ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/moyasugomi-moyasanaigomi-dasikata.html#%E4%B8%BB%E3%81%AA%E5%93%81%E7%9B%AE%E4%B8%80%E8%A6%A7
131181,131181GMKB000003,荒川区,粗大ごみ,,粗大ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/sodaigomi/sodaigomi-2.html
131181,131181GMKB000004,荒川区,資源,紙パック,資源ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/koshi_dashikata.html
131181,131181GMKB000005,荒川区,資源,新聞紙,資源ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/koshi_dashikata.html
131181,131181GMKB000006,荒川区,資源,雑誌,資源ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/koshi_dashikata.html
131181,131181GMKB000007,荒川区,資源,段ボール,資源ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/koshi_dashikata.html
131181,131181GMKB000008,荒川区,資源,衣類・古布,資源ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/kofunodasikata.html
131181,131181GMKB000009,荒川区,資源,缶,資源ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/kan_dashikata.html
131181,131181GMKB000010,荒川区,資源,びん,資源ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/bin_dashikata.html
131181,131181GMKB000011,荒川区,資源,ペットボトル,資源ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/pet_bottle_dashikata.html
131181,131181GMKB000012,荒川区,資源,発泡スチロールトレイ,資源ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/torei_dashikata.html
131181,131181GMKB000013,荒川区,拠点回収,小型家電,資源ごみ,拠点回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/kogatakaden1.html
131181,131181GMKB000014,荒川区,拠点回収,食用油,資源ごみ,拠点回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/haishokuyurecycle.html
131181,131181GMKB000015,荒川区,拠点回収,インクカートリッジ,資源ごみ,拠点回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/inku-ka-torijji.html
131181,131181GMKB000016,荒川区,収集できないもの,乾電池,有害ごみ,分別回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/denntinodasikata.html
131181,131181GMKB000017,荒川区,拠点回収,蛍光管,有害ごみ,拠点回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/keikoukanrecycle.html
131181,131181GMKB000018,荒川区,拠点回収,水銀体温計,有害ごみ,拠点回収,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/suiginrecycle.html
131181,131181GMKB000019,荒川区,家電4品目,エアコン・テレビ（液晶・プラズマ含む）・冷蔵庫（H16．4．1から冷凍庫も含む）・洗濯機（衣類乾燥機含む）,家電リサイクル対象,その他,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/shobun.html
131181,131181GMKB000020,荒川区,パソコン,パソコン,家電リサイクル対象,その他,,https://www.city.arakawa.tokyo.jp/a025/recycle/bunbetsu/home-pc.html
131181,131181GMKB000021,荒川区,動物死体,,動物の死体,その他,,https://www.city.arakawa.tokyo.jp/a025/pet/trouble/dobutsu.html
