事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,703153,772912,385894,453473,494582,266513,444886,8587,249680,278330,119381
30人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,667289,728738,394115,466148,508569,277563,434236,31912,201141,220169,116552
30人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,719236,780702,424473,475703,515127,286645,446451,29252,243533,265575,137828
30人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,731346,803410,466954,492725,538440,325003,472371,20354,238621,264970,141951
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,724801,797216,459031,491681,538549,319673,467836,23845,233120,258667,139358
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,710396,782261,453871,483929,529682,320612,463539,20390,226467,252579,133259
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,740894,801547,481075,509794,547903,346548,484915,24879,231100,253644,134527
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,722319,777690,499823,504386,542137,352692,476157,28229,217933,235553,147131
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,728865,794186,486760,509908,551163,357000,479598,30310,218957,243023,129760
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,1月,509554,553834,353738,509375,553651,353572,484049,25326,179,183,166
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,2月,532047,573899,385304,531665,573846,383771,497809,33856,382,53,1533
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,3月,562545,618547,382966,519716,568758,362457,485366,34350,42829,49789,20509
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,4月,519484,558088,373469,513776,552225,368347,478062,35714,5708,5863,5122
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,5月,510357,546660,367117,508342,544618,365205,473812,34530,2015,2042,1912
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,6月,1588237,1727915,1030589,498741,537045,345816,474254,24487,1089496,1190870,684773
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,7月,656183,713359,432411,492721,530329,345531,466196,26525,163462,183030,86880
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,8月,600685,656545,402548,521211,562302,375459,487230,33981,79474,94243,27089
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,9月,512644,551022,362225,497122,535436,346954,472742,24380,15522,15586,15271
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,10月,502941,543176,347423,498114,538642,341461,471989,26125,4827,4534,5962
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,11月,590130,647804,388809,523018,571482,353846,485027,37991,67112,76322,34963
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,12月,1615397,1761103,1048721,506802,549973,338902,480111,26691,1108595,1211130,709819
30人以上,D 建設業,平成18,2006,年平均,521741,548150,312921,426418,448269,253634,398714,27704,95323,99881,59287
30人以上,D 建設業,平成19,2007,年平均,518836,548764,317835,415565,440055,251087,384480,31085,103271,108709,66748
30人以上,D 建設業,平成20,2008,年平均,507331,535446,315152,407560,430466,250986,375690,31870,99771,104980,64166
30人以上,D 建設業,平成21,2009,年平均,542781,576187,317214,434079,460272,257220,395894,38185,108702,115915,59994
30人以上,D 建設業,平成22,2010,年平均,525998,556496,325784,421664,446038,261654,385679,35985,104334,110458,64130
30人以上,D 建設業,平成23,2011,年平均,542242,572720,332145,431639,455819,264958,394026,37613,110603,116901,67187
30人以上,D 建設業,平成24,2012,年平均,534411,563954,338877,445606,470220,282698,405113,40493,88805,93734,56179
30人以上,D 建設業,平成25,2013,年平均,549672,580994,347639,447598,474210,275946,407818,39780,102074,106784,71693
30人以上,D 建設業,平成26,2014,年平均,563383,597502,356820,452273,479774,285774,414735,37538,111110,117728,71046
30人以上,D 建設業,平成26,2014,1月,462534,489907,292673,449857,476493,284569,413483,36374,12677,13414,8104
30人以上,D 建設業,平成26,2014,2月,452455,478405,292085,448573,474558,287986,414578,33995,3882,3847,4099
30人以上,D 建設業,平成26,2014,3月,480448,508533,301058,454305,481607,279914,411774,42531,26143,26926,21144
30人以上,D 建設業,平成26,2014,4月,468846,492181,313000,459963,483090,305501,419661,40302,8883,9091,7499
30人以上,D 建設業,平成26,2014,5月,449830,475976,289575,442785,468662,284180,408170,34615,7045,7314,5395
30人以上,D 建設業,平成26,2014,6月,860982,915187,532185,451171,478946,282691,416265,34906,409811,436241,249494
30人以上,D 建設業,平成26,2014,7月,631408,668606,403644,449527,476630,283579,412263,37264,181881,191976,120065
30人以上,D 建設業,平成26,2014,8月,452895,483232,285153,448282,478529,281037,412073,36209,4613,4703,4116
30人以上,D 建設業,平成26,2014,9月,462476,490980,285962,456435,484939,279921,418720,37715,6041,6041,6041
30人以上,D 建設業,平成26,2014,10月,451585,480601,294222,448735,477666,291838,416082,32653,2850,2935,2384
30人以上,D 建設業,平成26,2014,11月,591987,631469,354393,460556,489517,286277,418273,42283,131431,141952,68116
30人以上,D 建設業,平成26,2014,12月,987894,1048639,629372,457341,486908,282836,415606,41735,530553,561731,346536
30人以上,E 製造業,平成18,2006,年平均,539502,600367,336558,401556,443630,261266,368073,33483,137946,156737,75292
30人以上,E 製造業,平成19,2007,年平均,556032,623150,338681,414451,461661,261569,384945,29506,141581,161489,77112
30人以上,E 製造業,平成20,2008,年平均,556920,621507,345776,416378,462462,265724,387591,28787,140542,159045,80052
30人以上,E 製造業,平成21,2009,年平均,529900,589804,347265,410212,454688,274614,386699,23513,119688,135116,72651
30人以上,E 製造業,平成22,2010,年平均,551594,610603,359100,419645,463392,276938,393752,25893,131949,147211,82162
30人以上,E 製造業,平成23,2011,年平均,571740,633681,369116,424110,468637,278450,396678,27432,147630,165044,90666
30人以上,E 製造業,平成24,2012,年平均,549033,602178,376407,421084,461039,291302,391579,29505,127949,141139,85105
30人以上,E 製造業,平成25,2013,年平均,547697,602111,373064,420177,460515,290718,390819,29358,127520,141596,82346
30人以上,E 製造業,平成26,2014,年平均,569886,629927,387277,428972,473164,294566,400379,28593,140914,156763,92711
30人以上,E 製造業,平成26,2014,1月,429564,473237,293732,419960,463290,285196,393850,26110,9604,9947,8536
30人以上,E 製造業,平成26,2014,2月,422910,464418,291671,419460,460785,288801,390316,29144,3450,3633,2870
30人以上,E 製造業,平成26,2014,3月,473940,520642,328984,430946,475208,293565,401476,29470,42994,45434,35419
30人以上,E 製造業,平成26,2014,4月,485544,532538,342253,436495,479552,305210,405363,31132,49049,52986,37043
30人以上,E 製造業,平成26,2014,5月,446918,492540,308826,429806,473239,298342,401934,27872,17112,19301,10484
30人以上,E 製造業,平成26,2014,6月,896119,986151,626543,427691,471895,295336,400299,27392,468428,514256,331207
30人以上,E 製造業,平成26,2014,7月,707841,797694,438356,428769,473948,293269,399885,28884,279072,323746,145087
30人以上,E 製造業,平成26,2014,8月,461611,510397,315827,429504,474518,294992,401701,27803,32107,35879,20835
30人以上,E 製造業,平成26,2014,9月,441981,487503,305316,431820,477143,295754,406187,25633,10161,10360,9562
30人以上,E 製造業,平成26,2014,10月,451359,497628,310363,428384,473023,292354,399027,29357,22975,24605,18009
30人以上,E 製造業,平成26,2014,11月,456438,503537,313281,432115,476463,297320,401422,30693,24323,27074,15961
30人以上,E 製造業,平成26,2014,12月,1158545,1293117,756669,432639,479010,294160,402972,29667,725906,814107,462509
30人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,719901,760008,459875,526614,554685,344621,468305,58309,193287,205323,115254
30人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,663881,709198,457333,482533,514951,334777,434357,48176,181348,194247,122556
30人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,681176,724596,477916,491060,521922,346587,443624,47436,190116,202674,131329
30人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,703730,731352,507441,526603,546823,382911,448199,78404,177127,184529,124530
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,678950,706491,494498,518187,539310,376717,440500,77687,160763,167181,117781
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,649847,679894,455270,529715,554493,369256,429536,100179,120132,125401,86014
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,621583,647177,436447,483805,504042,337417,425666,58139,137778,143135,99030
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,612301,636772,438139,508813,529812,359360,441108,67705,103488,106960,78779
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,657457,682900,479541,519659,540333,375090,449252,70407,137798,142567,104451
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,1月,524601,546192,369333,521896,543279,368125,451577,70319,2705,2913,1208
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,2月,529463,550898,375557,527423,548796,373962,452766,74657,2040,2102,1595
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,3月,542102,564136,384434,536601,558044,383161,452810,83791,5501,6092,1273
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,4月,552207,572357,406965,531502,551654,386242,454762,76740,20705,20703,20723
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,5月,527898,547284,387088,524626,543724,385911,450276,74350,3272,3560,1177
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,6月,1312547,1367901,941102,502458,521639,373745,462015,40443,810089,846262,567357
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,7月,511892,530592,380008,506740,524948,378327,436403,70337,5152,5644,1681
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,8月,517988,538825,373987,515567,536208,372923,446426,69141,2421,2617,1064
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,9月,500907,519109,375354,494448,511890,374133,426100,68348,6459,7219,1221
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,10月,547781,570174,394659,526543,548859,373945,452518,74025,21238,21315,20714
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,11月,531125,554998,369672,527912,551466,368614,452337,75575,3213,3532,1058
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,12月,1286058,1334828,956416,519421,542741,361800,451759,67662,766637,792087,594616
30人以上,G 情報通信業,平成18,2006,年平均,549214,593086,394218,423604,455972,309249,374936,48668,125610,137114,84969
30人以上,G 情報通信業,平成19,2007,年平均,513151,549362,373543,391181,416954,291815,350867,40314,121970,132408,81728
30人以上,G 情報通信業,平成20,2008,年平均,513137,548914,373196,398598,425262,294302,358517,40081,114539,123652,78894
30人以上,G 情報通信業,平成21,2009,年平均,530187,572024,408029,409546,440727,318501,367351,42195,120641,131297,89528
30人以上,G 情報通信業,平成22,2010,年平均,535331,577790,416361,416457,448110,327764,374238,42219,118874,129680,88597
30人以上,G 情報通信業,平成23,2011,年平均,544312,586189,422610,420439,452668,326777,377336,43103,123873,133521,95833
30人以上,G 情報通信業,平成24,2012,年平均,575117,622858,419710,452108,488268,334400,406191,45917,123009,134590,85310
30人以上,G 情報通信業,平成25,2013,年平均,589650,634813,439683,454464,488091,342802,408151,46313,135186,146722,96881
30人以上,G 情報通信業,平成26,2014,年平均,599516,643636,456215,456550,488841,351668,406159,50391,142966,154795,104547
30人以上,G 情報通信業,平成26,2014,1月,454747,487702,345507,449868,482716,340981,403993,45875,4879,4986,4526
30人以上,G 情報通信業,平成26,2014,2月,464107,497094,352382,459475,492311,348260,411254,48221,4632,4783,4122
30人以上,G 情報通信業,平成26,2014,3月,508160,544872,389527,460613,494785,350189,412359,48254,47547,50087,39338
30人以上,G 情報通信業,平成26,2014,4月,484820,515905,379718,470464,501431,365761,417636,52828,14356,14474,13957
30人以上,G 情報通信業,平成26,2014,5月,461439,492831,357653,454292,485503,351104,399163,55129,7147,7328,6549
30人以上,G 情報通信業,平成26,2014,6月,1131868,1222287,835009,454056,484897,352800,402963,51093,677812,737390,482209
30人以上,G 情報通信業,平成26,2014,7月,544677,581728,425106,449735,478770,356032,397872,51863,94942,102958,69074
30人以上,G 情報通信業,平成26,2014,8月,463601,494964,362638,457132,487972,357856,404448,52684,6469,6992,4782
30人以上,G 情報通信業,平成26,2014,9月,498026,533025,387154,453465,486526,348734,407143,46322,44561,46499,38420
30人以上,G 情報通信業,平成26,2014,10月,470227,505872,358204,462353,497520,351833,412100,50253,7874,8352,6371
30人以上,G 情報通信業,平成26,2014,11月,473846,504180,377908,458039,491392,352551,405590,52449,15807,12788,25357
30人以上,G 情報通信業,平成26,2014,12月,1224663,1330753,887383,449343,482502,343923,399868,49475,775320,848251,543460
30人以上,"H 運輸業,郵便業",平成18,2006,年平均,437294,484627,277209,353062,394731,212136,297227,55835,84232,89896,65073
30人以上,"H 運輸業,郵便業",平成19,2007,年平均,439176,458936,301130,357798,374371,242017,305006,52792,81378,84565,59113
30人以上,"H 運輸業,郵便業",平成20,2008,年平均,451701,470413,319481,358731,374139,249860,307191,51540,92970,96274,69621
30人以上,"H 運輸業,郵便業",平成21,2009,年平均,449078,477456,325439,372607,396087,270309,331329,41278,76471,81369,55130
30人以上,"H 運輸業,郵便業",平成22,2010,年平均,448800,476712,331696,372058,395673,272982,329118,42940,76742,81039,58714
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,438728,466341,323397,363993,388355,262241,319838,44155,74735,77986,61156
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,441623,465917,318227,357780,377974,255208,318024,39756,83843,87943,63019
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,453851,483111,317530,365126,388122,257986,322697,42429,88725,94989,59544
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,456314,490183,314757,365030,392142,251714,318315,46715,91284,98041,63043
30人以上,"H 運輸業,郵便業",平成26,2014,1月,399423,430038,256571,368576,394645,246933,319334,49242,30847,35393,9638
30人以上,"H 運輸業,郵便業",平成26,2014,2月,368092,391692,262990,364462,388359,258038,320128,44334,3630,3333,4952
30人以上,"H 運輸業,郵便業",平成26,2014,3月,391465,418113,274343,367394,391911,259636,319775,47619,24071,26202,14707
30人以上,"H 運輸業,郵便業",平成26,2014,4月,397127,422713,285877,371210,394209,271208,323087,48123,25917,28504,14669
30人以上,"H 運輸業,郵便業",平成26,2014,5月,374988,397448,283051,359720,386532,249965,317858,41862,15268,10916,33086
30人以上,"H 運輸業,郵便業",平成26,2014,6月,650757,704896,434371,365317,393520,252592,320879,44438,285440,311376,181779
30人以上,"H 運輸業,郵便業",平成26,2014,7月,545188,583534,392902,367314,395102,256957,321403,45911,177874,188432,135945
30人以上,"H 運輸業,郵便業",平成26,2014,8月,368481,394915,255915,361135,387602,248431,316798,44337,7346,7313,7484
30人以上,"H 運輸業,郵便業",平成26,2014,9月,364651,393064,252099,358980,387660,245368,316490,42490,5671,5404,6731
30人以上,"H 運輸業,郵便業",平成26,2014,10月,372257,404540,246127,359737,390128,241000,311925,47812,12520,14412,5127
30人以上,"H 運輸業,郵便業",平成26,2014,11月,368617,398869,244227,365265,395224,242077,314357,50908,3352,3645,2150
30人以上,"H 運輸業,郵便業",平成26,2014,12月,869379,941846,571403,371248,400676,250243,317852,53396,498131,541170,321160
30人以上,"I 卸売業,小売業",平成18,2006,年平均,500146,637061,283779,370677,462824,225058,352531,18146,129469,174237,58721
30人以上,"I 卸売業,小売業",平成19,2007,年平均,469437,603119,259337,351492,439989,212407,333564,17928,117945,163130,46930
30人以上,"I 卸売業,小売業",平成20,2008,年平均,506460,632589,286988,375496,461015,226687,357581,17915,130964,171574,60301
30人以上,"I 卸売業,小売業",平成21,2009,年平均,450647,566557,269682,353554,437428,222604,335937,17617,97093,129129,47078
30人以上,"I 卸売業,小売業",平成22,2010,年平均,456776,576693,278564,352717,437188,227182,335338,17379,104059,139505,51382
30人以上,"I 卸売業,小売業",平成23,2011,年平均,452149,577417,271709,348339,436048,222000,332420,15919,103810,141369,49709
30人以上,"I 卸売業,小売業",平成24,2012,年平均,432916,561676,265900,333488,424106,215946,316911,16577,99428,137570,49954
30人以上,"I 卸売業,小売業",平成25,2013,年平均,438977,563430,272772,337431,424506,221143,320468,16963,101546,138924,51629
30人以上,"I 卸売業,小売業",平成26,2014,年平均,436491,562398,272491,334742,422166,220869,317542,17200,101749,140232,51622
30人以上,"I 卸売業,小売業",平成26,2014,1月,349261,439302,228953,336901,422931,221953,320220,16681,12360,16371,7000
30人以上,"I 卸売業,小売業",平成26,2014,2月,353762,446631,231496,339498,427314,223884,322412,17086,14264,19317,7612
30人以上,"I 卸売業,小売業",平成26,2014,3月,402011,529353,243144,331626,424539,215711,314239,17387,70385,104814,27433
30人以上,"I 卸売業,小売業",平成26,2014,4月,359900,451469,241505,340267,427039,228074,321019,19248,19633,24430,13431
30人以上,"I 卸売業,小売業",平成26,2014,5月,347838,436580,232578,333371,418730,222505,316164,17207,14467,17850,10073
30人以上,"I 卸売業,小売業",平成26,2014,6月,684905,896778,409537,335127,422190,221972,318790,16337,349778,474588,187565
30人以上,"I 卸売業,小売業",平成26,2014,7月,564772,753850,321084,332083,420570,218039,315175,16908,232689,333280,103045
30人以上,"I 卸売業,小売業",平成26,2014,8月,352309,446148,230528,337629,425794,223212,320717,16912,14680,20354,7316
30人以上,"I 卸売業,小売業",平成26,2014,9月,351937,442918,232921,336677,423954,222506,320830,15847,15260,18964,10415
30人以上,"I 卸売業,小売業",平成26,2014,10月,341132,431115,223569,330102,417155,216366,312953,17149,11030,13960,7203
30人以上,"I 卸売業,小売業",平成26,2014,11月,348584,438956,227809,333665,419035,219575,315549,18116,14919,19921,8234
30人以上,"I 卸売業,小売業",平成26,2014,12月,779567,1036484,444633,329972,416849,216713,312445,17527,449595,619635,227920
30人以上,"J 金融業,保険業",平成18,2006,年平均,665970,854670,405286,477733,604344,302824,443159,34574,188237,250326,102462
30人以上,"J 金融業,保険業",平成19,2007,年平均,689196,882674,414861,501964,629055,321760,469262,32702,187232,253619,93101
30人以上,"J 金融業,保険業",平成20,2008,年平均,703715,910842,418454,495376,626095,315346,463518,31858,208339,284747,103108
30人以上,"J 金融業,保険業",平成21,2009,年平均,651627,807414,406567,499287,612130,321778,465376,33911,152340,195284,84789
30人以上,"J 金融業,保険業",平成22,2010,年平均,670116,850959,408381,503270,628517,322000,471910,31360,166846,222442,86381
30人以上,"J 金融業,保険業",平成23,2011,年平均,666319,861426,406726,498859,632722,320752,468742,30117,167460,228704,85974
30人以上,"J 金融業,保険業",平成24,2012,年平均,615475,823143,370088,466956,613958,293254,430200,36756,148519,209185,76834
30人以上,"J 金融業,保険業",平成25,2013,年平均,634044,860663,376402,465337,618308,291426,429552,35785,168707,242355,84976
30人以上,"J 金融業,保険業",平成26,2014,年平均,635467,867206,378816,465306,620783,293115,429309,35997,170161,246423,85701
30人以上,"J 金融業,保険業",平成26,2014,1月,498965,676397,300817,459627,614659,286494,426562,33065,39338,61738,14323
30人以上,"J 金融業,保険業",平成26,2014,2月,468672,632145,288697,458352,617746,282867,424196,34156,10320,14399,5830
30人以上,"J 金融業,保険業",平成26,2014,3月,515467,685459,322188,467502,622494,291279,431342,36160,47965,62965,30909
30人以上,"J 金融業,保険業",平成26,2014,4月,480881,641538,304601,470281,626658,298697,430362,39919,10600,14880,5904
30人以上,"J 金融業,保険業",平成26,2014,5月,628363,876388,353499,469086,622071,299547,429723,39363,159277,254317,53952
30人以上,"J 金融業,保険業",平成26,2014,6月,1269677,1777983,696801,465285,617875,293312,429090,36195,804392,1160108,403489
30人以上,"J 金融業,保険業",平成26,2014,7月,564593,759044,352418,465252,621953,294267,428795,36457,99341,137091,58151
30人以上,"J 金融業,保険業",平成26,2014,8月,474119,629838,300585,468124,621983,296662,432011,36113,5995,7855,3923
30人以上,"J 金融業,保険業",平成26,2014,9月,478977,631370,309399,464234,617384,293814,431535,32699,14743,13986,15585
30人以上,"J 金融業,保険業",平成26,2014,10月,476535,635846,300606,466559,621811,295113,429261,37298,9976,14035,5493
30人以上,"J 金融業,保険業",平成26,2014,11月,478373,639298,303827,467061,626160,294496,430432,36629,11312,13138,9331
30人以上,"J 金融業,保険業",平成26,2014,12月,1288706,1813721,712916,462236,618699,290642,428392,33844,826470,1195022,422274
30人以上,"K 不動産業,物品賃貸業",平成18,2006,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成19,2007,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成20,2008,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成21,2009,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成22,2010,年平均,459776,541584,288230,358406,417745,233976,334419,23987,101370,123839,54254
30人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,450442,531996,287926,353158,413782,232350,328877,24281,97284,118214,55576
30人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,417137,491121,276737,328321,383611,223395,305189,23132,88816,107510,53342
30人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,431576,505977,286217,333593,387721,227843,311142,22451,97983,118256,58374
30人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,455960,542092,295713,350691,411753,237087,327787,22904,105269,130339,58626
30人以上,"K 不動産業,物品賃貸業",平成26,2014,1月,352221,413618,232219,338026,394935,226796,317311,20715,14195,18683,5423
30人以上,"K 不動産業,物品賃貸業",平成26,2014,2月,344379,401029,233268,339120,394591,230322,318596,20524,5259,6438,2946
30人以上,"K 不動産業,物品賃貸業",平成26,2014,3月,380712,444046,259382,356731,416978,241316,333690,23041,23981,27068,18066
30人以上,"K 不動産業,物品賃貸業",平成26,2014,4月,376633,438494,261391,359139,417754,249946,332354,26785,17494,20740,11445
30人以上,"K 不動産業,物品賃貸業",平成26,2014,5月,375639,440443,254025,356906,417380,243419,332219,24687,18733,23063,10606
30人以上,"K 不動産業,物品賃貸業",平成26,2014,6月,808721,981722,485787,356434,417965,241575,333370,23064,452287,563757,244212
30人以上,"K 不動産業,物品賃貸業",平成26,2014,7月,466955,554573,306619,352015,414833,237063,328769,23246,114940,139740,69556
30人以上,"K 不動産業,物品賃貸業",平成26,2014,8月,350145,413404,235872,346379,408919,233406,324629,21750,3766,4485,2466
30人以上,"K 不動産業,物品賃貸業",平成26,2014,9月,372797,437099,254513,347236,407700,236012,327646,19590,25561,29399,18501
30人以上,"K 不動産業,物品賃貸業",平成26,2014,10月,357741,424710,238680,344721,408910,230603,322769,21952,13020,15800,8077
30人以上,"K 不動産業,物品賃貸業",平成26,2014,11月,359468,423783,240977,350096,412963,234272,326990,23106,9372,10820,6705
30人以上,"K 不動産業,物品賃貸業",平成26,2014,12月,923179,1136077,538381,361339,428451,240040,334983,26356,561840,707626,298341
30人以上,"L 学術研究,専門・技術サービス業",平成18,2006,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成19,2007,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成20,2008,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成21,2009,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成22,2010,年平均,596039,654285,433849,482966,528615,355852,442123,40843,113073,125670,77997
30人以上,"L 学術研究,専門・技術サービス業",平成23,2011,年平均,589023,644421,433292,479075,523457,354312,437581,41494,109948,120964,78980
30人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,599786,647499,458609,471238,506421,367133,425372,45866,128548,141078,91476
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,556086,596891,434995,442392,472594,352767,394851,47541,113694,124297,82228
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,540309,582414,420633,424166,455833,334159,377171,46995,116143,126581,86474
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,1月,424949,456438,335344,422011,453259,333091,382011,40000,2938,3179,2253
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,2月,431888,463002,341022,427746,458739,337235,386151,41595,4142,4263,3787
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,3月,437603,468791,346472,429373,459786,340508,379185,50188,8230,9005,5964
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,4月,433682,466482,340744,428315,460813,336233,380591,47724,5367,5669,4511
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,5月,443859,473832,359046,424729,456232,335588,373410,51319,19130,17600,23458
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,6月,844829,939316,578513,428052,461178,334686,372272,55780,416777,478138,243827
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,7月,552385,590603,443945,418508,450301,328298,372333,46175,133877,140302,115647
