規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5513680,55017,59142,5510064,1672971,56400,60139,1668723
５人以上,"鉱業,採石業,砂利採取業",1792,26,28,1790,43,0,0,43
５人以上,建設業,323745,1685,2477,322951,13723,181,418,13488
５人以上,製造業,645145,3979,5301,643816,45388,1325,1588,45132
５人以上,電気・ガス・熱供給・水道業,20456,186,254,20387,2052,0,0,2053
５人以上,情報通信業,718330,3325,4618,717051,22676,1103,647,23118
５人以上,"運輸業,郵便業",367937,3529,3328,368137,76067,3357,1977,77448
５人以上,"卸売業,小売業",1013081,12567,12068,1013579,413702,11244,11110,413837
５人以上,"金融業,保険業",343677,4984,6236,342425,38177,495,202,38470
５人以上,"不動産業,物品賃貸業",162065,1627,1195,162483,32951,1196,724,33437
５人以上,"学術研究,専門・技術サービス業",346172,6519,4189,348537,16100,637,169,16533
５人以上,"宿泊業,飲食サービス業",197273,5111,5397,196962,426220,17736,21121,422860
５人以上,"生活関連サービス業,娯楽業",148108,1331,2542,146897,68059,3894,3279,68674
５人以上,"教育,学習支援業",284260,430,1403,283290,129406,3365,8056,124712
５人以上,"医療,福祉",368322,2734,2999,368414,182329,7074,4060,184986
５人以上,複合サービス事業,15594,9,169,15435,4600,41,78,4562
５人以上,サービス業（他に分類されないもの）,557723,6975,6938,557910,201478,4752,6710,199370
30人以上,調査産業計,4136165,37606,40644,4133353,871587,22504,27530,866335
30人以上,"鉱業,採石業,砂利採取業",1792,26,28,1790,43,0,0,43
30人以上,建設業,203424,879,1200,203102,4865,0,7,4859
30人以上,製造業,508801,2877,4067,507629,27960,586,801,27727
30人以上,電気・ガス・熱供給・水道業,17994,186,121,18058,1385,0,0,1386
30人以上,情報通信業,614771,2092,3509,613368,14812,741,309,15230
30人以上,"運輸業,郵便業",303151,3021,2912,303259,59469,2429,1442,60457
30人以上,"卸売業,小売業",659133,7171,6140,660163,198671,3525,5565,196632
30人以上,"金融業,保険業",288640,3833,5295,287179,31397,495,202,31689
30人以上,"不動産業,物品賃貸業",106349,698,886,106148,22306,534,412,22441
30人以上,"学術研究,専門・技術サービス業",255954,6137,3557,258534,4354,161,169,4346
30人以上,"宿泊業,飲食サービス業",120386,1980,2532,119832,115051,4543,3363,116233
30人以上,"生活関連サービス業,娯楽業",81053,490,834,80709,34529,1514,989,35054
30人以上,"教育,学習支援業",235435,430,894,234974,90670,2534,7030,86171
30人以上,"医療,福祉",286116,1139,2216,285095,93360,1707,1763,93248
30人以上,複合サービス事業,5043,9,29,5024,2005,0,78,1926
30人以上,サービス業（他に分類されないもの）,448123,6638,6424,448489,170710,3735,5400,168893
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年２月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
