規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5608239,65770,77460,5597753,1704164,70681,58825,1714816
５人以上,"鉱業,採石業,砂利採取業",1912,28,48,1891,55,0,0,56
５人以上,建設業,334293,3316,4077,333532,13941,60,864,13137
５人以上,製造業,654965,4158,7296,652001,46868,1989,1810,46873
５人以上,電気・ガス・熱供給・水道業,20550,57,154,20454,2412,22,22,2411
５人以上,情報通信業,746665,5992,5706,746950,19914,98,638,19375
５人以上,"運輸業,郵便業",367461,3616,5350,365726,80723,2393,3752,79365
５人以上,"卸売業,小売業",1016529,12552,14778,1014324,422365,12499,12089,422754
５人以上,"金融業,保険業",349236,2739,4845,347073,36890,659,658,36948
５人以上,"不動産業,物品賃貸業",168107,4331,2054,170386,29190,734,577,29345
５人以上,"学術研究,専門・技術サービス業",361599,9451,11429,359619,17521,661,1021,17163
５人以上,"宿泊業,飲食サービス業",193407,2588,3849,192393,443132,26808,18486,451207
５人以上,"生活関連サービス業,娯楽業",149110,2844,2424,149528,76493,3431,1548,78378
５人以上,"教育,学習支援業",283957,1652,1156,284433,131725,9456,7102,134099
５人以上,"医療,福祉",376553,2505,3266,375790,185656,5831,3971,187518
５人以上,複合サービス事業,15409,33,89,15352,4613,78,64,4628
５人以上,サービス業（他に分類されないもの）,568486,9908,10939,568301,192666,5962,6223,191559
30人以上,調査産業計,4206485,45518,59271,4193466,891358,32399,28430,894593
30人以上,"鉱業,採石業,砂利採取業",1912,28,48,1891,55,0,0,56
30人以上,建設業,212043,2096,3874,210265,5078,60,474,4664
30人以上,製造業,517953,3494,5953,515493,29220,1114,586,29749
30人以上,電気・ガス・熱供給・水道業,18159,57,154,18063,1678,22,22,1677
30人以上,情報通信業,637790,4546,4724,637611,12720,98,346,12473
30人以上,"運輸業,郵便業",302675,3450,5182,300942,63922,2013,3087,62849
30人以上,"卸売業,小売業",656339,6922,8975,654308,209526,4330,4550,209284
30人以上,"金融業,保険業",293249,1947,3892,291304,30163,364,353,30174
30人以上,"不動産業,物品賃貸業",110253,1032,1306,109980,19902,413,277,20037
30人以上,"学術研究,専門・技術サービス業",268081,8037,9636,266481,5574,139,361,5353
30人以上,"宿泊業,飲食サービス業",117414,1276,1516,117171,120671,6262,4000,122936
30人以上,"生活関連サービス業,娯楽業",80624,506,699,80429,38148,1668,836,38982
30人以上,"教育,学習支援業",232483,1246,989,232720,92812,8035,5995,94872
30人以上,"医療,福祉",292606,2095,2574,292230,94370,2240,2330,94177
30人以上,複合サービス事業,5178,33,34,5176,1969,78,0,2048
30人以上,サービス業（他に分類されないもの）,459726,8753,9715,459402,165550,5563,5213,165262
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年６月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
