規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5569894,59212,69841,5558025,1754493,52935,71657,1737011
５人以上,"鉱業,採石業,砂利採取業",1879,22,17,1883,51,0,0,52
５人以上,建設業,330660,2328,4399,328590,13909,99,233,13774
５人以上,製造業,643236,3138,7067,639452,50114,719,1600,49088
５人以上,電気・ガス・熱供給・水道業,18905,88,212,18780,2858,13,0,2872
５人以上,情報通信業,747722,5631,6908,746444,19571,344,909,19007
５人以上,"運輸業,郵便業",361968,3955,4108,361815,83508,1746,1480,83774
５人以上,"卸売業,小売業",999897,10438,15312,995146,445958,8108,12695,441248
５人以上,"金融業,保険業",347665,3203,4447,346421,35806,361,409,35758
５人以上,"不動産業,物品賃貸業",169361,1280,1595,169047,29717,582,860,29438
５人以上,"学術研究,専門・技術サービス業",360578,6886,4977,362488,14142,902,695,14348
５人以上,"宿泊業,飲食サービス業",200955,4651,4891,200625,450038,21061,24574,446615
５人以上,"生活関連サービス業,娯楽業",132649,1448,2113,131785,96052,1308,3363,94196
５人以上,"教育,学習支援業",285287,1107,1246,285148,132959,4408,13402,123965
５人以上,"医療,福祉",385700,3518,3940,385219,179553,5914,6258,179268
５人以上,複合サービス事業,15166,60,93,15134,4814,26,0,4839
５人以上,サービス業（他に分類されないもの）,568266,11459,8516,570048,195443,7344,5179,198769
30人以上,調査産業計,4188210,39989,46614,4180472,893449,24616,33680,885498
30人以上,"鉱業,採石業,砂利採取業",1879,22,17,1883,51,0,0,52
30人以上,建設業,211067,930,3439,208560,3154,42,68,3126
30人以上,製造業,509733,2521,6097,506330,29970,294,994,29097
30人以上,電気・ガス・熱供給・水道業,17212,88,212,17087,1426,13,0,1440
30人以上,情報通信業,637575,4635,4912,637298,11453,202,575,11080
30人以上,"運輸業,郵便業",299578,3185,2414,300349,64168,1108,1480,63796
30人以上,"卸売業,小売業",653764,5036,7614,651181,210986,2730,4787,208934
30人以上,"金融業,保険業",290515,2878,3355,290038,30405,361,409,30357
30人以上,"不動産業,物品賃貸業",110506,1007,1075,110439,19686,456,530,19611
30人以上,"学術研究,専門・技術サービス業",264682,5705,4477,265910,4794,424,269,4949
30人以上,"宿泊業,飲食サービス業",115543,2297,1844,115988,124623,5692,4842,125481
30人以上,"生活関連サービス業,娯楽業",75367,763,712,75418,44132,614,706,44040
30人以上,"教育,学習支援業",240595,990,832,240753,88455,3023,11892,79586
30人以上,"医療,福祉",295800,2967,2718,295990,90877,3018,2767,91187
30人以上,複合サービス事業,5162,3,36,5130,2062,26,0,2087
30人以上,サービス業（他に分類されないもの）,459232,6962,6860,458118,167207,6613,4361,170675
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年８月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
