名称,所在地,緯度,経度,電話
練馬デイサービスセンター,練馬区練馬2-24-3,35.74411961,139.6541304,03-5984-1701
錦デイサービスセンター,練馬区錦2-6-14,35.76171138,139.6661029,03-3937-5031
光が丘デイサービスセンター,練馬区光が丘2-9-6,35.75939033,139.6296473,03-5997-7706
東大泉デイサービスセンター,練馬区東大泉5-15-2,35.74368709,139.5894135,03-5387-1021
土支田デイサービスセンター,練馬区土支田2-40-18,35.76429051,139.6113315,03-5387-6760
高松デイサービスセンター,練馬区高松6-3-24,35.75703725,139.6196245,03-3995-5107
高野台デイサービスセンター,練馬区高野台5-24-1,35.74659837,139.6095763,03-5923-0831
練馬中学校デイサービスセンター,練馬区高松1-24-1,35.74789636,139.635525,03-5241-5451
豊玉デイサービスセンター,練馬区豊玉南3-9-13,35.72769899,139.6527694,03-3993-1341
