都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置者,SSID,提供エリア,URL,備考
131113,1,東京都,大田区,大田区青少年交流センター（ゆいっつ）,オオタクセイショウネンコウリュウセンター（ユイッツ）,東京都大田区平和島4-2-15,,35.58352,139.743012,大田区,Ota_City_Free_Wi-Fi,,https://www.city.ota.tokyo.jp/shisetsu/seishounen_shakaikyouiku_s/seishonenkoryucenter/index.html,
131113,2,東京都,大田区,勝海舟記念館,カツカイシュウキネンカン,東京都大田区南千束2-3-1,,35.602117,139.692288,大田区,Ota_City_Free_Wi-Fi_03,,http://www.city.ota.tokyo.jp/shisetsu/hakubutsukan/katsu_kinenkan/topics/ota_city_free_wi-fi_kaishu.html,
131113,3,東京都,大田区,大田図書館,オオタトショカン,東京都大田区田園調布南25番1号,,35.581606,139.676125,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,4,東京都,大田区,大森南図書館,オオモリミナミトショカン,東京都大田区大森南一丁目17番7号,,35.563429,139.739788,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,5,東京都,大田区,大森東図書館,オオモリヒガシトショカン,東京都大田区大森東一丁目31番3号-104,,35.57617,139.739109,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,6,東京都,大田区,大森西図書館,オオモリニシトショカン,東京都大田区大森西五丁目2番13号,,35.571869,139.72604,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,7,東京都,大田区,入新井図書館,イリアライトショカン,東京都大田区大森北一丁目10番14号（大森複合施設ビル（Luz大森）内）,,35.586349,139.72822,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,8,東京都,大田区,馬込図書館,マゴメトショカン,東京都大田区中馬込二丁目26番10号,,35.595677,139.71042,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,9,東京都,大田区,池上図書館,イケガミトショカン,東京都大田区池上六丁目3番10号　エトモ池上4階,,35.574768,139.703243,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,10,東京都,大田区,久が原図書館,クガハラトショカン,東京都大田区久が原二丁目28番4号,,35.579334,139.695276,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,11,東京都,大田区,洗足池図書館,センゾクイケトショカン,東京都大田区南千束二丁目2番10号,,35.600792,139.69193,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,12,東京都,大田区,浜竹図書館,ハマタケトショカン,東京都大田区西糀谷三丁目32番7号,,35.553368,139.737368,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,13,東京都,大田区,羽田図書館,ハネダトショカン,東京都大田区羽田一丁目11番1号,,35.55041,139.74348,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
131113,14,東京都,大田区,六郷図書館,ロクゴウトショカン,東京都大田区南六郷三丁目10番3号,,35.543921,139.71401,大田区,Ota_City_Free_Wi-Fi_01,,http://www.city.ota.tokyo.jp/seikatsu/manabu/toshokan/servicever1.html,
