名称,所在地,緯度,経度,電話
はつらつセンター光が丘,練馬区光が丘2-9-6,35.75947426,139.6301846,03-5997-7717
はつらつセンター関,練馬区関町北1-7-2,35.72447904,139.5777963,03-3928-1987
はつらつセンター豊玉,練馬区豊玉中3-3-12,35.73215105,139.6553402,03-5912-6401
はつらつセンター大泉,練馬区大泉学園町1-34-20,35.76347178,139.5891734,03-3867-3180
