"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20230901","芝地区総合支所管内","芝一丁目","819","860","1679"
"20230901","芝地区総合支所管内","芝二丁目","1375","1508","2883"
"20230901","芝地区総合支所管内","芝三丁目","1380","1573","2953"
"20230901","芝地区総合支所管内","芝四丁目","872","1066","1938"
"20230901","芝地区総合支所管内","芝五丁目","1016","1453","2469"
"20230901","芝地区総合支所管内","海岸一丁目","830","771","1601"
"20230901","芝地区総合支所管内","東新橋一丁目","592","664","1256"
"20230901","芝地区総合支所管内","東新橋二丁目","277","190","467"
"20230901","芝地区総合支所管内","新橋一丁目","5","4","9"
"20230901","芝地区総合支所管内","新橋二丁目","47","50","97"
"20230901","芝地区総合支所管内","新橋三丁目","75","75","150"
"20230901","芝地区総合支所管内","新橋四丁目","268","228","496"
"20230901","芝地区総合支所管内","新橋五丁目","519","404","923"
"20230901","芝地区総合支所管内","新橋六丁目","519","423","942"
"20230901","芝地区総合支所管内","西新橋一丁目","145","97","242"
"20230901","芝地区総合支所管内","西新橋二丁目","146","172","318"
"20230901","芝地区総合支所管内","西新橋三丁目","341","406","747"
"20230901","芝地区総合支所管内","三田一丁目","1235","1627","2862"
"20230901","芝地区総合支所管内","三田二丁目","1550","1969","3519"
"20230901","芝地区総合支所管内","三田三丁目","644","720","1364"
"20230901","芝地区総合支所管内","浜松町一丁目","919","887","1806"
"20230901","芝地区総合支所管内","浜松町二丁目","108","96","204"
"20230901","芝地区総合支所管内","芝大門一丁目","320","324","644"
"20230901","芝地区総合支所管内","芝大門二丁目","329","300","629"
"20230901","芝地区総合支所管内","芝公園一丁目","103","114","217"
"20230901","芝地区総合支所管内","芝公園二丁目","270","277","547"
"20230901","芝地区総合支所管内","芝公園三丁目","104","135","239"
"20230901","芝地区総合支所管内","芝公園四丁目","36","24","60"
"20230901","芝地区総合支所管内","虎ノ門一丁目","173","157","330"
"20230901","芝地区総合支所管内","虎ノ門二丁目","11","8","19"
"20230901","芝地区総合支所管内","虎ノ門三丁目","757","853","1610"
"20230901","芝地区総合支所管内","虎ノ門四丁目","240","395","635"
"20230901","芝地区総合支所管内","虎ノ門五丁目","133","131","264"
"20230901","芝地区総合支所管内","愛宕一丁目","156","150","306"
"20230901","芝地区総合支所管内","愛宕二丁目","119","153","272"
"20230901","麻布地区総合支所管内","麻布狸穴町","227","264","491"
"20230901","麻布地区総合支所管内","麻布永坂町","74","105","179"
"20230901","麻布地区総合支所管内","南麻布一丁目","1514","2049","3563"
"20230901","麻布地区総合支所管内","南麻布二丁目","1422","1797","3219"
"20230901","麻布地区総合支所管内","南麻布三丁目","1041","1376","2417"
"20230901","麻布地区総合支所管内","南麻布四丁目","1106","1512","2618"
"20230901","麻布地区総合支所管内","南麻布五丁目","609","850","1459"
"20230901","麻布地区総合支所管内","元麻布一丁目","350","483","833"
"20230901","麻布地区総合支所管内","元麻布二丁目","597","762","1359"
"20230901","麻布地区総合支所管内","元麻布三丁目","494","601","1095"
"20230901","麻布地区総合支所管内","西麻布一丁目","686","672","1358"
"20230901","麻布地区総合支所管内","西麻布二丁目","1018","1092","2110"
"20230901","麻布地区総合支所管内","西麻布三丁目","1038","1301","2339"
"20230901","麻布地区総合支所管内","西麻布四丁目","1132","1379","2511"
"20230901","麻布地区総合支所管内","六本木一丁目","750","958","1708"
"20230901","麻布地区総合支所管内","六本木二丁目","349","267","616"
"20230901","麻布地区総合支所管内","六本木三丁目","1071","992","2063"
"20230901","麻布地区総合支所管内","六本木四丁目","463","441","904"
"20230901","麻布地区総合支所管内","六本木五丁目","745","878","1623"
"20230901","麻布地区総合支所管内","六本木六丁目","488","607","1095"
"20230901","麻布地区総合支所管内","六本木七丁目","803","863","1666"
"20230901","麻布地区総合支所管内","麻布台一丁目","67","66","133"
"20230901","麻布地区総合支所管内","麻布台二丁目","161","172","333"
"20230901","麻布地区総合支所管内","麻布台三丁目","396","407","803"
"20230901","麻布地区総合支所管内","麻布十番一丁目","427","434","861"
"20230901","麻布地区総合支所管内","麻布十番二丁目","1012","1266","2278"
"20230901","麻布地区総合支所管内","麻布十番三丁目","650","729","1379"
"20230901","麻布地区総合支所管内","麻布十番四丁目","144","237","381"
"20230901","麻布地区総合支所管内","東麻布一丁目","855","1098","1953"
"20230901","麻布地区総合支所管内","東麻布二丁目","887","973","1860"
"20230901","麻布地区総合支所管内","東麻布三丁目","333","396","729"
"20230901","赤坂地区総合支所管内","元赤坂一丁目","157","149","306"
"20230901","赤坂地区総合支所管内","元赤坂二丁目","134","100","234"
"20230901","赤坂地区総合支所管内","赤坂一丁目","187","244","431"
