"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20230901","赤坂地区総合支所管内","赤坂二丁目","1200","1179","2379"
"20230901","赤坂地区総合支所管内","赤坂三丁目","123","85","208"
"20230901","赤坂地区総合支所管内","赤坂四丁目","972","980","1952"
"20230901","赤坂地区総合支所管内","赤坂五丁目","275","390","665"
"20230901","赤坂地区総合支所管内","赤坂六丁目","1484","1632","3116"
"20230901","赤坂地区総合支所管内","赤坂七丁目","963","1110","2073"
"20230901","赤坂地区総合支所管内","赤坂八丁目","1094","1487","2581"
"20230901","赤坂地区総合支所管内","赤坂九丁目","904","830","1734"
"20230901","赤坂地区総合支所管内","南青山一丁目","902","1128","2030"
"20230901","赤坂地区総合支所管内","南青山二丁目","825","997","1822"
"20230901","赤坂地区総合支所管内","南青山三丁目","402","549","951"
"20230901","赤坂地区総合支所管内","南青山四丁目","1187","1423","2610"
"20230901","赤坂地区総合支所管内","南青山五丁目","472","589","1061"
"20230901","赤坂地区総合支所管内","南青山六丁目","670","841","1511"
"20230901","赤坂地区総合支所管内","南青山七丁目","1005","1281","2286"
"20230901","赤坂地区総合支所管内","北青山一丁目","435","668","1103"
"20230901","赤坂地区総合支所管内","北青山二丁目","185","255","440"
"20230901","赤坂地区総合支所管内","北青山三丁目","319","403","722"
"20230901","高輪地区総合支所管内","三田四丁目","1287","1670","2957"
"20230901","高輪地区総合支所管内","三田五丁目","2261","2955","5216"
"20230901","高輪地区総合支所管内","高輪一丁目","2620","3615","6235"
"20230901","高輪地区総合支所管内","高輪二丁目","2288","2948","5236"
"20230901","高輪地区総合支所管内","高輪三丁目","1716","2087","3803"
"20230901","高輪地区総合支所管内","高輪四丁目","1688","1836","3524"
"20230901","高輪地区総合支所管内","白金一丁目","1942","2537","4479"
"20230901","高輪地区総合支所管内","白金二丁目","849","1102","1951"
"20230901","高輪地区総合支所管内","白金三丁目","1418","1770","3188"
"20230901","高輪地区総合支所管内","白金四丁目","520","718","1238"
"20230901","高輪地区総合支所管内","白金五丁目","607","712","1319"
"20230901","高輪地区総合支所管内","白金六丁目","1344","1648","2992"
"20230901","高輪地区総合支所管内","白金台一丁目","319","465","784"
"20230901","高輪地区総合支所管内","白金台二丁目","1042","1339","2381"
"20230901","高輪地区総合支所管内","白金台三丁目","1278","1767","3045"
"20230901","高輪地区総合支所管内","白金台四丁目","694","976","1670"
"20230901","高輪地区総合支所管内","白金台五丁目","707","896","1603"
"20230901","芝浦港南地区総合支所管内","芝浦一丁目","1373","1350","2723"
"20230901","芝浦港南地区総合支所管内","芝浦二丁目","1568","1836","3404"
"20230901","芝浦港南地区総合支所管内","芝浦三丁目","756","841","1597"
"20230901","芝浦港南地区総合支所管内","芝浦四丁目","6189","6701","12890"
"20230901","芝浦港南地区総合支所管内","海岸二丁目","466","513","979"
"20230901","芝浦港南地区総合支所管内","海岸三丁目","1871","1558","3429"
"20230901","芝浦港南地区総合支所管内","港南一丁目","131","150","281"
"20230901","芝浦港南地区総合支所管内","港南二丁目","978","1100","2078"
"20230901","芝浦港南地区総合支所管内","港南三丁目","2262","2578","4840"
"20230901","芝浦港南地区総合支所管内","港南四丁目","3708","4279","7987"
"20230901","芝浦港南地区総合支所管内","港南五丁目","263","212","475"
"20230901","芝浦港南地区総合支所管内","台場一丁目","1654","1825","3479"
"20230901","芝浦港南地区総合支所管内","台場二丁目","366","398","764"

"町丁別選挙人名簿登録者数　令和5年9月1日時点","Ver202309",,,,
