地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,朝鮮,韓国,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,11113,5208,5905,9915,5,21,68,0,0,64,2,168,90,4174,292,0,0,115,97,48,0,2,1,133,1784,0,5,1,133,60,0,0,469,26,1234,0,64,7,19,175,7,651,0,0,329,1,5,8,5,1,2,1,4,0,6,28,36,0,1,0,3,30,0,3,0,0,0,2,0,0,2,0,3,2,6,5,13,57,0,12,3,1,0,0,67,11,7,0,0,0,0,1,0,2,0,0,1,0,75,1,0,0,2,0,0,0,1,0,0,1,0,2,0,1,14,0,0,0,2,7,0,0,0,0,0,0,4,0,1,0,0,10,2,1,9,0,1,0,0,0,0,0,3,2,0,11,0,0,0,0,0,361,0,0,0,51,0,2,2,0,4,2,0,1,7,9,0,1,0,0,0,2,280,0,0,365,8,4,181,4,17,3,0,3,139,0,1,5,62,40,5,0,0,0,13,0,0,1,1,2,0,0,0,6
4,13202,立川市,3859,1774,2085,3434,4,0,6,0,0,6,0,6,27,1678,83,0,0,53,32,9,0,0,0,109,717,0,3,0,17,19,0,0,127,1,331,0,4,0,7,52,1,142,0,0,108,0,0,0,1,1,0,2,1,0,3,20,12,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,2,1,1,9,0,4,9,3,0,0,23,2,7,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,163,0,0,0,15,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,140,0,0,107,3,0,63,1,4,0,0,2,34,0,0,0,16,14,0,0,0,0,2,0,0,0,0,0,0,0,0,2
4,13203,武蔵野市,2817,1404,1413,2100,0,0,13,0,0,12,0,10,10,902,157,1,0,26,21,10,0,1,1,21,525,0,0,1,24,7,0,0,112,7,82,0,1,1,18,42,4,91,0,0,231,1,3,1,1,0,0,6,4,0,1,43,21,0,1,0,9,12,1,1,0,0,0,0,0,0,0,0,1,3,4,2,1,19,0,15,3,1,0,0,74,1,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,385,1,0,0,48,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,329,0,0,37,2,0,17,2,8,0,0,1,6,0,0,1,46,37,0,0,1,0,8,0,0,0,0,0,0,0,0,1
4,13204,三鷹市,3376,1614,1762,2524,0,0,34,0,0,3,0,0,8,1030,174,0,0,37,25,6,0,0,0,34,670,0,7,0,28,16,0,0,73,3,175,0,4,1,11,53,2,130,0,0,333,1,2,4,2,5,0,1,2,0,3,54,25,0,4,2,1,28,0,0,0,0,0,4,0,0,1,0,4,0,6,3,3,35,0,12,21,3,0,1,93,8,4,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,3,4,0,1,0,5,0,0,2,1,0,0,0,0,3,0,1,3,5,1,0,1,1,0,0,374,0,0,1,52,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,313,0,0,42,4,2,23,4,3,1,0,0,4,0,0,1,60,41,2,2,0,0,14,0,1,0,0,0,0,0,0,3
4,13205,青梅市,1646,665,981,1342,2,0,1,0,0,7,0,1,3,333,86,0,0,4,25,3,0,1,0,18,211,0,2,0,4,0,0,0,27,8,401,0,1,0,1,59,1,143,0,0,28,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67,0,0,0,6,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,54,0,0,199,1,7,52,0,11,0,0,0,127,0,0,1,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
4,13206,府中市,4676,1987,2689,3833,23,0,34,0,0,18,2,21,17,1623,183,0,0,41,111,21,1,1,0,32,758,0,9,1,33,23,0,0,78,7,493,0,1,4,15,100,7,175,1,0,298,0,2,2,6,4,1,5,1,2,0,27,14,0,2,1,4,30,3,5,0,0,1,4,0,0,0,2,2,0,7,3,9,34,0,14,5,9,1,0,45,9,37,1,2,0,0,0,1,1,0,0,2,0,74,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,13,0,0,0,0,2,3,0,0,0,0,0,3,0,0,2,0,1,0,0,1,3,0,1,0,0,2,0,2,0,3,31,0,0,1,0,0,280,0,0,0,31,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,237,0,0,124,8,0,79,3,10,1,0,1,19,0,1,2,62,38,1,0,0,1,20,0,0,1,0,0,0,0,1,5
4,13207,昭島市,2467,1136,1331,2219,0,0,7,0,1,17,0,0,38,723,45,0,0,52,19,5,0,0,0,64,496,0,9,0,6,8,0,0,197,13,286,0,0,0,2,23,0,208,0,0,48,0,1,2,1,0,0,0,0,0,2,4,5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,4,1,0,0,7,2,8,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,58,0,0,103,2,1,43,0,2,1,0,0,54,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13208,調布市,4037,1926,2111,3543,1,0,38,0,0,9,0,1,20,1443,178,0,0,54,48,11,0,1,0,54,979,0,6,1,44,18,0,0,78,11,301,0,0,1,11,86,5,144,0,0,193,0,2,0,4,1,2,0,0,3,3,31,20,1,3,0,0,12,2,0,0,0,0,1,0,0,0,0,0,0,4,5,3,27,0,6,6,2,0,0,49,1,5,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,0,0,0,35,2,0,1,0,0,1,0,1,1,13,0,1,0,0,0,0,145,0,0,37,0,2,21,1,2,0,0,2,9,0,0,0,34,21,1,0,0,0,11,0,0,0,1,0,0,0,0,3
4,13209,町田市,5505,2602,2903,4701,0,0,17,0,0,22,0,16,37,2044,163,0,0,68,112,32,0,4,0,109,924,0,4,0,51,20,0,0,101,13,543,0,4,13,14,118,9,260,0,3,243,0,2,4,1,3,0,1,0,0,0,30,29,0,6,0,5,6,2,0,0,0,0,3,0,0,0,0,3,0,8,2,11,30,0,10,3,2,0,1,65,12,0,0,0,0,1,1,1,0,0,0,1,0,137,2,0,0,2,0,0,0,4,0,0,0,0,2,0,0,38,9,0,0,2,2,0,6,1,0,2,0,3,0,0,0,0,23,0,0,16,0,0,0,0,0,1,0,1,2,2,13,0,5,1,0,0,265,0,0,0,44,0,2,1,1,0,0,0,0,8,11,0,0,0,0,0,1,197,0,0,118,3,3,54,3,7,2,0,1,45,0,0,0,38,26,1,0,0,0,11,0,0,0,0,0,0,0,0,3
4,13210,小金井市,2379,1179,1200,1957,0,0,13,0,0,39,0,3,11,970,70,0,0,25,46,4,0,1,0,10,297,0,5,0,18,21,1,0,130,4,109,0,0,0,11,53,4,112,0,0,135,4,1,1,1,0,2,3,1,0,0,21,15,0,0,0,1,4,1,0,0,0,0,0,0,0,2,0,3,1,3,0,1,18,0,3,2,2,0,0,39,1,4,0,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,3,0,2,0,0,1,0,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,191,0,0,0,22,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,163,0,0,39,0,0,31,0,4,0,0,0,3,0,0,1,25,11,1,0,0,0,12,0,0,0,1,0,0,0,0,2
4,13211,小平市,4561,2184,2377,4091,40,0,12,0,1,32,0,16,10,1474,153,0,0,26,57,30,0,1,0,533,981,0,4,0,31,41,0,0,97,7,265,0,1,0,8,85,4,182,0,0,219,0,4,4,2,2,0,0,1,0,5,31,20,1,1,0,5,11,9,1,0,0,0,1,0,0,0,0,7,1,2,1,4,12,0,7,24,4,1,3,30,3,14,0,5,0,0,1,0,0,0,0,1,1,26,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,6,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,134,0,0,0,12,0,1,1,0,0,1,0,0,2,5,0,0,0,0,0,1,111,0,0,59,4,0,40,2,7,0,0,0,4,0,0,2,32,28,0,0,0,0,3,0,0,0,1,0,0,0,0,0
4,13212,日野市,2805,1346,1459,2508,0,1,33,0,0,4,0,7,26,1097,55,0,0,8,47,7,0,1,0,41,428,0,4,0,23,9,0,0,92,0,242,0,0,0,6,63,2,312,0,0,96,2,3,1,1,1,1,0,0,0,4,18,6,0,4,0,2,3,1,1,0,0,1,0,0,1,0,0,5,0,2,0,1,5,0,4,1,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,86,0,0,0,9,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,71,0,0,67,2,1,23,0,7,0,0,0,33,0,0,1,25,16,1,0,0,0,6,0,0,1,0,1,0,0,0,3
4,13213,東村山市,2524,1169,1355,2299,7,0,13,0,1,49,0,7,45,894,76,0,0,13,38,7,0,0,0,104,464,0,8,0,13,24,0,0,112,11,245,0,0,0,1,51,2,114,0,0,67,1,0,2,0,1,0,0,0,0,0,7,8,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,0,5,2,0,0,0,20,2,3,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,8,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,1,0,0,0,70,0,0,0,12,1,0,0,0,0,0,0,0,2,6,0,3,0,0,0,0,46,0,0,23,0,0,6,0,5,0,0,0,12,0,0,0,14,9,1,0,0,0,4,0,0,0,0,0,0,0,0,7
4,13214,国分寺市,1910,946,964,1662,5,0,3,0,0,6,0,0,22,805,79,0,0,5,10,1,0,0,0,39,341,0,0,0,23,4,0,0,114,2,97,0,1,0,0,20,1,84,0,0,115,0,0,2,5,1,0,0,0,0,2,21,7,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,12,0,8,3,0,0,0,21,6,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,83,0,0,0,16,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,63,0,0,12,1,0,9,0,0,0,0,0,2,0,0,0,17,8,0,0,0,0,9,0,0,0,0,0,0,0,0,3
4,13215,国立市,1509,712,797,1318,0,0,4,0,0,11,1,2,13,544,52,0,0,19,12,7,0,0,0,31,313,0,2,0,6,34,0,0,88,2,77,0,1,0,2,25,5,67,0,0,74,0,0,0,2,0,0,1,0,0,0,6,10,0,0,0,1,7,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2,9,0,2,0,2,0,0,16,1,5,0,1,0,0,0,0,0,0,0,4,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,78,0,0,0,8,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,65,0,0,12,0,0,5,0,1,0,0,0,6,0,0,0,16,9,0,0,0,0,7,0,0,0,0,0,0,0,0,1
4,13218,福生市,3359,1665,1694,2829,0,0,5,0,0,16,0,0,15,691,98,0,0,32,14,19,0,0,0,23,219,0,4,0,21,0,0,0,469,20,361,0,0,0,1,99,1,721,0,0,27,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,115,1,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,106,0,0,310,2,7,53,0,2,0,0,0,244,0,0,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3
4,13219,狛江市,1168,572,596,970,2,0,4,0,0,2,0,0,2,420,33,0,0,16,10,4,1,0,0,5,192,0,1,0,6,6,0,0,80,1,104,0,0,0,1,41,1,37,0,1,91,0,0,1,1,0,0,1,1,0,3,17,5,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,11,0,5,4,1,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,75,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,8,0,0,5,0,0,0,0,0,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4,13220,東大和市,1090,412,678,1016,0,0,1,0,0,1,0,1,2,361,26,0,0,4,13,2,0,0,0,114,192,0,0,0,4,0,0,0,19,2,240,0,0,0,0,19,0,15,0,0,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,1,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,23,0,0,13,0,0,11,0,0,1,0,0,1,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,1136,497,639,1036,0,0,14,0,0,10,0,3,51,405,30,0,0,5,18,16,0,0,0,26,149,0,1,0,3,1,0,0,49,10,173,0,1,0,1,24,0,46,0,0,21,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,48,0,0,0,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33,0,0,14,2,0,8,0,1,0,0,0,3,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13222,東久留米市,1822,761,1061,1409,4,0,5,0,0,6,0,0,17,566,46,0,0,48,20,5,0,0,0,14,296,0,1,0,8,3,0,0,26,3,246,0,0,1,13,37,2,42,0,0,78,0,1,2,2,0,0,0,1,1,5,8,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,6,0,1,8,0,2,1,1,0,0,24,1,0,0,0,0,0,0,0,0,0,0,1,0,30,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,262,0,0,0,32,0,0,1,0,1,2,0,0,0,3,2,0,0,0,0,1,220,0,0,26,3,0,15,0,1,0,0,1,6,0,0,0,17,14,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4,13223,武蔵村山市,1427,561,866,1268,0,0,3,0,0,8,0,2,6,528,15,0,0,3,12,7,0,0,0,20,145,0,2,0,6,6,0,0,4,3,331,0,0,0,0,29,0,138,0,0,8,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,108,0,0,93,0,1,0,0,0,14,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
4,13224,多摩市,2402,1045,1357,2140,0,0,12,0,0,5,0,4,12,963,62,0,0,24,26,8,1,1,0,18,499,0,0,0,19,17,0,0,71,7,227,0,0,0,8,25,2,129,0,0,106,0,1,0,0,0,1,0,0,0,1,17,17,0,1,0,1,9,1,0,0,0,0,0,0,0,1,0,3,0,6,0,5,14,0,3,6,1,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2,0,2,1,0,0,1,0,1,2,0,6,0,0,0,0,0,68,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,55,0,0,34,2,5,14,0,5,0,0,3,5,0,0,0,23,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0
4,13225,稲城市,1183,571,612,1030,0,0,0,0,0,0,0,0,12,405,34,0,0,7,18,7,0,0,0,17,254,0,2,0,5,7,0,0,17,6,170,0,0,0,1,24,0,44,0,0,46,0,1,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,0,1,0,0,0,16,2,1,0,0,0,0,1,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,42,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,31,0,0,26,2,1,11,0,1,0,0,0,11,0,0,0,25,13,0,0,0,0,10,0,0,0,0,1,0,0,1,1
4,13227,羽村市,1233,555,678,673,0,0,1,0,0,14,0,0,5,184,17,0,0,8,19,4,0,0,0,6,91,0,1,0,3,1,0,0,10,5,245,0,0,0,1,16,0,42,0,0,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,47,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,42,0,0,476,1,2,94,0,9,0,0,4,363,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13228,あきる野市,740,330,410,619,5,0,0,0,0,1,0,1,7,129,26,0,0,6,24,2,0,0,0,12,124,0,28,0,1,0,0,0,1,9,116,0,0,1,0,19,1,106,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,0,0,49,0,0,19,0,0,0,0,0,30,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4,13229,西東京市,3889,1972,1917,3445,0,0,28,0,0,14,0,7,37,1550,186,0,0,44,69,9,0,0,0,58,811,0,2,1,16,10,0,0,56,5,283,0,1,1,13,59,6,179,0,0,151,0,3,0,1,1,0,2,3,0,2,25,10,0,2,0,3,9,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,19,0,3,4,4,0,0,50,1,2,0,1,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,6,13,0,0,7,0,0,0,0,0,1,0,1,0,1,0,0,11,0,0,2,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,149,0,0,0,17,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,122,0,0,58,4,0,39,2,3,1,0,0,6,0,0,3,26,12,0,0,0,0,12,0,1,0,0,1,0,0,0,4
1,13550,町村部,1063,492,571,857,0,0,1,0,0,19,0,0,4,141,10,0,0,5,46,8,0,0,0,9,154,0,2,0,5,1,0,0,3,9,297,0,0,0,1,30,0,112,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,98,4,0,45,0,0,0,0,0,49,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1
2,13300,郡部,798,395,403,629,0,0,1,0,0,19,0,0,4,126,9,0,0,5,5,7,0,0,0,9,72,0,1,0,4,1,0,0,3,9,230,0,0,0,1,23,0,100,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,92,3,0,41,0,0,0,0,0,48,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13303,瑞穂町,675,346,329,542,0,0,1,0,0,18,0,0,3,106,8,0,0,5,3,7,0,0,0,9,53,0,0,0,4,0,0,0,2,9,204,0,0,0,1,19,0,90,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,85,2,0,37,0,0,0,0,0,46,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13305,日の出町,86,32,54,60,0,0,0,0,0,1,0,0,1,15,1,0,0,0,2,0,0,0,0,0,11,0,1,0,0,1,0,0,1,0,19,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,5,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
