,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,
品種,,合計,,,外貿,,,,,,,,,,,,,,,品種,,,,
,,,,,合計,,,定期航路,,,,,,,,,,,,,,,,
,,,,,,,,合計,,,北米西岸（メキシコ含む）,,,北米東岸（カリビア海含む）,,,北欧・地中海,,,,,,,
,,計,出貨,入貨,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,
合計,,"91,543,456","29,040,080","62,503,376","49,825,795","13,288,658","36,537,137","48,496,099","12,811,283","35,684,816","6,855,222","2,304,670","4,550,552","1,684,960","631,938","1,053,022","3,110,531","1,346,251","1,764,280",合計,,,,
農水産品,,"5,899,529","537,162","5,362,367","5,495,119","317,534","5,177,585","5,052,737","316,516","4,736,221","1,279,104","10,532","1,268,572","387,320",655,"386,665","169,394","41,958","127,436",農水産品,,,,
1,麦,"357,174","14,415","342,759","269,947",18,"269,929","25,661",18,"25,643","18,613",-,"18,613","1,196",-,"1,196","3,255",-,"3,255",1,麦,,,
2,米,"71,093","36,060","35,033","23,948","3,145","20,803","23,948","3,145","20,803","16,773","1,308","15,465",-,-,-,812,542,270,2,米,,,
3,とうもろこし,"8,898","1,854","7,044","7,164",120,"7,044","7,164",120,"7,044","5,140",60,"5,080",120,-,120,90,-,90,3,とうもろこし,,,
4,豆類,"168,727","14,996","153,731","149,303",342,"148,961","149,303",342,"148,961","112,901",113,"112,788","18,215",120,"18,095",165,3,162,4,豆類,,,
5,その他雑穀,"8,648","1,069","7,579","7,333",19,"7,314","7,333",19,"7,314","6,134",19,"6,115",270,-,270,60,-,60,5,その他雑穀,,,
6,野菜・果物,"2,064,169","119,709","1,944,460","1,925,366","34,597","1,890,769","1,732,280","34,597","1,697,683","192,261",857,"191,404","113,220",30,"113,190","10,359",110,"10,249",6,野菜・果物,,,
7,綿花,476,85,391,381,-,381,381,-,381,30,-,30,60,-,60,15,-,15,7,綿花,,,
8,その他農産品,"254,550","18,249","236,301","241,629","8,299","233,330","241,629","8,299","233,330","21,745","1,060","20,685","21,389",-,"21,389","31,296","1,260","30,036",8,その他農産品,,,
9,羊毛,959,126,833,833,-,833,833,-,833,30,-,30,-,-,-,270,-,270,9,羊毛,,,
10,その他畜産品,"1,740,884","59,454","1,681,430","1,705,841","35,191","1,670,650","1,705,841","35,191","1,670,650","833,697",720,"832,977","213,452",-,"213,452","52,382",459,"51,923",10,その他畜産品,,,
11,水産品,"1,223,951","271,145","952,806","1,163,374","235,803","927,571","1,158,364","234,785","923,579","71,780","6,395","65,385","19,398",505,"18,893","70,690","39,584","31,106",11,水産品,,,
林産品,,"1,260,547","112,618","1,147,929","1,142,773","24,010","1,118,763","1,058,269","24,010","1,034,259","455,160","1,095","454,065","14,057",-,"14,057","51,473",11,"51,462",林産品,,,,
12,原木,"6,594","2,987","3,607","6,457","2,870","3,587","6,457","2,870","3,587","1,347",-,"1,347",117,-,117,-,-,-,12,原木,,,
13,製材,"1,084,870","94,647","990,223","993,093","20,429","972,664","908,589","20,429","888,160","451,973",961,"451,012","13,865",-,"13,865","41,288",11,"41,277",13,製材,,,
14,樹脂類,"98,452","11,197","87,255","78,935",347,"78,588","78,935",347,"78,588",303,-,303,45,-,45,"2,820",-,"2,820",14,樹脂類,,,
15,木材チップ,"14,222",146,"14,076","13,315",123,"13,192","13,315",123,"13,192","1,073",-,"1,073",-,-,-,"7,365",-,"7,365",15,木材チップ,,,
16,その他林産品,"5,895","3,130","2,765",864,80,784,864,80,784,-,-,-,-,-,-,-,-,-,16,その他林産品,,,
17,薪炭,"50,514",511,"50,003","50,109",161,"49,948","50,109",161,"49,948",464,134,330,30,-,30,-,-,-,17,薪炭,,,
鉱産品,,"6,383,573","90,178","6,293,395","466,767","18,548","448,219","333,884","18,548","315,336","11,594","1,011","10,583","19,401",446,"18,955","24,902",269,"24,633",鉱産品,,,,
18,石炭,"129,533",256,"129,277","116,720",1,"116,719","41,920",1,"41,919",930,-,930,659,-,659,"8,942",-,"8,942",18,石炭,,,
19,鉄鉱石,259,31,228,259,31,228,259,31,228,44,21,23,-,-,-,30,-,30,19,鉄鉱石,,,
20,金属鉱,"13,848","4,090","9,758","9,764",6,"9,758","8,764",6,"8,758","1,218",-,"1,218",315,-,315,390,-,390,20,金属鉱,,,
21,砂利・砂,"4,475,085","49,017","4,426,068","26,071",923,"25,148","26,071",923,"25,148","1,543",-,"1,543","2,340",23,"2,317",680,84,596,21,砂利・砂,,,
22,石材,"1,154,396","6,481","1,147,915","98,174","3,213","94,961","98,174","3,213","94,961",798,54,744,912,-,912,"5,040",-,"5,040",22,石材,,,
23,原油,"1,958",38,"1,920","1,920",-,"1,920","1,920",-,"1,920","1,110",-,"1,110",15,-,15,-,-,-,23,原油,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,
25,石灰石,"364,528","1,100","363,428","2,879",-,"2,879","2,879",-,"2,879",224,-,224,30,-,30,15,-,15,25,石灰石,,,
26,原塩,"14,081",135,"13,946","10,479",33,"10,446","10,479",33,"10,446",484,1,483,150,-,150,"1,850",-,"1,850",26,原塩,,,
27,非金属鉱物,"229,885","29,030","200,855","200,501","14,341","186,160","143,418","14,341","129,077","5,243",935,"4,308","14,980",423,"14,557","7,955",185,"7,770",27,非金属鉱物,,,
金属機械工業品,,"30,156,781","14,030,298","16,126,483","14,077,695","5,514,161","8,563,534","13,989,723","5,486,887","8,502,836","2,050,581","1,617,445","433,136","506,574","428,716","77,858","1,009,207","655,681","353,526",金属機械工業品,,,,
28,鉄鋼,"107,266","50,369","56,897","95,535","49,453","46,082","75,117","34,294","40,823","2,528","2,371",157,177,13,164,"32,398","13,640","18,758",28,鉄鋼,,,
29,鋼材,"1,563,134","299,367","1,263,767","410,704","285,706","124,998","387,358","282,697","104,661","31,728","27,380","4,348","19,457","17,208","2,249","18,264","11,843","6,421",29,鋼材,,,
30,非鉄金属,"298,972","101,146","197,826","249,418","93,886","155,532","249,418","93,886","155,532","29,810","16,720","13,090","3,006","1,249","1,757","13,777","7,290","6,487",30,非鉄金属,,,
31,金属製品,"1,878,730","397,378","1,481,352","1,793,400","342,822","1,450,578","1,776,216","342,822","1,433,394","206,883","68,243","138,640","25,943","6,545","19,398","52,789","13,929","38,860",31,金属製品,,,
32,鉄道車両,"4,324","1,370","2,954","4,309","1,355","2,954","3,982","1,038","2,944",737,628,109,15,-,15,"2,492",113,"2,379",32,鉄道車両,,,
33,完成自動車,"14,151,554","8,099,541","6,052,013","132,414","104,643","27,771","132,414","104,643","27,771","10,305","4,183","6,122","5,696","4,948",748,"21,815","12,497","9,318",33,完成自動車,,,
34,その他輸送用車両,"135,672","18,262","117,410","107,968","2,790","105,178","99,914","2,790","97,124","4,374",736,"3,638",217,7,210,"2,063",140,"1,923",34,その他輸送用車両,,,
35,二輪自動車,"63,419","7,833","55,586","62,573","7,335","55,238","62,573","7,335","55,238","8,627",303,"8,324","5,097","4,452",645,"9,362","1,137","8,225",35,二輪自動車,,,
36,自動車部品,"2,651,174","1,640,199","1,010,975","2,559,104","1,610,295","948,809","2,559,104","1,610,295","948,809","942,187","829,618","112,569","140,900","122,416","18,484","184,208","98,838","85,370",36,自動車部品,,,
37,その他輸送機械,"606,300","136,215","470,085","393,623","43,923","349,700","385,368","43,923","341,445","23,819","20,062","3,757","12,748","11,931",817,"4,623","2,476","2,147",37,その他輸送機械,,,
38,産業機械,"3,764,129","2,130,101","1,634,028","3,509,439","1,953,004","1,556,435","3,509,388","1,953,004","1,556,384","520,853","446,909","73,944","240,714","224,665","16,049","441,176","324,243","116,933",38,産業機械,,,
39,電気機械,"4,016,224","786,866","3,229,358","3,955,949","743,798","3,212,151","3,955,754","743,798","3,211,956","190,395","140,577","49,818","36,895","30,018","6,877","139,236","100,102","39,134",39,電気機械,,,
40,測量・光学・医療用機械,"611,606","243,949","367,657","583,518","229,158","354,360","573,376","220,369","353,007","70,182","52,995","17,187","13,780","4,254","9,526","79,039","63,805","15,234",40,測量・光学・医療用機械,,,
41,事務用機器,"243,687","95,340","148,347","181,958","34,661","147,297","181,958","34,661","147,297","5,937","5,264",673,710,684,26,"5,599","4,864",735,41,事務用機器,,,
42,その他機械,"60,590","22,362","38,228","37,783","11,332","26,451","37,783","11,332","26,451","2,216","1,456",760,"1,219",326,893,"2,366",764,"1,602",42,その他機械,,,
