,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,
品種,,　　　　内貿,,,,,,,,,,,,,,,,,,品種,,,,
,,定期航路,,,,,,,,,,,,,,,不定期航路,,,,,,,
,,伊豆諸島,,,中部,,,近畿,,,九州,,,沖縄,,,合計,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,
合計,,"85,296","56,043","29,253","186,191","57,390","128,801","88,641","10,186","78,455","16,564,996","8,862,293","7,702,703","1,396,896","1,037,937","358,959","17,663,078","2,576,683","15,086,395",合計,,,,
農水産品,,"32,574","20,950","11,624","2,367","1,317","1,050",44,34,10,"24,270","16,180","8,090","61,400","49,980","11,420","170,664","94,846","75,818",農水産品,,,,
1,麦,-,-,-,-,-,-,-,-,-,"2,305","1,345",960,-,-,-,"74,897","5,492","69,405",1,麦,,,
2,米,-,-,-,-,-,-,-,-,-,"6,080","5,420",660,"27,060","27,060",-,210,210,-,2,米,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,734","1,734",-,3,とうもろこし,,,
4,豆類,-,-,-,-,-,-,-,-,-,"2,165",820,"1,345",-,-,-,"11,709","11,694",15,4,豆類,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,320,300,20,-,-,-,540,540,-,5,その他雑穀,,,
6,野菜・果物,"5,121","5,121",-,-,-,-,-,-,-,"8,120","6,640","1,480","34,340","22,920","11,420","38,191","37,805",386,6,野菜・果物,,,
7,綿花,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,85,75,10,7,綿花,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,450,405,45,-,-,-,"9,176","9,135",41,8,その他農産品,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126,126,-,9,羊毛,,,
10,その他畜産品,"7,935","7,935",-,-,-,-,-,-,-,"4,340",760,"3,580",-,-,-,"18,074","14,598","3,476",10,その他畜産品,,,
11,水産品,"19,518","7,894","11,624","2,367","1,317","1,050",44,34,10,480,480,-,-,-,-,"15,922","13,437","2,485",11,水産品,,,
林産品,,2,2,-,"1,100","1,100",-,-,-,-,"26,920","7,755","19,165",-,-,-,"40,567","36,491","4,076",林産品,,,,
12,原木,-,-,-,-,-,-,-,-,-,20,-,20,-,-,-,117,117,-,12,原木,,,
13,製材,2,2,-,"1,100","1,100",-,-,-,-,"11,755","1,160","10,595",-,-,-,"35,305","33,526","1,779",13,製材,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,"14,745","6,360","8,385",-,-,-,267,195,72,14,樹脂類,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,90,-,90,-,-,-,797,13,784,15,木材チップ,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,260,230,30,-,-,-,"4,021","2,580","1,441",16,その他林産品,,,
17,薪炭,-,-,-,-,-,-,-,-,-,50,5,45,-,-,-,60,60,-,17,薪炭,,,
鉱産品,,-,-,-,-,-,-,-,-,-,"9,425","2,355","7,070",-,-,-,"5,875,516","64,320","5,811,196",鉱産品,,,,
18,石炭,-,-,-,-,-,-,-,-,-,20,-,20,-,-,-,"12,793",255,"12,538",18,石炭,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,20,20,-,-,-,-,"4,024","4,024",-,20,金属鉱,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,"2,085",475,"1,610",-,-,-,"4,419,469","46,774","4,372,695",21,砂利・砂,,,
22,石材,-,-,-,-,-,-,-,-,-,"1,790","1,700",90,-,-,-,"1,053,262",628,"1,052,634",22,石材,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,-,23,原油,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,
25,石灰石,-,-,-,-,-,-,-,-,-,"1,850",120,"1,730",-,-,-,"358,804",-,"358,804",25,石灰石,,,
26,原塩,-,-,-,-,-,-,-,-,-,"3,500",-,"3,500",-,-,-,102,102,-,26,原塩,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,160,40,120,-,-,-,"27,024","12,499","14,525",27,非金属鉱物,,,
金属機械工業品,,575,230,345,"13,467","9,485","3,982",336,336,-,"12,857,769","7,081,886","5,775,883","473,830","357,415","116,415","1,352,623","112,832","1,239,791",金属機械工業品,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,"2,590",510,"2,080",-,-,-,296,221,75,28,鉄鋼,,,
29,鋼材,-,-,-,-,-,-,-,-,-,"51,425","7,995","43,430",-,-,-,"1,097,660","3,071","1,094,589",29,鋼材,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,"4,515","1,800","2,715",-,-,-,"44,574","5,450","39,124",30,非鉄金属,,,
31,金属製品,66,4,62,-,-,-,-,-,-,"23,420","8,165","15,255",-,-,-,"46,694","35,472","11,222",31,金属製品,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,32,鉄道車両,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,"12,387,360","6,805,670","5,581,690","387,632","301,637","85,995","25,161","16,338","8,823",33,完成自動車,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,"25,865","13,910","11,955",-,-,-,"1,416","1,356",60,34,その他輸送用車両,,,
35,二輪自動車,509,226,283,-,-,-,-,-,-,4,1,3,-,-,-,328,266,62,35,二輪自動車,,,
36,自動車部品,-,-,-,-,-,-,-,-,-,"27,470","15,715","11,755",-,-,-,"32,312","5,321","26,991",36,自動車部品,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,"112,930","57,340","55,590","30,420",-,"30,420","13,957","8,182","5,775",37,その他輸送機械,,,
38,産業機械,-,-,-,253,-,253,-,-,-,"190,415","150,450","39,965",-,-,-,"59,763","23,637","36,126",38,産業機械,,,
39,電気機械,-,-,-,"6,256","4,340","1,916",336,336,-,"13,900","10,585","3,315",-,-,-,"18,099","10,557","7,542",39,電気機械,,,
40,測量・光学・医療用機械,-,-,-,"5,836","4,079","1,757",-,-,-,125,45,80,-,-,-,"10,909","2,165","8,744",40,測量・光学・医療用機械,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,"2,550","2,545",5,"55,778","55,778",-,551,551,-,41,事務用機器,,,
42,その他機械,-,-,-,"1,122","1,066",56,-,-,-,"15,200","7,155","8,045",-,-,-,888,230,658,42,その他機械,,,
化学工業品,,"2,400",-,"2,400","1,456",152,"1,304",-,-,-,"170,110","99,945","70,165",-,-,-,"7,458,461","106,854","7,351,607",化学工業品,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,20,-,20,-,-,-,653,653,-,43,陶磁器,,,
44,セメント,"2,400",-,"2,400",-,-,-,-,-,-,"1,645",895,750,-,-,-,"2,845,716","27,767","2,817,949",44,セメント,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,"3,245","3,245",-,-,-,-,"1,732","1,405",327,45,ガラス類,,,
46,窯業品,-,-,-,-,-,-,-,-,-,"22,765","7,455","15,310",-,-,-,"38,764","22,733","16,031",46,窯業品,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,462","1,685","1,777",47,重油,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,823,823,-,48,揮発油,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,"2,695","1,995",700,-,-,-,"4,440,544","8,759","4,431,785",49,その他の石油,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,105,-,105,-,-,-,"6,736","6,689",47,51,LPG/液化石油ガス,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,775,685,90,-,-,-,833,667,166,52,その他石油製品,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"28,428","7,969","20,459",53,コークス,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,20,-,20,-,-,-,15,15,-,54,石炭製品,,,
55,化学薬品,-,-,-,-,-,-,-,-,-,"16,785","3,745","13,040",-,-,-,"57,304","7,804","49,500",55,化学薬品,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,"4,285","1,975","2,310",-,-,-,182,152,30,56,化学肥料,,,
57,その他化学工業品,-,-,-,"1,456",152,"1,304",-,-,-,"117,770","79,950","37,820",-,-,-,"33,269","19,733","13,536",57,その他化学工業品,,,
軽工業品,,"2,493","2,493",-,"8,235","5,264","2,971",298,298,-,"806,133","326,803","479,330","82,706","40,296","42,410","580,658","153,254","427,404",軽工業品,,,,
58,紙・パルプ,-,-,-,"1,097",-,"1,097",-,-,-,"346,083","76,488","269,595","7,440","4,480","2,960","321,619","49,901","271,718",58,紙・パルプ,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,459",380,"2,079",59,糸及び紡績半製品,,,
60,その他繊維工業品,-,-,-,215,215,-,-,-,-,40,10,30,-,-,-,"1,502","1,121",381,60,その他繊維工業品,,,
61,砂糖,-,-,-,"1,460","1,242",218,-,-,-,"9,155","8,035","1,120",-,-,-,"12,536","8,463","4,073",61,砂糖,,,
62,製造食品,248,248,-,"5,463","3,807","1,656",298,298,-,"166,895","103,695","63,200","21,876","11,736","10,140","34,638","29,271","5,367",62,製造食品,,,
63,飲料,"2,245","2,245",-,-,-,-,-,-,-,"253,850","132,715","121,135","53,390","24,080","29,310","33,957","33,775",182,63,飲料,,,
64,水,-,-,-,-,-,-,-,-,-,"16,510",295,"16,215",-,-,-,"1,630","1,613",17,64,水,,,
65,たばこ,-,-,-,-,-,-,-,-,-,"11,650","3,835","7,815",-,-,-,-,-,-,65,たばこ,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,"1,950","1,730",220,-,-,-,"172,317","28,730","143,587",66,その他食料工業品,,,
雑工業品,,"3,959","2,976",983,"12,126","10,277","1,849",186,186,-,"116,740","76,500","40,240","84,340","70,800","13,540","53,265","43,875","9,390",雑工業品,,,,
67,がん具,-,-,-,-,-,-,-,-,-,80,80,-,-,-,-,63,63,-,67,がん具,,,
68,衣服・身廻品・はきもの,-,-,-,"5,156","4,284",872,72,72,-,560,415,145,-,-,-,"6,562","3,367","3,195",68,衣服・身廻品・はきもの,,,
69,文房具・運動娯楽用品・楽器,-,-,-,"3,912","3,508",404,40,40,-,110,30,80,-,-,-,"6,052","3,191","2,861",69,文房具・運動娯楽用品・楽器,,,
70,家具装備品,-,-,-,"1,556","1,556",-,74,74,-,"14,000","3,070","10,930",-,-,-,"2,292","2,193",99,70,家具装備品,,,
71,その他日用品,"3,959","2,976",983,929,929,-,-,-,-,"42,465","34,185","8,280","84,340","70,800","13,540","9,369","7,947","1,422",71,その他日用品,,,
72,ゴム製品,-,-,-,573,-,573,-,-,-,"22,050","14,165","7,885",-,-,-,"3,800","3,065",735,72,ゴム製品,,,
