,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,6月,7月,0,0,8月,0,0,9月,0,0,10月,0,0,11月,0,0,12月,0,0,品種,
,,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,
合計,,"2,967,288","4,159,236","1,121,348","3,037,888","4,169,778","1,108,510","3,061,268","4,220,122","1,137,416","3,082,706","4,343,787","1,143,852","3,199,935","4,397,169","1,066,839","3,330,330","4,159,065","1,170,897","2,988,168",合計,
農水産品,,"424,336","450,719","21,404","429,315","427,493","17,305","410,188","414,334","13,677","400,657","426,283","17,087","409,196","477,244","17,214","460,030","451,915","22,151","429,764",農水産品,
1,麦,"28,586","37,738",-,"37,738","6,784",-,"6,784","7,007",3,"7,004","27,201",-,"27,201","26,027",-,"26,027","12,546",-,"12,546",1,麦
2,米,"1,035","1,630",160,"1,470","1,388",203,"1,185",797,287,510,448,403,45,588,333,255,"2,003",353,"1,650",2,米
3,とうもろこし,195,494,-,494,580,-,580,873,-,873,874,-,874,880,60,820,705,-,705,3,とうもろこし
4,豆類,"15,592","16,433",75,"16,358","14,311",6,"14,305","11,311",40,"11,271","5,621",-,"5,621","6,619",24,"6,595","8,309",14,"8,295",4,豆類
5,その他雑穀,330,810,-,810,300,-,300,169,19,150,"1,140",-,"1,140",870,-,870,900,-,900,5,その他雑穀
6,野菜・果物,"173,150","139,823",490,"139,333","148,852",982,"147,870","147,423","1,781","145,642","127,773","4,739","123,034","162,282","4,930","157,352","156,701","7,979","148,722",6,野菜・果物
7,綿花,-,-,-,-,30,-,30,34,-,34,30,-,30,30,-,30,-,-,-,7,綿花
8,その他農産品,"17,601","19,036",373,"18,663","19,164",494,"18,670","18,681",440,"18,241","18,934",521,"18,413","22,419",558,"21,861","23,737","1,990","21,747",8,その他農産品
9,羊毛,42,-,-,-,15,-,15,179,-,179,100,-,100,50,-,50,60,-,60,9,羊毛
10,その他畜産品,"128,057","147,678","2,777","144,901","150,269","2,845","147,424","136,753","2,175","134,578","147,268","3,201","144,067","154,122","3,225","150,897","142,383","3,724","138,659",10,その他畜産品
11,水産品,"59,748","87,077","17,529","69,548","85,800","12,775","73,025","91,107","8,932","82,175","96,894","8,223","88,671","103,357","8,084","95,273","104,571","8,091","96,480",11,水産品
林産業,,"101,674","95,213","2,037","93,176","93,902","1,506","92,396","82,281","1,402","80,879","102,502","1,682","100,820","90,469","1,968","88,501","82,941","2,270","80,671",林産業,
12,原木,157,333,210,123,208,-,208,84,15,69,785,123,662,328,138,190,436,256,180,12,原木
13,製材,"87,657","83,004","1,814","81,190","82,288","1,444","80,844","71,022","1,350","69,672","90,480","1,520","88,960","81,161","1,709","79,452","72,287","1,978","70,309",13,製材
14,樹脂類,"7,644","5,091",11,"5,080","6,375",30,"6,345","6,416",31,"6,385","7,108",3,"7,105","4,548",86,"4,462","6,066",6,"6,060",14,樹脂類
15,木材チップ,990,"1,080",-,"1,080","1,221",21,"1,200","1,236",6,"1,230",839,6,833,"1,056",6,"1,050",906,-,906,15,木材チップ
16,その他林産品,21,39,-,39,109,-,109,135,-,135,60,30,30,176,20,156,180,-,180,16,その他林産品
17,薪炭,"5,205","5,666",2,"5,664","3,701",11,"3,690","3,388",-,"3,388","3,230",-,"3,230","3,200",9,"3,191","3,066",30,"3,036",17,薪炭
鉱産品,,"25,689","26,101","1,612","24,489","63,593","1,425","62,168","28,895","1,329","27,566","53,144","1,810","51,334","30,684","1,683","29,001","27,487","1,711","25,776",鉱産品,
18,石炭,"3,190","2,683",-,"2,683","40,595",-,"40,595","4,079",-,"4,079","3,626",1,"3,625","5,225",-,"5,225","2,773",-,"2,773",18,石炭
19,鉄鉱石,38,-,-,-,21,21,-,60,-,60,15,-,15,60,-,60,-,-,-,19,鉄鉱石
20,金属鉱,480,840,-,840,615,-,615,789,-,789,"1,625",-,"1,625",643,-,643,330,-,330,20,金属鉱
21,砂利・砂,"1,928","1,845",42,"1,803","1,672",75,"1,597","1,736",98,"1,638","1,609",107,"1,502","2,251",155,"2,096","1,262",79,"1,183",21,砂利・砂
