,,,,,,,,,(単位：台）
月別,,合計,,,,北九州(門司地区),,,
,,計,バス,トラック,乗用車,計,バス,トラック,乗用車
合計,計,"159,143",152,"97,966","61,025","159,143",152,"97,966","61,025"
,移出,"88,713",71,"51,504","37,138","88,713",71,"51,504","37,138"
,移入,"70,430",81,"46,462","23,887","70,430",81,"46,462","23,887"
１月,移出,"6,232",4,"3,711","2,517","6,232",4,"3,711","2,517"
,移入,"4,822",1,"3,106","1,715","4,822",1,"3,106","1,715"
２月,移出,"7,553",2,"4,092","3,459","7,553",2,"4,092","3,459"
,移入,"5,252",3,"3,541","1,708","5,252",3,"3,541","1,708"
３月,移出,"9,694",22,"4,963","4,709","9,694",22,"4,963","4,709"
,移入,"7,486",14,"4,333","3,139","7,486",14,"4,333","3,139"
４月,移出,"7,871",8,"4,470","3,393","7,871",8,"4,470","3,393"
,移入,"6,801",11,"4,061","2,729","6,801",11,"4,061","2,729"
５月,移出,"6,577",3,"3,770","2,804","6,577",3,"3,770","2,804"
,移入,"5,365",4,"3,297","2,064","5,365",4,"3,297","2,064"
６月,移出,"7,074",6,"4,484","2,584","7,074",6,"4,484","2,584"
,移入,"5,811",5,"4,075","1,731","5,811",5,"4,075","1,731"
７月,移出,"6,756",5,"4,321","2,430","6,756",5,"4,321","2,430"
,移入,"5,845",6,"4,253","1,586","5,845",6,"4,253","1,586"
８月,移出,"7,420",4,"4,235","3,181","7,420",4,"4,235","3,181"
,移入,"6,275",4,"3,999","2,272","6,275",4,"3,999","2,272"
９月,移出,"7,503",2,"4,241","3,260","7,503",2,"4,241","3,260"
,移入,"5,777",10,"3,848","1,919","5,777",10,"3,848","1,919"
１０月,移出,"8,191",8,"4,850","3,333","8,191",8,"4,850","3,333"
,移入,"5,937",11,"4,097","1,829","5,937",11,"4,097","1,829"
１１月,移出,"6,977",1,"4,194","2,782","6,977",1,"4,194","2,782"
,移入,"5,556",4,"3,834","1,718","5,556",4,"3,834","1,718"
１２月,移出,"6,865",6,"4,173","2,686","6,865",6,"4,173","2,686"
,移入,"5,503",8,"4,018","1,477","5,503",8,"4,018","1,477"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
