,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,, 　             ヨーロッパ,,,,,北アメリカ,,,,,,,,,,,,,,,品種,,,,,,
,,スロベニア,ジョージア,,,,計,カナダ,,,,,,,,,,アメリカ,,,,,,,,,,
,,"諸港
(スロベニア)",小計,バツーミ,ポティ,"諸港
（ジョージア）",,小計,ハリファクス,セントジョン,モントリオール,"プリンス
ルーパート",バンクーバー,ナナイモ,ポートアルバーニ,"ﾆｭｰｳｴｽ
ﾄﾐﾝｽﾀｰ",諸港(カナダ),小計,"ポートランド,
メーン州",ボストン,ニューヨーク,,,,,,,
合計,,30,57,15,30,12,"6,034,302","1,501,255","2,760",226,"2,270","27,880","1,378,867","69,564","11,780","7,741",167,"4,323,326","9,490",946,"19,698",合計,,,,,,
農水産品,,-,-,-,-,-,"1,969,482","549,269","1,110",-,25,150,"543,153",-,"4,831",-,-,"1,284,561","9,490",43,68,農水産品,,,,,,
1,麦,-,-,-,-,-,"243,197","118,899",-,-,-,30,"114,038",-,"4,831",-,-,"124,298","9,490",-,-,1,麦,,,,,
2,米,-,-,-,-,-,"15,465",-,-,-,-,-,-,-,-,-,-,"15,465",-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,"5,115",435,-,-,-,-,435,-,-,-,-,"4,680",-,-,30,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,"141,061","86,721",-,-,-,120,"86,601",-,-,-,-,"54,340",-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,"6,564",75,-,-,-,-,75,-,-,-,-,"6,489",-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,"384,062","5,733",840,-,-,-,"4,893",-,-,-,-,"275,104",-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,90,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,"45,246","3,194",-,-,-,-,"3,194",-,-,-,-,"37,287",-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,"1,063,968","326,272",60,-,25,-,"326,187",-,-,-,-,"713,409",-,-,30,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,"64,714","7,940",210,-,-,-,"7,730",-,-,-,-,"53,399",-,43,8,11,水産品,,,,,
林産品,,30,-,-,-,-,"582,248","507,737",-,-,-,562,"422,921","69,564","6,949","7,741",-,"74,460",-,347,475,林産品,,,,,,
12,原木,-,-,-,-,-,"1,374",322,-,-,-,-,322,-,-,-,-,"1,052",-,-,-,12,原木,,,,,
13,製材,30,-,-,-,-,"578,951","506,485",-,-,-,562,"421,669","69,564","6,949","7,741",-,"72,422",-,347,475,13,製材,,,,,
14,樹脂類,-,-,-,-,-,340,-,-,-,-,-,-,-,-,-,-,333,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,"1,223",930,-,-,-,-,930,-,-,-,-,293,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,360,-,-,-,-,-,-,-,-,-,-,360,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,"31,178","4,931",330,226,"1,730",-,"2,495",-,-,-,150,"25,694",-,-,259,鉱産品,,,,,,
18,石炭,-,-,-,-,-,"4,398","3,019",60,226,"1,548",-,"1,035",-,-,-,150,"1,379",-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,23,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,"1,213",-,-,-,-,-,-,-,-,-,-,"1,213",-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,"4,038",229,-,-,-,-,229,-,-,-,-,"3,809",-,-,150,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,"1,093",31,-,-,-,-,31,-,-,-,-,721,-,-,79,22,石材,,,,,
23,原油,-,-,-,-,-,"1,125",-,-,-,-,-,-,-,-,-,-,"1,125",-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,254,-,-,-,-,-,-,-,-,-,-,254,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,633,-,-,-,-,-,-,-,-,-,-,633,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,"18,401","1,652",270,-,182,-,"1,200",-,-,-,-,"16,537",-,-,30,27,非金属鉱物,,,,,
金属機械工業品,,-,30,-,30,-,"491,622","42,053",60,-,153,105,"41,718",-,-,-,17,"418,598",-,57,"1,610",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,375,30,-,-,-,-,30,-,-,-,-,345,-,-,144,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,"5,079",157,-,-,-,-,157,-,-,-,-,"4,798",-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,"14,389","2,236",-,-,-,-,"2,236",-,-,-,-,"12,033",-,-,207,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,-,"159,483","8,225",-,-,60,60,"8,105",-,-,-,-,"145,797",-,-,523,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,124,-,-,-,-,-,-,-,-,-,-,124,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,"7,667","1,885",-,-,-,-,"1,885",-,-,-,-,"4,866",-,4,3,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,"1,438",165,-,-,-,-,165,-,-,-,-,"1,273",-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,"8,796",402,-,-,-,-,402,-,-,-,-,"8,394",-,-,3,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,"133,945","17,817",30,-,78,45,"17,647",-,-,-,17,"105,171",-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,"3,787",468,-,-,-,-,468,-,-,-,-,"3,319",-,-,48,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,-,"75,332","6,423",30,-,-,-,"6,393",-,-,-,-,"63,455",-,2,337,38,産業機械,,,,,
39,電気機械,-,30,-,30,-,"52,293",790,-,-,-,-,790,-,-,-,-,"45,173",-,6,61,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,"26,922","3,425",-,-,15,-,"3,410",-,-,-,-,"21,888",-,30,259,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,348,15,-,-,-,-,15,-,-,-,-,333,-,15,25,41,事務用機器,,,,,
