,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,   　           ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,スペイン,,イタリア,,,,,,,,,,,,,,,,,,,,,,,,
,,ビゴ,諸港(スペイン),小計,トリエステ,ベネチア,ジェノバ,ラスペチア,リボルノ,ナポリ,カリアーリ,パレルモ,カタニア,バリ,アンコナ,ラベンナ,トラパーニ,チィビタベッキア,ジオイアタウロ,サレルノ,諸港(イタリア),,,,,,,
合計,,"1,848",417,"169,654","26,740","9,285","48,348","23,663","1,065","37,381",195,"1,955",533,"2,466","4,085","2,300",157,105,"7,353","3,652",371,合計,,,,,,
農水産品,,"1,375",36,"12,532",360,375,"4,026","3,478",-,475,-,34,-,-,"1,470",144,-,-,"2,130",-,40,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,144,-,-,-,-,-,-,-,-,-,-,-,144,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,15,6,"4,069",-,15,149,28,-,219,-,28,-,-,"1,470",-,-,-,"2,130",-,30,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,536,-,-,168,96,-,256,-,6,-,-,-,-,-,-,-,-,10,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,763,30,"7,768",360,360,"3,694","3,354",-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,597,-,15,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,"9,435","8,850",15,-,-,-,570,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,"9,435","8,850",15,-,-,-,570,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,"1,241",-,58,105,45,-,114,45,814,-,-,45,-,-,15,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,30,-,-,15,-,-,-,15,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,382,-,58,90,45,-,114,15,-,-,-,45,-,-,15,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,814,-,-,-,-,-,-,-,814,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,15,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,104,"18,241","1,723","2,823","7,087","4,004",5,"1,103",-,-,-,-,415,30,15,30,-,954,52,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,30,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,15,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,1,"1,106",330,334,352,-,-,-,-,-,-,-,90,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,164,-,15,14,120,-,-,-,-,-,-,-,15,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,92,-,2,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,660,-,118,180,356,-,-,-,-,-,-,-,6,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,"2,864",-,-,"2,659",64,-,111,-,-,-,-,-,-,-,-,-,30,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,15,1,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,43,"10,299","1,277","1,873","2,673","2,398",5,962,-,-,-,-,126,9,-,-,-,924,52,38,産業機械,,,,,
39,電気機械,-,60,"1,740",15,481,803,167,-,30,-,-,-,-,199,-,15,30,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,"1,256",100,-,316,840,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,105,"23,017","1,326","2,432","8,999","5,697",940,"2,345",30,31,360,60,443,30,82,-,10,217,15,化学工業品,,,,,,
43,陶磁器,-,-,"4,038",-,63,188,"3,772",-,15,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
