,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,              アフリカ,,,,,,,,,,,,,,,,,太洋州,,,品種,,,,,,
,,トーゴ,,ケニア,,モザンビーク,,,南アフリカ,,,,タンザニア,,モーリシャス,,ナミビア,,計,オーストラリア,,,,,,,,
,,小計,ロメ,小計,モンバサ,小計,ナカラ,マプト,小計,ダーバン,ケープタウン,諸港(南アフリカ),小計,ダルエスサラム,小計,ポートルイス,小計,ウォルビスベイ,,小計,ブリスベーン,,,,,,,
合計,,3,3,30,30,25,19,6,"16,745","14,475","2,015",255,15,15,465,465,435,435,"411,021","99,154","1,716",合計,,,,,,
農水産品,,-,-,-,-,19,19,-,"14,894","13,977",767,150,-,-,450,450,-,-,"187,221","23,210","1,252",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"22,476","22,267",930,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,255,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,375,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,"14,142","13,947",45,150,-,-,-,-,-,-,"133,506",432,232,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,-,"1,663",90,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,"23,761",226,90,10,その他畜産品,,,,,
11,水産品,-,-,-,-,19,19,-,707,-,707,-,-,-,450,450,-,-,"4,885",195,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"28,146",54,15,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,941",54,15,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
