,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,     　         ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,ロシア,,,,,,,オランダ,,,ベルギー,,,,ギリシャ,,,,ルーマニア,,,,,,,,
,,小計,"サンクト・ペテ
ルスブルグ",ナホトカ,ボストーチヌイ,ウラジオストック,ノボロシースク,諸港(ロシア),小計,ロッテルダム,諸港(オランダ),小計,アントワープ,ゼーブルッゲ,諸港(ベルギー),小計,テサロニキ,ピレエフス,イラクリオン,小計,コンスタンツア,,,,,,,
合計,,"134,423","5,261","15,400","92,772","18,061",11,"2,918","513,695","513,590",105,"63,691","63,391",120,180,"4,594","1,818","2,767",9,"19,785","19,785",合計,,,,,,
農水産品,,"7,203",39,-,20,"5,761",-,"1,383","55,633","55,633",-,"3,980","3,980",-,-,165,45,120,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,75,75,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,45,45,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,"1,761","1,761",-,725,725,-,-,120,45,75,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,"15,141","15,141",-,"2,580","2,580",-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,45,45,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,549,9,-,-,540,-,-,"10,131","10,131",-,555,555,-,-,15,-,15,-,-,-,10,その他畜産品,,,,,
11,水産品,"6,654",30,-,20,"5,221",-,"1,383","28,555","28,555",-,-,-,-,-,30,-,30,-,-,-,11,水産品,,,,,
林産品,,"40,710","2,460",-,"28,890","8,850",-,510,"30,726","30,726",-,383,383,-,-,-,-,-,-,"8,190","8,190",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"40,710","2,460",-,"28,890","8,850",-,510,"30,696","30,696",-,383,383,-,-,-,-,-,-,"8,190","8,190",13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"75,370",-,"15,400","59,520",450,-,-,"1,922","1,922",-,187,187,-,-,375,60,315,-,-,-,鉱産品,,,,,,
18,石炭,"74,800",-,"15,400","59,400",-,-,-,"1,682","1,682",-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,180,-,-,120,60,-,-,-,-,-,142,142,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,180,-,-,-,180,-,-,120,120,-,15,15,-,-,165,60,105,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,210,-,-,-,210,-,-,90,90,-,30,30,-,-,210,-,210,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,297,75,-,-,30,11,181,"52,053","51,993",60,"6,223","6,223",-,-,81,3,78,-,135,135,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,360,360,-,195,195,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,519,519,-,89,89,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,"1,239","1,239",-,161,161,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,282,60,-,-,30,11,181,"8,637","8,577",60,"2,753","2,753",-,-,75,-,75,-,50,50,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,618,618,-,25,25,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,231,231,-,31,31,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,15,15,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,-,"9,595","9,595",-,57,57,-,-,-,-,-,-,30,30,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,194,194,-,18,18,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,-,-,-,"20,776","20,776",-,973,973,-,-,6,3,3,-,33,33,38,産業機械,,,,,
39,電気機械,15,15,-,-,-,-,-,"5,771","5,771",-,83,83,-,-,-,-,-,-,22,22,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,"3,674","3,674",-,"1,823","1,823",-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,45,45,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,394,394,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
