,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,0,0,1月,0,0,2月,0,0,3月,0,0,4月,0,0,5月,0,0,6月,品種,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,,
合計,,"41,717,661","15,751,422","25,966,239","3,161,728","1,232,454","1,929,274","3,423,388","1,298,038","2,125,350","3,796,928","1,487,102","2,309,826","3,594,721","1,383,274","2,211,447","3,330,841","1,268,768","2,062,073","3,569,217",合計,
農水産品,,"404,410","219,628","184,782","40,277","24,747","15,530","39,567","19,198","20,369","39,496","26,428","13,068","24,312","17,654","6,658","40,335","22,262","18,073","21,801",農水産品,
1,麦,"87,227","14,397","72,830","5,608","1,629","3,979","13,256","1,110","12,146","5,621","1,651","3,970",680,500,180,"9,570",950,"8,620",860,1,麦
2,米,"47,145","32,915","14,230","2,995","2,035",960,"3,040","2,090",950,"5,810","4,795","1,015","3,895","2,885","1,010","3,600","2,555","1,045","3,715",2,米
3,とうもろこし,"1,734","1,734",-,45,45,-,30,30,-,45,45,-,45,45,-,30,30,-,30,3,とうもろこし
4,豆類,"19,424","14,654","4,770","2,330","2,130",200,"2,100","1,880",220,"2,564","2,249",315,"1,625","1,325",300,847,562,285,"1,900",4,豆類
5,その他・雑穀,"1,315","1,050",265,140,115,25,265,240,25,205,180,25,250,225,25,40,20,20,55,5,その他雑穀
6,野菜・果物,"138,803","85,112","53,691","16,013","9,837","6,176","11,736","7,011","4,725","12,630","7,675","4,955","10,198","7,243","2,955","12,347","8,716","3,631","8,675",6,野菜・果物
7,綿花,95,85,10,60,60,-,-,-,-,-,-,-,25,25,-,-,-,-,-,7,綿花
8,その他農産品,"12,921","9,950","2,971","1,616","1,376",240,"2,056","1,911",145,"2,328","2,238",90,760,615,145,"1,097",932,165,"1,036",8,その他農産品
9,羊毛,126,126,-,15,15,-,27,27,-,18,18,-,15,15,-,-,-,-,27,9,羊毛
10,その他畜産品,"35,043","24,263","10,780","2,849","2,524",325,"3,039","2,444",595,"4,002","3,277",725,"2,915","2,300",615,"3,626","3,371",255,"1,369",10,その他畜産品
