,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,城南島,,,中央防波堤,,,,,,,,,,,,民間,,,品種,,,,,,,
,,城南島建設発生土ふ頭,,,合計,,,中央防波堤内側ばら物ふ頭,,,中央防波堤内側建設発生土ふ頭,,,中央防波堤内側内貿ふ頭,,,合計,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"1,010,054","1,010,054",-,"1,313,288","797,424","515,864","47,786","14,729","33,057","280,124","280,124",-,"985,378","502,571","482,807","12,094,927","715,711","11,379,216",合計,,,,,,,
農水産品,,-,-,-,"79,255","16,990","62,265",-,-,-,-,-,-,"79,255","16,990","62,265",-,-,-,農水産品,,,,,,,
1,麦,-,-,-,"9,310","6,845","2,465",-,-,-,-,-,-,"9,310","6,845","2,465",-,-,-,1,麦,,,,,,
2,米,-,-,-,"13,795",225,"13,570",-,-,-,-,-,-,"13,795",225,"13,570",-,-,-,2,米,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,-,-,-,"5,445","2,035","3,410",-,-,-,-,-,-,"5,445","2,035","3,410",-,-,-,4,豆類,,,,,,
5,その他雑穀,-,-,-,455,210,245,-,-,-,-,-,-,455,210,245,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,-,-,-,"43,510","7,130","36,380",-,-,-,-,-,-,"43,510","7,130","36,380",-,-,-,6,野菜・果物,,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,-,-,-,"3,295",410,"2,885",-,-,-,-,-,-,"3,295",410,"2,885",-,-,-,8,その他農産品,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,-,-,-,"2,030",-,"2,030",-,-,-,-,-,-,"2,030",-,"2,030",-,-,-,10,その他畜産品,,,,,,
11,水産品,-,-,-,"1,415",135,"1,280",-,-,-,-,-,-,"1,415",135,"1,280",-,-,-,11,水産品,,,,,,
林産品,,-,-,-,"12,060","6,135","5,925",-,-,-,-,-,-,"12,060","6,135","5,925",58,-,58,林産品,,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,-,-,-,"6,600","1,415","5,185",-,-,-,-,-,-,"6,600","1,415","5,185",-,-,-,13,製材,,,,,,
14,樹脂類,-,-,-,"4,505","4,295",210,-,-,-,-,-,-,"4,505","4,295",210,-,-,-,14,樹脂類,,,,,,
