15,木材チップ,-,-,-,20,10,10,-,-,-,-,-,-,20,10,10,58,-,58,15,木材チップ,,,,,,
16,その他林産品,-,-,-,640,130,510,-,-,-,-,-,-,640,130,510,-,-,-,16,その他林産品,,,,,,
17,薪炭,-,-,-,295,285,10,-,-,-,-,-,-,295,285,10,-,-,-,17,薪炭,,,,,,
鉱産品,,-,-,-,"24,258","10,610","13,648","19,238","6,700","12,538",-,-,-,"5,020","3,910","1,110","3,690,819","5,900","3,684,919",鉱産品,,,,,,,
18,石炭,-,-,-,"12,538",-,"12,538","12,538",-,"12,538",-,-,-,-,-,-,-,-,-,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,-,-,-,40,40,-,-,-,-,-,-,-,40,40,-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,-,-,-,"1,660",845,815,-,-,-,-,-,-,"1,660",845,815,"3,295,699","5,900","3,289,799",21,砂利・砂,,,,,,
22,石材,-,-,-,"1,170",940,230,-,-,-,-,-,-,"1,170",940,230,"254,540",-,"254,540",22,石材,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,-,-,-,995,980,15,-,-,-,-,-,-,995,980,15,"140,580",-,"140,580",25,石灰石,,,,,,
26,原塩,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,,
27,非金属鉱物,-,-,-,"7,855","7,805",50,"6,700","6,700",-,-,-,-,"1,155","1,105",50,-,-,-,27,非金属鉱物,,,,,,
金属機械工業品,,-,-,-,"79,116","34,435","44,681",120,60,60,-,-,-,"78,996","34,375","44,621","758,255",109,"758,146",金属機械工業品,,,,,,,
28,鉄鋼,-,-,-,"8,845",185,"8,660",-,-,-,-,-,-,"8,845",185,"8,660",-,-,-,28,鉄鋼,,,,,,
29,鋼材,-,-,-,"3,345","2,595",750,-,-,-,-,-,-,"3,345","2,595",750,"757,888",-,"757,888",29,鋼材,,,,,,
30,非鉄金属,-,-,-,465,10,455,-,-,-,-,-,-,465,10,455,-,-,-,30,非鉄金属,,,,,,
31,金属製品,-,-,-,"15,150","10,915","4,235",-,-,-,-,-,-,"15,150","10,915","4,235",-,-,-,31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,-,-,-,"2,710","2,046",664,-,-,-,-,-,-,"2,710","2,046",664,-,-,-,33,完成自動車,,,,,,
34,その他輸送用車両,-,-,-,423,206,217,-,-,-,-,-,-,423,206,217,35,35,-,34,その他輸送用車両,,,,,,
35,二輪自動車,-,-,-,5,5,-,-,-,-,-,-,-,5,5,-,-,-,-,35,二輪自動車,,,,,,
36,自動車部品,-,-,-,"32,288","8,868","23,420",-,-,-,-,-,-,"32,288","8,868","23,420",-,-,-,36,自動車部品,,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,,
38,産業機械,-,-,-,"4,255","3,040","1,215",60,30,30,-,-,-,"4,195","3,010","1,185",332,74,258,38,産業機械,,,,,,
39,電気機械,-,-,-,"4,265","3,310",955,-,-,-,-,-,-,"4,265","3,310",955,-,-,-,39,電気機械,,,,,,
40,測量・光学・医療用機械,-,-,-,105,55,50,-,-,-,-,-,-,105,55,50,-,-,-,40,測量・光学・医療用機械,,,,,,
41,事務用機器,-,-,-,"2,850","1,805","1,045",-,-,-,-,-,-,"2,850","1,805","1,045",-,-,-,41,事務用機器,,,,,,
42,その他機械,-,-,-,"4,410","1,395","3,015",60,30,30,-,-,-,"4,350","1,365","2,985",-,-,-,42,その他機械,,,,,,
化学工業品,,-,-,-,"105,257","75,465","29,792","28,428","7,969","20,459",-,-,-,"76,829","67,496","9,333","7,182,185","246,683","6,935,502",化学工業品,,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,
44,セメント,-,-,-,"1,000",950,50,-,-,-,-,-,-,"1,000",950,50,"2,227,234",-,"2,227,234",44,セメント,,,,,,
45,ガラス類,-,-,-,"13,110","12,215",895,-,-,-,-,-,-,"13,110","12,215",895,-,-,-,45,ガラス類,,,,,,
46,窯業品,-,-,-,940,940,-,-,-,-,-,-,-,940,940,-,-,-,-,46,窯業品,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"503,471","242,688","260,783",47,重油,,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,,
49,その他の石油,-,-,-,"9,865","9,690",175,-,-,-,-,-,-,"9,865","9,690",175,"4,431,655",-,"4,431,655",49,その他の石油,,,,,,
50,LNG/液化天然ガス,-,-,-,20,-,20,-,-,-,-,-,-,20,-,20,-,-,-,50,LNG/液化天然ガス,,,,,,
51,LPG/液化石油ガス,-,-,-,45,45,-,-,-,-,-,-,-,45,45,-,-,-,-,51,LPG/液化石油ガス,,,,,,
52,その他石油製品,-,-,-,"2,405","2,275",130,-,-,-,-,-,-,"2,405","2,275",130,"19,825","3,995","15,830",52,その他石油製品,,,,,,
53,コークス,-,-,-,"28,428","7,969","20,459","28,428","7,969","20,459",-,-,-,-,-,-,-,-,-,53,コークス,,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,,
55,化学薬品,-,-,-,"41,734","35,926","5,808",-,-,-,-,-,-,"41,734","35,926","5,808",-,-,-,55,化学薬品,,,,,,
56,化学肥料,-,-,-,"3,700","1,755","1,945",-,-,-,-,-,-,"3,700","1,755","1,945",-,-,-,56,化学肥料,,,,,,
57,その他化学工業品,-,-,-,"4,010","3,700",310,-,-,-,-,-,-,"4,010","3,700",310,-,-,-,57,その他化学工業品,,,,,,
軽工業品,,-,-,-,"364,655","167,070","197,585",-,-,-,-,-,-,"364,655","167,070","197,585","58,780","58,780",-,軽工業品,,,,,,,
58,紙・パルプ,-,-,-,"113,505","18,450","95,055",-,-,-,-,-,-,"113,505","18,450","95,055",-,-,-,58,紙・パルプ,,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,,
60,その他繊維工業品,-,-,-,80,70,10,-,-,-,-,-,-,80,70,10,-,-,-,60,その他繊維工業品,,,,,,
61,砂糖,-,-,-,"64,790","3,665","61,125",-,-,-,-,-,-,"64,790","3,665","61,125",-,-,-,61,砂糖,,,,,,
62,製造食品,-,-,-,"65,930","39,320","26,610",-,-,-,-,-,-,"65,930","39,320","26,610",-,-,-,62,製造食品,,,,,,
63,飲料,-,-,-,"107,545","97,570","9,975",-,-,-,-,-,-,"107,545","97,570","9,975",-,-,-,63,飲料,,,,,,
64,水,-,-,-,"4,700",745,"3,955",-,-,-,-,-,-,"4,700",745,"3,955","58,780","58,780",-,64,水,,,,,,
65,たばこ,-,-,-,"4,950","4,950",-,-,-,-,-,-,-,"4,950","4,950",-,-,-,-,65,たばこ,,,,,,
66,その他食料工業品,-,-,-,"3,155","2,300",855,-,-,-,-,-,-,"3,155","2,300",855,-,-,-,66,その他食料工業品,,,,,,
雑工業品,,-,-,-,"157,694","139,859","17,835",-,-,-,-,-,-,"157,694","139,859","17,835",-,-,-,雑工業品,,,,,,,
67,がん具,-,-,-,35,35,-,-,-,-,-,-,-,35,35,-,-,-,-,67,がん具,,,,,,
68,衣服・身廻品・はきもの,-,-,-,385,355,30,-,-,-,-,-,-,385,355,30,-,-,-,68,衣服・身廻品・はきもの,,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,290,240,50,-,-,-,-,-,-,290,240,50,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,,
70,家具装備品,-,-,-,"13,770","13,220",550,-,-,-,-,-,-,"13,770","13,220",550,-,-,-,70,家具装備品,,,,,,
71,その他日用品,-,-,-,"94,610","89,260","5,350",-,-,-,-,-,-,"94,610","89,260","5,350",-,-,-,71,その他日用品,,,,,,
72,ゴム製品,-,-,-,"3,531","3,221",310,-,-,-,-,-,-,"3,531","3,221",310,-,-,-,72,ゴム製品,,,,,,
73,木製品,-,-,-,20,20,-,-,-,-,-,-,-,20,20,-,-,-,-,73,木製品,,,,,,
74,その他製造工業品,-,-,-,"45,053","33,508","11,545",-,-,-,-,-,-,"45,053","33,508","11,545",-,-,-,74,その他製造工業品,,,,,,
特殊品,,"1,010,054","1,010,054",-,"490,993","346,860","144,133",-,-,-,"280,124","280,124",-,"210,869","66,736","144,133","404,830","404,239",591,特殊品,,,,,,,
75,金属くず,-,-,-,"3,410",525,"2,885",-,-,-,-,-,-,"3,410",525,"2,885",355,-,355,75,金属くず,,,,,,
76,再利用資材,-,-,-,"9,585",85,"9,500",-,-,-,-,-,-,"9,585",85,"9,500","142,757","142,532",225,76,再利用資材,,,,,,
77,動植物性製造飼肥料,-,-,-,"14,045","11,060","2,985",-,-,-,-,-,-,"14,045","11,060","2,985",-,-,-,77,動植物性製造飼肥料,,,,,,
78,廃棄物,-,-,-,"4,165","4,160",5,-,-,-,-,-,-,"4,165","4,160",5,-,-,-,78,廃棄物,,,,,,
79,廃土砂,"1,010,054","1,010,054",-,"280,124","280,124",-,-,-,-,"280,124","280,124",-,-,-,-,"261,718","261,707",11,79,廃土砂,,,,,,
80,輸送用容器,-,-,-,"165,904","47,126","118,778",-,-,-,-,-,-,"165,904","47,126","118,778",-,-,-,80,輸送用容器,,,,,,
81,取合せ品,-,-,-,"13,760","3,780","9,980",-,-,-,-,-,-,"13,760","3,780","9,980",-,-,-,81,取合せ品,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,
