16,その他林産品,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,37,37,"1,257",-,-,"1,257",-,-,-,-,-,-,-,6,-,6,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,575,-,-,575,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,36,36,682,-,-,682,-,-,-,-,-,-,-,6,-,6,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"11,442","1,256","115,346","115,346","218,558","3,365",343,"192,893",111,"5,670",13,453,4,"2,244","13,462","101,907",191,"47,362","4,048",164,金属機械工業品,,,,,,
28,鉄鋼,-,-,117,117,646,-,-,646,-,-,-,-,-,-,-,30,-,11,19,-,28,鉄鋼,,,,,
29,鋼材,-,76,"2,246","2,246","10,203","2,347",-,"4,740",-,-,-,-,-,"1,617","1,499","7,242",-,"2,008","1,743",-,29,鋼材,,,,,
30,非鉄金属,-,23,"1,322","1,322",573,186,2,299,1,-,-,3,-,76,6,"3,574",-,"1,553",358,10,30,非鉄金属,,,,,
31,金属製品,21,61,"5,073","5,073","13,516",92,18,"7,575",105,"5,670",-,-,-,42,14,"33,449",-,"5,872",277,16,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,317,-,-,317,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,2,40,40,"7,714",-,-,"7,714",-,-,-,-,-,-,-,"1,746",-,"1,746",-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,8,8,42,-,-,42,-,-,-,-,-,-,-,60,-,17,43,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,97,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"9,859",43,"4,426","4,426","103,583",27,5,"103,243",-,-,-,30,-,57,221,"5,181",30,"2,172",445,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,753,753,183,-,30,153,-,-,-,-,-,-,-,376,-,181,-,75,37,その他輸送機械,,,,,
38,産業機械,"1,252",499,"56,504","56,504","67,214",471,148,"55,566",5,-,-,42,-,375,"10,607","31,500",14,"18,696",395,63,38,産業機械,,,,,
39,電気機械,240,353,"34,631","34,631","6,636",207,116,"4,965",-,-,13,378,4,22,931,"16,854",147,"13,927",419,-,39,電気機械,,,,,
40,測量・光学・医療用機械,70,194,"3,418","3,418","7,610",35,15,"7,321",-,-,-,-,-,55,184,"1,054",-,390,349,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,5,"5,625","5,625",315,-,3,312,-,-,-,-,-,-,-,560,-,508,-,-,41,事務用機器,,,,,
42,その他機械,-,-,"1,086","1,086",6,-,6,-,-,-,-,-,-,-,-,281,-,281,-,-,42,その他機械,,,,,
化学工業品,,792,"6,543","54,160","54,160","72,382","7,084","3,078","54,460","4,260",-,-,176,-,"3,006",318,"41,485",924,"25,792","1,591","1,205",化学工業品,,,,,,
43,陶磁器,-,-,"1,647","1,647",-,-,-,-,-,-,-,-,-,-,-,76,-,1,60,-,43,陶磁器,,,,,
44,セメント,-,-,18,18,180,-,-,180,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,39,-,"3,664","3,664",587,2,1,581,3,-,-,-,-,-,-,"5,309",-,27,-,-,45,ガラス類,,,,,
46,窯業品,-,167,551,551,"11,815",810,-,"7,225","3,780",-,-,-,-,-,-,"2,749",-,"1,230",32,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,236,236,581,75,-,506,-,-,-,-,-,-,-,37,-,37,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,"4,740",162,162,293,-,-,293,-,-,-,-,-,-,-,26,-,15,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,577,"12,451","12,451","8,509",837,135,"7,080",-,-,-,-,-,457,-,"3,080",30,"2,268",51,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,45,-,56,化学肥料,,,,,
57,その他化学工業品,753,"1,059","35,386","35,386","50,417","5,360","2,942","38,595",477,-,-,176,-,"2,549",318,"30,163",894,"22,214","1,403","1,205",57,その他化学工業品,,,,,
軽工業品,,41,"1,306","28,248","28,248","10,066",270,"1,184","7,318",3,-,60,-,-,-,"1,231","11,175",43,"5,607",414,201,軽工業品,,,,,,
58,紙・パルプ,-,"1,193","2,587","2,587","4,422",93,"1,075","2,074",3,-,-,-,-,-,"1,177","4,979",-,"2,538",301,196,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,57,57,22,-,15,7,-,-,-,-,-,-,-,548,-,20,108,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,51,"1,113","1,113","2,811",106,16,"2,683",-,-,-,-,-,-,6,"2,772",-,"2,149",5,5,60,その他繊維工業品,,,,,
61,砂糖,-,-,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,41,44,"21,109","21,109","2,648",66,18,"2,456",-,-,60,-,-,-,48,"2,511",43,812,-,-,62,製造食品,,,,,
63,飲料,-,18,"2,600","2,600",158,-,60,98,-,-,-,-,-,-,-,125,-,43,-,-,63,飲料,,,,,
64,水,-,-,732,732,-,-,-,-,-,-,-,-,-,-,-,240,-,45,-,-,64,水,,,,,
65,たばこ,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,24,751,"26,473","26,473","13,815","1,282",92,"12,248",52,30,-,35,-,15,61,"47,713",94,"39,046",793,17,雑工業品,,,,,,
67,がん具,-,-,482,482,88,-,-,87,-,-,-,1,-,-,-,459,-,323,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,225,"1,877","1,877",823,187,30,606,-,-,-,-,-,-,-,"26,118",-,"22,080",30,8,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,24,28,"4,462","4,462",850,226,34,543,-,-,-,32,-,-,15,867,64,374,-,1,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,"3,882","3,882",823,14,15,763,31,-,-,-,-,-,-,"6,442",30,"5,089",186,6,70,家具装備品,,,,,
71,その他日用品,-,374,"7,556","7,556","2,298",30,2,"2,266",-,-,-,-,-,-,-,"6,752",-,"6,576",30,-,71,その他日用品,,,,,
72,ゴム製品,-,121,"1,587","1,587","3,677",805,10,"2,804",21,-,-,-,-,15,22,"6,185",-,"4,162",481,-,72,ゴム製品,,,,,
73,木製品,-,-,250,250,238,17,-,182,-,30,-,-,-,-,9,459,-,148,-,-,73,木製品,,,,,
74,その他製造工業品,-,3,"6,377","6,377","5,018",3,1,"4,997",-,-,-,2,-,-,15,431,-,294,66,2,74,その他製造工業品,,,,,
特殊品,,119,907,"8,551","8,551","113,776","10,946","5,178","12,054",-,-,30,"2,485",-,"83,076",7,"35,251",935,"11,382",777,"15,055",特殊品,,,,,,
75,金属くず,-,-,8,8,"1,701",21,-,"1,680",-,-,-,-,-,-,-,255,225,30,-,-,75,金属くず,,,,,
76,再利用資材,-,525,611,611,"92,478",560,150,"6,208",-,-,-,"2,484",-,"83,076",-,"2,706",710,117,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,13,13,75,-,-,45,-,-,30,-,-,-,-,45,-,30,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,105,106,"3,028","3,028","16,879","9,553","5,027","2,299",-,-,-,-,-,-,-,"30,538",-,"10,544",43,"15,052",80,輸送用容器,,,,,
81,取合せ品,14,276,"4,891","4,891","2,643",812,1,"1,822",-,-,-,1,-,-,7,"1,707",-,661,734,3,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
