14,樹脂類,"2,430",-,"7,215","7,215","54,240",-,-,-,-,"12,345","6,390",105,"4,215","8,820","9,660","12,705",-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,705,705,105,-,-,-,-,-,90,-,15,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,750,750,"7,441",-,-,-,-,"1,035","2,778",-,270,"1,228",-,510,270,"1,320",-,30,17,薪炭,,,,,
鉱産品,,-,-,"12,993","12,993","2,875",-,-,-,-,-,496,"1,929",300,105,-,-,-,-,-,45,鉱産品,,,,,,
18,石炭,-,-,"2,833","2,833",205,-,-,-,-,-,-,205,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,"1,260","1,260",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,705,705,360,-,-,-,-,-,255,-,-,105,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,"2,175","2,175",596,-,-,-,-,-,135,176,240,-,-,-,-,-,-,45,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,418,418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,"5,587","5,587","1,714",-,-,-,-,-,106,"1,548",60,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"6,687","2,004","166,543","166,543","171,491",-,-,-,-,-,"8,388","10,751","148,148",-,-,-,-,-,"4,204",-,金属機械工業品,,,,,,
28,鉄鋼,-,"2,004","1,650","1,650",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,"5,479","5,479","1,252",-,-,-,-,-,895,-,357,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,"3,073","3,073","2,738",-,-,-,-,-,10,"1,020","1,708",-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,705,-,"14,156","14,156","34,826",-,-,-,-,-,"1,889",90,"32,787",-,-,-,-,-,60,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,10,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,"5,286","5,286",140,-,-,-,-,-,-,-,140,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,"1,961","1,961",15,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,"1,173","1,173",75,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,"34,373","34,373","51,030",-,-,-,-,-,"3,607","8,657","37,224",-,-,-,-,-,"1,542",-,36,自動車部品,,,,,
37,その他輸送機械,-,-,547,547,706,-,-,-,-,-,45,-,653,-,-,-,-,-,8,-,37,その他輸送機械,,,,,
38,産業機械,"2,038",-,"44,306","44,306","57,146",-,-,-,-,-,153,-,"54,715",-,-,-,-,-,"2,278",-,38,産業機械,,,,,
39,電気機械,"3,944",-,"32,558","32,558","19,573",-,-,-,-,-,"1,789",855,"16,627",-,-,-,-,-,302,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,"20,881","20,881","2,047",-,-,-,-,-,-,-,"2,033",-,-,-,-,-,14,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,403,403,"1,804",-,-,-,-,-,-,-,"1,804",-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,697,697,129,-,-,-,-,-,-,129,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"3,476",120,"199,718","199,718","61,907",-,-,-,-,-,"10,570",334,"46,015","4,279",-,-,210,137,81,281,化学工業品,,,,,,
43,陶磁器,-,-,"9,398","9,398","1,196",-,-,-,-,-,75,-,"1,121",-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,"1,080","1,080",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,110,-,"1,893","1,893",190,-,-,-,-,-,75,-,115,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,30,"11,846","11,846","2,572",-,-,-,-,-,211,-,"2,211",-,-,-,150,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,"2,609","2,609",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,57,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,269,269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,750,-,"28,770","28,770","11,766",-,-,-,-,-,"6,910",-,"3,395","1,386",-,-,-,-,15,60,55,化学薬品,,,,,
56,化学肥料,-,-,315,315,225,-,-,-,-,-,75,105,45,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"2,616",90,"143,451","143,451","45,958",-,-,-,-,-,"3,224",229,"39,128","2,893",-,-,60,137,66,221,57,その他化学工業品,,,,,
軽工業品,,"8,837",-,"277,592","277,592","85,996",15,-,-,-,-,"39,282","2,460","41,581",501,-,-,"1,863",55,194,45,軽工業品,,,,,,
58,紙・パルプ,75,-,"6,208","6,208","52,373",-,-,-,-,-,"26,946",45,"25,352",-,-,-,-,-,-,30,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,"3,363","3,363","3,729",-,-,-,-,-,114,315,"3,285",-,-,-,-,-,15,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,"7,645","7,645","10,486",-,-,-,-,-,"3,052",360,"7,045",-,-,-,-,-,29,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,197,197,23,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"8,761",-,"142,129","142,129","15,368",15,-,-,-,-,"7,620","1,740","3,671",269,-,-,"1,833",55,150,15,62,製造食品,,,,,
63,飲料,-,-,"87,785","87,785",195,-,-,-,-,-,120,-,45,-,-,-,30,-,-,-,63,飲料,,,,,
64,水,-,-,"20,169","20,169",45,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,1,-,683,683,"2,572",-,-,-,-,-,180,-,"2,160",232,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,"9,413","9,413","1,205",-,-,-,-,-,"1,205",-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"9,725",-,"294,270","294,270","420,872",-,80,"2,085","1,695","1,361","71,648","46,236","268,025","9,464",70,"1,337",90,-,"14,154","4,627",雑工業品,,,,,,
67,がん具,15,-,812,812,"5,405",-,-,-,-,-,43,-,"5,362",-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"7,303",-,"168,070","168,070","165,802",-,-,-,-,-,"7,514","16,923","126,089","1,919",-,-,-,-,"13,357",-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,120,-,"15,460","15,460","6,734",-,-,-,-,-,"2,985",-,"3,749",-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"1,215",-,"28,384","28,384","50,932",-,24,-,-,637,"6,298","9,639","33,512",580,-,86,-,-,156,-,70,家具装備品,,,,,
71,その他日用品,930,-,"14,946","14,946","53,622",-,-,-,30,-,"11,883",30,"40,584",-,-,-,-,-,75,"1,020",71,その他日用品,,,,,
72,ゴム製品,-,-,"31,784","31,784","40,194",-,-,-,-,-,60,-,"40,134",-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,57,-,"25,769","25,769","79,418",-,56,"2,085","1,665",724,"39,940","19,644","3,216","6,965",70,"1,251",90,-,105,"3,607",73,木製品,,,,,
74,その他製造工業品,85,-,"9,045","9,045","18,765",-,-,-,-,-,"2,925",-,"15,379",-,-,-,-,-,461,-,74,その他製造工業品,,,,,
特殊品,,120,15,"41,145","41,145","31,385",-,-,-,-,-,"5,623","2,035","17,234","5,848",-,-,-,645,-,-,特殊品,,,,,,
75,金属くず,-,15,"1,786","1,786",896,-,-,-,-,-,312,-,449,-,-,-,-,135,-,-,75,金属くず,,,,,
76,再利用資材,-,-,825,825,216,-,-,-,-,-,66,-,150,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,"6,958","6,958","3,216",-,-,-,-,-,"2,512",657,47,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,120,-,"28,527","28,527","24,784",-,-,-,-,-,937,"1,363","16,126","5,848",-,-,-,510,-,-,80,輸送用容器,,,,,
81,取合せ品,-,-,"3,049","3,049","2,273",-,-,-,-,-,"1,796",15,462,-,-,-,-,-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
