,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,アイルランド,,,,ポーランド,,,,,フィンランド,,,,,,,フランス,,,,,,,,,,
,,小計,ダブリン,コーク,"諸港
(アイルランド)",小計,グジニア,グダニスク,シュチェチン,"諸港
(ポーランド)",小計,オウル,ヘルシンキ,ラウマ,コトカ,コッコラ,"諸港
(フィンランド)",小計,ダンケルク,ルアーブル,ブレスト,,,,,,,
合計,,"10,849","1,958","8,834",57,"28,906","3,604","25,137",120,45,"63,899","4,096","7,644","8,164","43,232",713,50,"322,687",30,"271,541",170,合計,,,,,,
農水産品,,768,742,26,-,"2,113",150,"1,963",-,-,195,-,195,-,-,-,-,"19,383",-,"19,052",140,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,955",-,"2,955",-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,29,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,171,-,171,-,-,-,-,-,-,-,-,-,"1,138",-,"1,007",-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,548",-,"1,548",-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,9,羊毛,,,,,
10,その他畜産品,693,667,26,-,"1,159",-,"1,159",-,-,120,-,120,-,-,-,-,"13,304",-,"13,184",90,10,その他畜産品,,,,,
11,水産品,75,75,-,-,783,150,633,-,-,75,-,75,-,-,-,-,379,-,329,50,11,水産品,,,,,
林産品,,-,-,-,-,295,60,235,-,-,"29,501","2,580","4,350","3,614","18,627",300,30,"1,155",-,945,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,295,60,235,-,-,"29,501","2,580","4,350","3,614","18,627",300,30,225,-,15,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,600,-,600,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,330,-,330,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,150,-,150,-,-,822,-,-,822,-,-,-,"4,080",-,"3,705",-,鉱産品,,,,,,
18,石炭,-,-,-,-,150,-,150,-,-,822,-,-,822,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,375,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,450",-,"3,450",-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120,-,120,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135,-,135,-,27,非金属鉱物,,,,,
金属機械工業品,,360,360,-,-,"1,065",208,737,120,-,709,56,270,79,284,-,20,"15,145",-,"14,139",-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,50,30,-,-,-,-,20,416,-,402,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,465,-,465,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,15,-,15,-,-,50,-,15,35,-,-,-,"1,093",-,958,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,228,-,203,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,62,-,62,-,-,-,-,-,-,-,-,-,180,-,180,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,242,15,227,-,-,247,-,-,-,247,-,-,"2,687",-,"2,687",-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,13,-,-,13,-,-,-,345,-,345,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,566,193,373,-,-,255,9,189,31,26,-,-,"6,169",-,"5,954",-,38,産業機械,,,,,
39,電気機械,-,-,-,-,60,-,60,-,-,86,17,58,-,11,-,-,"2,339",-,"2,142",-,39,電気機械,,,,,
40,測量・光学・医療用機械,360,360,-,-,120,-,-,120,-,8,-,8,-,-,-,-,"1,152",-,732,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,-,71,-,42,その他機械,,,,,
化学工業品,,562,315,240,7,"6,374",291,"6,038",-,45,808,-,120,188,170,330,-,"50,493",-,"38,543",-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,25,14,11,-,-,-,-,-,-,-,-,-,193,-,143,-,43,陶磁器,,,,,
