,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,中国,,,,,,,,,,,,,,,,,,,,,,,,,,
,,上海,仙頭,黄埔,湛江,南通,張家港,福州,寧波－舟山,温州,煙台,海門,厦門,北海,広州,海口,江門,南京,梧州,武漢,安慶,,,,,,,
合計,,"935,640","3,200","127,365",60,"4,730","11,777","10,562","309,324",88,"6,310","29,467","42,214",654,"3,930",136,"3,449","35,847",662,"39,084",95,合計,,,,,,
農水産品,,567,-,-,-,30,-,62,547,-,60,-,30,-,14,-,-,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,60,-,-,-,-,-,15,15,-,30,-,30,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,233,-,-,-,-,-,44,427,-,30,-,-,-,14,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,233,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,30,-,-,-,-,-,3,105,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,"5,383",-,600,-,-,-,-,17,-,888,-,"6,270",-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"5,225",-,600,-,-,-,-,-,-,888,-,"6,270",-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,30,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
