,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,, 　             ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,フランス,ドイツ,,,,,ポルトガル,,,,,スペイン,,,,,,,,,,,,,,,
,,諸港(フランス),小計,ハンブルグ,"ブレーメル
ハーフェン","ビルへルムス
ハーフェン",諸港(ドイツ),小計,レイショーズ,リスボン,シネシュ,"諸港
(ポルトガル)",小計,バルセロナ,バレンシア,カルタヘナ,マラガ,アルヘシラス,ビルバオ,ヒホン,カジス,,,,,,,
合計,,"50,946","573,436","556,857","14,569","1,435",575,"5,434","1,076","2,125","2,075",158,"79,934","38,115","32,158","1,794",230,"4,513",660,158,41,合計,,,,,,
農水産品,,191,"28,295","25,330","2,905",-,60,50,25,-,-,25,"40,910","25,845","13,038",-,-,616,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,87,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,131,404,404,-,-,-,-,-,-,-,-,220,70,90,-,-,39,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,"2,787","2,787",-,-,-,-,-,-,-,-,270,-,270,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,30,"19,052","16,687","2,305",-,60,50,25,-,-,25,"39,823","25,775","12,678",-,-,577,-,-,-,10,その他畜産品,,,,,
11,水産品,-,"5,965","5,365",600,-,-,-,-,-,-,-,597,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,210,"45,751","44,563","1,140",48,-,160,153,7,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,210,"38,443","37,573",870,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,60,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,"7,248","6,930",270,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,160,153,7,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,375,"16,117","9,896","5,715",506,-,60,-,-,30,30,150,30,120,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,"11,563","5,417","5,655",491,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,375,326,326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,334,319,-,15,-,60,-,-,30,30,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,"1,550","1,550",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,"2,344","2,284",60,-,-,-,-,-,-,-,150,30,120,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"1,006","216,074","213,109","1,833",707,425,-,-,-,-,-,"2,094","1,113",716,-,-,3,-,158,-,金属機械工業品,,,,,,
28,鉄鋼,-,"9,983","9,983",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,14,"3,689","3,689",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,"2,603","2,521",52,30,-,-,-,-,-,-,15,-,-,-,-,-,-,15,-,30,非鉄金属,,,,,
31,金属製品,135,"20,740","20,636",74,30,-,-,-,-,-,-,653,168,338,-,-,3,-,143,-,31,金属製品,,,,,
32,鉄道車両,-,"2,394","2,349",45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,25,"2,498","2,138",360,-,-,-,-,-,-,-,15,15,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,"1,187","1,187",-,-,-,-,-,-,-,-,30,15,15,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,"6,665","6,665",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,"59,318","59,288",-,30,-,-,-,-,-,-,36,36,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,583,583,-,-,-,-,-,-,-,-,10,-,10,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,215,"72,572","70,815","1,302",30,425,-,-,-,-,-,503,213,247,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,197,"23,108","23,108",-,-,-,-,-,-,-,-,316,150,106,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,420,"8,370","8,364",-,6,-,-,-,-,-,-,516,516,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,"1,399",818,-,581,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,965,965,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"11,950","83,696","82,278","1,346",42,30,257,130,127,-,-,"11,871","4,982","3,733","1,794",65,"1,141",51,-,-,化学工業品,,,,,,
