43,陶磁器,50,"1,126","1,126",-,-,-,171,44,127,-,-,386,-,386,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,"2,775",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,235,"4,552","4,529",23,-,-,-,-,-,-,-,45,15,30,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,150,"2,750","2,600",150,-,-,-,-,-,-,-,45,-,45,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,90,"1,354","1,354",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,506,506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"1,612","22,934","22,794",140,-,-,75,75,-,-,-,"1,758","1,335",63,345,-,15,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,"2,985","2,985",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"7,038","47,414","46,309","1,033",42,30,11,11,-,-,-,"9,637","3,632","3,209","1,449",65,"1,126",51,-,-,57,その他化学工業品,,,,,
軽工業品,,"33,718","69,484","68,419",990,15,60,"3,349",603,"1,941",702,103,"15,518","5,173","6,889",-,165,"2,690",198,-,41,軽工業品,,,,,,
58,紙・パルプ,5,"10,942","10,762",180,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,248,248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,"1,353","1,323",30,-,-,-,-,-,-,-,88,45,43,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,179,"8,462","8,282",180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,843,"30,763","30,145",558,-,60,"2,572",-,"1,780",702,90,"4,703",957,"1,183",-,165,"2,147",129,-,41,62,製造食品,,,,,
63,飲料,"3,536","6,539","6,482",42,15,-,777,603,161,-,13,"8,906","4,088","3,925",-,-,543,69,-,-,63,飲料,,,,,
64,水,"29,155",150,150,-,-,-,-,-,-,-,-,"1,768",30,"1,738",-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,"3,437","3,437",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,"7,590","7,590",-,-,-,-,-,-,-,-,23,23,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"3,341","105,016","104,272",627,117,-,"1,558",165,50,"1,343",-,"8,555",519,"7,423",-,-,30,411,-,-,雑工業品,,,,,,
67,がん具,-,"4,648","4,648",-,-,-,13,13,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,125,"6,971","6,896",15,60,-,102,76,26,-,-,"1,355",140,"1,096",-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,103,"8,556","8,479",74,3,-,-,-,-,-,-,45,15,15,-,-,15,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,53,"29,171","28,855",314,2,-,46,46,-,-,-,840,319,462,-,-,-,21,-,-,70,家具装備品,,,,,
71,その他日用品,15,"2,389","2,337",-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,"2,805","8,765","8,735",30,-,-,"1,343",-,-,"1,343",-,"6,285",30,"5,850",-,-,-,390,-,-,72,ゴム製品,,,,,
73,木製品,210,"38,077","37,928",149,-,-,54,30,24,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,30,"6,439","6,394",45,-,-,-,-,-,-,-,30,15,-,-,-,15,-,-,-,74,その他製造工業品,,,,,
特殊品,,155,"9,003","8,990",13,-,-,-,-,-,-,-,836,453,239,-,-,33,-,-,-,特殊品,,,,,,
75,金属くず,-,"1,582","1,582",-,-,-,-,-,-,-,-,30,-,30,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,450,450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,"1,150","1,150",-,-,-,-,-,-,-,-,525,390,105,-,-,30,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,155,"5,035","5,022",13,-,-,-,-,-,-,-,221,3,104,-,-,3,-,-,-,80,輸送用容器,,,,,
81,取合せ品,-,786,786,-,-,-,-,-,-,-,-,60,60,-,-,-,-,-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
