,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,北アメリカ,,,,,,,,,,,,,,,,,,南アメリカ,,品種,,,,,,
,,ニカラグア,コスタリカ,,,パナマ,,,キューバ,,ドミニカ共和国,,,プエルトリコ,,ジャマイカ,,ベリーズ,,計,コロンビア,,,,,,,
,,コリント,小計,カルデラ,"諸港
(コスタリカ)",小計,バルボア,マンザニロ,小計,諸港(キューバ),小計,リオハイナ,カウセード,小計,サンファン,小計,キングストン,小計,ベリーズ,,小計,,,,,,,
合計,,180,236,53,183,"25,229","19,256","5,973",76,76,257,19,238,165,165,15,15,335,335,"507,737",285,合計,,,,,,
農水産品,,-,211,53,158,"16,973","16,262",711,60,60,-,-,-,-,-,-,-,-,-,"299,017",15,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,164",-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,297,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225,-,5,その他雑穀,,,,,
6,野菜・果物,-,181,23,158,"14,376","14,006",370,-,-,-,-,-,-,-,-,-,-,-,"48,865",15,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,280,100,180,-,-,-,-,-,-,-,-,-,-,-,"2,908",-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,210,210,-,-,-,-,-,-,-,-,-,-,-,-,"112,750",-,10,その他畜産品,,,,,
11,水産品,-,30,30,-,"2,107","1,946",161,60,60,-,-,-,-,-,-,-,-,-,"132,437",-,11,水産品,,,,,
林産品,,-,-,-,-,44,-,44,-,-,-,-,-,-,-,-,-,-,-,"16,615",-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,44,-,44,-,-,-,-,-,-,-,-,-,-,-,"16,345",-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,270,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,212,-,212,-,-,-,-,-,-,-,-,-,-,-,"5,280",-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,665",-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,465,-,22,石材,,,,,
