,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,東北,関東,,,,,,,,,,,,,,,,,品種,,,,,,
,,福島県,計,茨城県,,,,千葉県,,,,東京都,,,,,,,,,,,,,,
,,相馬,,小計,鹿島,那珂湊,茨城(常陸那珂),小計,千葉,木更津,館山,小計,大島（元町）,大島（岡田）,大島（波浮）,新島,神津島,三宅島（三池）,三宅島諸港,,,,,,,
合計,,"2,200","1,620,040","24,802","5,874","9,780","9,148","1,060,782","781,563","95,669","183,550","296,031","38,870","12,043","21,440","42,071","28,227","15,915","26,771",合計,,,,,,
農水産品,,-,"52,906","2,008",386,364,"1,258",694,694,-,-,"23,395",983,"5,201",70,"2,348","2,387",-,"3,259",農水産品,,,,,,
1,麦,-,"5,492",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,"9,714",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,"9,150",-,-,-,-,-,-,-,-,"6,696",983,"1,216",-,646,507,-,759,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,"2,738",-,-,-,-,-,-,-,-,870,-,-,70,-,800,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,"10,629",-,-,-,-,-,-,-,-,"7,935",-,"1,996",-,854,543,-,"1,252",10,その他畜産品,,,,,
11,水産品,-,"14,358","2,008",386,364,"1,258",694,694,-,-,"7,894",-,"1,989",-,848,537,-,"1,248",11,水産品,,,,,
林産品,,-,"24,845",-,-,-,-,-,-,-,-,"19,218","4,712",-,606,"2,182",705,810,"1,809",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,"22,057",-,-,-,-,-,-,-,-,"16,638","4,692",-,136,"1,352",375,-,"1,809",13,製材,,,,,
14,樹脂類,-,195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,"2,580",-,-,-,-,-,-,-,-,"2,580",20,-,470,830,330,810,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"2,200","46,674",-,-,-,-,"42,657","9,458","28,499","4,700","1,521",-,-,"1,200",-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,949,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,"44,759",-,-,-,-,"42,657","9,458","28,499","4,700","1,520",-,-,"1,200",-,-,-,-,21,砂利・砂,,,,,
22,石材,-,287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,40,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"2,200",631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,"100,733","12,986","2,942","5,707","4,337","3,818","2,018","1,800",-,"67,264","8,685",108,"5,973","12,802","7,181","4,520","4,982",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,"2,465",-,-,-,-,-,-,-,-,"1,974",-,-,290,-,160,320,-,29,鋼材,,,,,
30,非鉄金属,-,371,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,"31,286",-,-,-,-,-,-,-,-,"28,487","3,475",-,"2,077","6,309","3,768","2,350","1,724",31,金属製品,,,,,
32,鉄道車両,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,"15,329",-,-,-,-,-,-,-,-,"15,047","2,917",-,6,917,633,-,"2,597",33,完成自動車,,,,,
34,その他輸送用車両,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,462,-,-,-,-,-,-,-,-,237,-,108,-,9,12,-,40,35,二輪自動車,,,,,
36,自動車部品,-,"2,057",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,"8,117",-,-,-,-,-,-,-,-,"7,750",20,-,"2,850","2,780",950,930,-,37,その他輸送機械,,,,,
38,産業機械,-,"18,969",-,-,-,-,"1,930",130,"1,800",-,"13,629","2,273",-,660,"2,737","1,658",920,621,38,産業機械,,,,,
